"nr_num_patients_phone_yesterday","d_completed","cd_regio"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","BRU"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","BRU"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","BRU"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","BRU"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","BRU"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","BRU"
"60","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"77","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","BRU"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","BRU"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","BRU"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","WAL"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","BRU"
"","2020-04-02","WAL"
"","2020-04-02","BRU"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","BRU"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","BRU"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","BRU"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","BRU"
"","2020-04-02","BRU"
"","2020-04-02","BRU"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","WAL"
"","2020-04-02","BRU"
"","2020-04-02","WAL"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-04","VLA"
"","2020-04-04","WAL"
"","2020-04-04","VLA"
"","2020-04-04","VLA"
"","2020-04-04","VLA"
"","2020-04-04","BRU"
"","2020-04-04","VLA"
"","2020-04-04","VLA"
"","2020-04-04","WAL"
"","2020-04-04","WAL"
"","2020-04-04","WAL"
"","2020-04-04","VLA"
"","2020-04-04","BRU"
"","2020-04-04","WAL"
"","2020-04-04","BRU"
"","2020-04-04","WAL"
"","2020-04-05","VLA"
"","2020-04-05","VLA"
"","2020-04-05","WAL"
"","2020-04-05","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","BRU"
"","2020-04-06","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","BRU"
"","2020-04-08","VLA"
"","2020-04-08","BRU"
"","2020-04-08","WAL"
"","2020-04-08","WAL"
"","2020-04-08","BRU"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","WAL"
"","2020-04-08","BRU"
"","2020-04-08","VLA"
"","2020-04-08","WAL"
"","2020-04-08","BRU"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","WAL"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"","2020-04-15","BRU"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","BRU"
"","2020-04-15","WAL"
"","2020-04-15","WAL"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","BRU"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","BRU"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"","2020-04-15","BRU"
"","2020-04-15","BRU"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","BRU"
"","2020-04-15","VLA"
"","2020-04-15","BRU"
"","2020-04-15","WAL"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","BRU"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","BRU"
"","2020-04-15","VLA"
"","2020-04-16","BRU"
"","2020-04-16","BRU"
"","2020-04-16","WAL"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","BRU"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","WAL"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","BRU"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","WAL"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","BRU"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","WAL"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","WAL"
"","2020-04-18","VLA"
"","2020-04-18","VLA"
"","2020-04-18","VLA"
"","2020-04-18","WAL"
"","2020-04-19","VLA"
"","2020-04-19","WAL"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","WAL"
"","2020-04-20","WAL"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","BRU"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","WAL"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-21","VLA"
"","2020-04-21","VLA"
"","2020-04-21","BRU"
"","2020-04-21","VLA"
"","2020-04-21","VLA"
"","2020-04-21","VLA"
