"nr_num_infection_aprons","d_completed","cd_regio"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-03-31","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"","2020-04-01","VLA"
"100","2020-04-02","VLA"
"","2020-04-02","VLA"
"60","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"90","2020-04-02","VLA"
"500","2020-04-02","VLA"
"60","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"300","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"0","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"","2020-04-02","VLA"
"200","2020-04-02","VLA"
"","2020-04-02","VLA"
"27","2020-04-02","VLA"
"60","2020-04-02","VLA"
"30","2020-04-02","VLA"
"","2020-04-02","VLA"
"120","2020-04-02","VLA"
"","2020-04-02","VLA"
"50","2020-04-02","VLA"
"150","2020-04-02","VLA"
"100","2020-04-02","WAL"
"","2020-04-02","VLA"
"60","2020-04-02","VLA"
"90","2020-04-03","VLA"
"0","2020-04-03","VLA"
"","2020-04-03","VLA"
"180","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"30","2020-04-03","VLA"
"250","2020-04-03","VLA"
"","2020-04-03","VLA"
"90","2020-04-03","VLA"
"1000","2020-04-03","VLA"
"30","2020-04-03","VLA"
"","2020-04-03","VLA"
"300","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"350","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"100","2020-04-03","VLA"
"40","2020-04-03","WAL"
"4500","2020-04-03","VLA"
"200","2020-04-03","VLA"
"","2020-04-03","VLA"
"500","2020-04-03","VLA"
"20","2020-04-03","VLA"
"","2020-04-03","VLA"
"150","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"30","2020-04-03","VLA"
"40","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-04","VLA"
"300","2020-04-04","VLA"
"","2020-04-04","VLA"
"","2020-04-04","VLA"
"750","2020-04-04","VLA"
"180","2020-04-04","VLA"
"","2020-04-04","VLA"
"100","2020-04-04","VLA"
"","2020-04-04","VLA"
"400","2020-04-04","VLA"
"","2020-04-04","VLA"
"","2020-04-04","VLA"
"50","2020-04-04","VLA"
"200","2020-04-04","VLA"
"5","2020-04-04","VLA"
"","2020-04-04","VLA"
"50","2020-04-04","VLA"
"","2020-04-04","VLA"
"10","2020-04-04","VLA"
"","2020-04-04","VLA"
"20","2020-04-04","VLA"
"200","2020-04-05","VLA"
"","2020-04-05","VLA"
"","2020-04-05","VLA"
"","2020-04-05","VLA"
"180","2020-04-05","VLA"
"","2020-04-05","VLA"
"10","2020-04-05","VLA"
"500","2020-04-05","WAL"
"60","2020-04-05","VLA"
"100","2020-04-05","VLA"
"","2020-04-05","VLA"
"","2020-04-06","VLA"
"60","2020-04-06","VLA"
"100","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"90","2020-04-06","VLA"
"200","2020-04-06","WAL"
"","2020-04-06","VLA"
"80","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"30","2020-04-06","VLA"
"40","2020-04-06","VLA"
"","2020-04-06","VLA"
"0","2020-04-06","VLA"
"180","2020-04-06","VLA"
"0","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"0","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"180","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"0","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"200","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"90","2020-04-07","VLA"
"100","2020-04-07","VLA"
"","2020-04-07","VLA"
"100","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"100","2020-04-08","VLA"
"90","2020-04-08","VLA"
"0","2020-04-08","VLA"
"40","2020-04-08","VLA"
"180","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"0","2020-04-08","VLA"
"30","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"40","2020-04-09","VLA"
"","2020-04-09","VLA"
"90","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"1000","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"1000","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"150","2020-04-09","VLA"
"30","2020-04-09","VLA"
"20","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"100","2020-04-09","VLA"
"0","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"64","2020-04-09","VLA"
"200","2020-04-09","VLA"
"200","2020-04-09","VLA"
"20","2020-04-09","VLA"
"60","2020-04-09","VLA"
"","2020-04-09","VLA"
"0","2020-04-09","VLA"
"300","2020-04-09","VLA"
"300","2020-04-09","VLA"
"","2020-04-09","VLA"
"300","2020-04-09","WAL"
"","2020-04-10","VLA"
"90","2020-04-10","VLA"
"","2020-04-10","VLA"
"100","2020-04-10","VLA"
"","2020-04-10","VLA"
"300","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"250","2020-04-10","VLA"
"25","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"150","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"200","2020-04-10","WAL"
"200","2020-04-10","VLA"
"200","2020-04-10","VLA"
"","2020-04-10","VLA"
"0","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-11","VLA"
"90","2020-04-11","VLA"
"","2020-04-11","VLA"
"200","2020-04-11","WAL"
"200","2020-04-11","VLA"
"50","2020-04-11","VLA"
"240","2020-04-11","VLA"
"","2020-04-11","VLA"
"300","2020-04-11","VLA"
"","2020-04-11","VLA"
"90","2020-04-11","VLA"
"","2020-04-11","VLA"
"1","2020-04-11","VLA"
"","2020-04-11","VLA"
"","2020-04-12","VLA"
"240","2020-04-12","VLA"
"","2020-04-12","VLA"
"","2020-04-12","VLA"
"","2020-04-12","VLA"
"200","2020-04-12","VLA"
"235","2020-04-13","VLA"
"","2020-04-13","VLA"
"200","2020-04-13","VLA"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"200","2020-04-13","VLA"
"20","2020-04-13","VLA"
"90","2020-04-13","VLA"
"","2020-04-13","VLA"
"300","2020-04-13","VLA"
"","2020-04-13","VLA"
"300","2020-04-13","VLA"
"20","2020-04-13","VLA"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"40","2020-04-13","VLA"
"","2020-04-13","VLA"
"60","2020-04-13","VLA"
"50","2020-04-13","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"100","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"240","2020-04-14","VLA"
"50","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"0","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"150","2020-04-14","VLA"
"180","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"300","2020-04-14","VLA"
"","2020-04-14","VLA"
"200","2020-04-14","VLA"
"20","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"100","2020-04-15","VLA"
"238","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"60","2020-04-15","VLA"
"40","2020-04-15","VLA"
"","2020-04-15","VLA"
"500","2020-04-15","VLA"
"","2020-04-15","VLA"
"50","2020-04-15","VLA"
"200","2020-04-15","VLA"
"30","2020-04-15","VLA"
"300","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"300","2020-04-15","VLA"
"100","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"90","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"40","2020-04-15","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"50","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"200","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"250","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"0","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"40","2020-04-16","VLA"
"300","2020-04-16","VLA"
"30","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"150","2020-04-16","VLA"
"10","2020-04-16","VLA"
"","2020-04-16","VLA"
"300","2020-04-16","VLA"
"","2020-04-16","VLA"
"200","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"21","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-17","VLA"
"60","2020-04-17","WAL"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"100","2020-04-17","VLA"
"","2020-04-17","VLA"
"300","2020-04-17","VLA"
"20","2020-04-17","VLA"
"30","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"0","2020-04-17","VLA"
"","2020-04-17","VLA"
"40","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"90","2020-04-17","VLA"
"","2020-04-17","VLA"
"250","2020-04-17","VLA"
"","2020-04-17","VLA"
"200","2020-04-17","VLA"
"250","2020-04-18","VLA"
"","2020-04-18","VLA"
"","2020-04-19","VLA"
"","2020-04-19","VLA"
"","2020-04-19","VLA"
"120","2020-04-19","VLA"
"200","2020-04-19","VLA"
"240","2020-04-19","VLA"
"","2020-04-19","VLA"
"","2020-04-19","VLA"
"200","2020-04-19","VLA"
"300","2020-04-19","VLA"
"50","2020-04-19","VLA"
"","2020-04-19","VLA"
"","2020-04-19","VLA"
"50","2020-04-19","VLA"
"","2020-04-19","VLA"
"","2020-04-19","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"240","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"60","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"0","2020-04-20","VLA"
"300","2020-04-20","VLA"
"20","2020-04-20","VLA"
"50","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"500","2020-04-20","VLA"
"","2020-04-20","VLA"
"200","2020-04-20","VLA"
"200","2020-04-20","VLA"
"300","2020-04-20","VLA"
"150","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"20","2020-04-20","VLA"
"20","2020-04-20","VLA"
"90","2020-04-21","VLA"
"30","2020-04-21","VLA"
"250","2020-04-21","VLA"
"","2020-04-21","VLA"
"","2020-04-21","VLA"
"300","2020-04-21","VLA"
"20","2020-04-21","VLA"
"15","2020-04-21","VLA"
"","2020-04-21","VLA"
"120","2020-04-21","VLA"
"","2020-04-21","VLA"
"200","2020-04-21","VLA"
"","2020-04-21","VLA"
"200","2020-04-21","VLA"
"","2020-04-21","VLA"
"90","2020-04-21","VLA"
"","2020-04-21","VLA"
"500","2020-04-21","VLA"
"10","2020-04-21","VLA"
"","2020-04-21","VLA"
"","2020-04-21","VLA"
"90","2020-04-21","VLA"
"","2020-04-21","VLA"
"40","2020-04-21","VLA"
"100","2020-04-21","VLA"
"","2020-04-21","VLA"
"","2020-04-22","VLA"
"","2020-04-22","VLA"
"","2020-04-22","VLA"
"","2020-04-22","VLA"
"180","2020-04-22","VLA"
"","2020-04-22","VLA"
"40","2020-04-22","VLA"
"","2020-04-22","VLA"
"200","2020-04-22","VLA"
"90","2020-04-22","VLA"
"","2020-04-22","VLA"
"10","2020-04-22","VLA"
"","2020-04-22","VLA"
"","2020-04-22","VLA"
"50","2020-04-22","VLA"
"180","2020-04-22","VLA"
"","2020-04-22","VLA"
"","2020-04-22","VLA"
"90","2020-04-22","VLA"
"20","2020-04-22","VLA"
"180","2020-04-22","VLA"
"","2020-04-22","VLA"
"300","2020-04-22","VLA"
"","2020-04-22","VLA"
"","2020-04-22","VLA"
"20","2020-04-22","VLA"
"","2020-04-22","VLA"
"","2020-04-22","VLA"
"200","2020-04-22","VLA"
"","2020-04-22","VLA"
"200","2020-04-22","WAL"
"250","2020-04-22","VLA"
"","2020-04-22","VLA"
"","2020-04-23","VLA"
"300","2020-04-23","VLA"
"20","2020-04-23","VLA"
"","2020-04-23","VLA"
"","2020-04-23","VLA"
"","2020-04-23","VLA"
"90","2020-04-23","VLA"
"","2020-04-23","VLA"
"","2020-04-23","VLA"
"","2020-04-23","VLA"
"","2020-04-23","VLA"
"50","2020-04-23","VLA"
"","2020-04-23","VLA"
"50","2020-04-23","VLA"
"","2020-04-23","VLA"
"220","2020-04-23","VLA"
"30","2020-04-23","VLA"
"300","2020-04-23","VLA"
"","2020-04-23","VLA"
"150","2020-04-23","VLA"
"200","2020-04-23","VLA"
"","2020-04-23","VLA"
"500","2020-04-23","VLA"
"","2020-04-23","VLA"
"","2020-04-24","VLA"
"250","2020-04-24","VLA"
"","2020-04-24","VLA"
"20","2020-04-24","VLA"
"","2020-04-24","VLA"
"","2020-04-24","VLA"
"","2020-04-24","VLA"
"220","2020-04-24","VLA"
"20","2020-04-24","VLA"
"","2020-04-24","VLA"
"","2020-04-24","VLA"
"","2020-04-24","VLA"
"","2020-04-24","VLA"
"","2020-04-24","VLA"
"","2020-04-24","VLA"
"180","2020-04-24","VLA"
"200","2020-04-24","VLA"
"","2020-04-24","VLA"
"50","2020-04-24","VLA"
"","2020-04-24","VLA"
"300","2020-04-24","VLA"
"120","2020-04-24","VLA"
"","2020-04-24","VLA"
"","2020-04-25","VLA"
"200","2020-04-25","VLA"
"","2020-04-25","VLA"
"","2020-04-25","VLA"
"","2020-04-25","VLA"
"30","2020-04-25","VLA"
"","2020-04-25","VLA"
"230","2020-04-25","VLA"
"","2020-04-25","VLA"
"250","2020-04-25","VLA"
"","2020-04-26","VLA"
"250","2020-04-26","VLA"
"","2020-04-26","VLA"
"","2020-04-26","VLA"
"","2020-04-26","VLA"
"220","2020-04-26","VLA"
"200","2020-04-26","VLA"
"","2020-04-26","VLA"
"","2020-04-26","VLA"
"","2020-04-26","VLA"
"300","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"250","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"180","2020-04-27","VLA"
"50","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"60","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"60","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"240","2020-04-27","VLA"
"","2020-04-27","VLA"
"","2020-04-27","VLA"
"500","2020-04-27","VLA"
"","2020-04-27","VLA"
"20","2020-04-27","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"50","2020-04-28","VLA"
"180","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"180","2020-04-28","VLA"
"150","2020-04-28","VLA"
"240","2020-04-28","VLA"
"180","2020-04-28","VLA"
"","2020-04-28","VLA"
"60","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"250","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"300","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"","2020-04-28","VLA"
"50","2020-04-29","VLA"
"180","2020-04-29","VLA"
"","2020-04-29","VLA"
"","2020-04-29","VLA"
"90","2020-04-29","VLA"
"","2020-04-29","VLA"
"250","2020-04-29","VLA"
"","2020-04-29","VLA"
"","2020-04-29","VLA"
"90","2020-04-29","VLA"
"20","2020-04-29","VLA"
"150","2020-04-29","VLA"
"","2020-04-29","VLA"
"","2020-04-29","VLA"
"500","2020-04-29","VLA"
"","2020-04-29","VLA"
"100","2020-04-29","VLA"
"300","2020-04-29","VLA"
"90","2020-04-29","VLA"
"","2020-04-29","VLA"
"180","2020-04-29","VLA"
"250","2020-04-29","VLA"
"","2020-04-29","VLA"
"","2020-04-29","VLA"
"","2020-04-29","VLA"
"180","2020-04-29","VLA"
"","2020-04-29","VLA"
"","2020-04-30","VLA"
"90","2020-04-30","VLA"
"","2020-04-30","VLA"
"60","2020-04-30","VLA"
"30","2020-04-30","VLA"
"","2020-04-30","VLA"
"","2020-04-30","VLA"
"180","2020-04-30","VLA"
"500","2020-04-30","VLA"
"","2020-04-30","VLA"
"180","2020-04-30","VLA"
"","2020-04-30","VLA"
"","2020-04-30","VLA"
"","2020-04-30","VLA"
"","2020-04-30","VLA"
"","2020-04-30","VLA"
"180","2020-04-30","VLA"
"150","2020-04-30","VLA"
"250","2020-04-30","VLA"
"","2020-04-30","VLA"
"60","2020-04-30","VLA"
"","2020-04-30","VLA"
"","2020-04-30","VLA"
"","2020-04-30","VLA"
"50","2020-05-01","VLA"
"250","2020-05-01","VLA"
"","2020-05-01","VLA"
"300","2020-05-01","VLA"
"","2020-05-01","VLA"
"270","2020-05-01","VLA"
"","2020-05-01","VLA"
"","2020-05-02","VLA"
"","2020-05-02","VLA"
"","2020-05-02","VLA"
"","2020-05-02","VLA"
"","2020-05-02","VLA"
"350","2020-05-02","VLA"
"","2020-05-02","VLA"
"","2020-05-02","VLA"
"","2020-05-02","VLA"
"","2020-05-02","VLA"
"50","2020-05-02","VLA"
"300","2020-05-02","VLA"
"","2020-05-03","VLA"
"","2020-05-03","VLA"
"","2020-05-03","VLA"
"","2020-05-03","VLA"
"","2020-05-03","VLA"
"","2020-05-04","VLA"
"50","2020-05-04","VLA"
"","2020-05-04","VLA"
"","2020-05-04","VLA"
"","2020-05-04","VLA"
"","2020-05-04","VLA"
"","2020-05-04","VLA"
"","2020-05-04","VLA"
"","2020-05-04","VLA"
