"nr_num_residents_proven","d_completed","cd_regio"
"3","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"2","2020-03-30","VLA"
"4","2020-03-30","VLA"
"2","2020-03-30","VLA"
"5","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"2","2020-03-30","VLA"
"0","2020-03-30","VLA"
"30","2020-03-30","VLA"
"0","2020-03-30","VLA"
"4","2020-03-30","VLA"
"2","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"10","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"9","2020-03-30","VLA"
"3","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"4","2020-03-30","VLA"
"7","2020-03-30","VLA"
"3","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"2","2020-03-30","VLA"
"4","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"25","2020-03-30","VLA"
"2","2020-03-30","VLA"
"5","2020-03-30","VLA"
"15","2020-03-30","VLA"
"4","2020-03-30","VLA"
"1","2020-03-30","VLA"
"17","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"5","2020-03-30","VLA"
"4","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"8","2020-03-30","VLA"
"3","2020-03-30","VLA"
"3","2020-03-30","VLA"
"11","2020-03-30","VLA"
"0","2020-03-30","VLA"
"17","2020-03-30","BRU"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"6","2020-03-30","VLA"
"3","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"2","2020-03-30","VLA"
"2","2020-03-30","VLA"
"2","2020-03-30","VLA"
"14","2020-03-30","VLA"
"0","2020-03-30","VLA"
"6","2020-03-30","VLA"
"11","2020-03-30","VLA"
"0","2020-03-30","VLA"
"4","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"7","2020-03-30","VLA"
"0","2020-03-30","VLA"
"24","2020-03-30","VLA"
"12","2020-03-30","VLA"
"17","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"3","2020-03-30","VLA"
"4","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"12","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"2","2020-03-30","VLA"
"3","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"2","2020-03-30","VLA"
"0","2020-03-30","VLA"
"00","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","WAL"
"3","2020-03-30","VLA"
"12","2020-03-30","VLA"
"1","2020-03-30","VLA"
"8","2020-03-30","VLA"
"1","2020-03-30","VLA"
"5","2020-03-30","VLA"
"15","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"13","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"23","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"9","2020-03-30","VLA"
"3","2020-03-30","VLA"
"12","2020-03-30","VLA"
"29","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"3","2020-03-30","VLA"
"3","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"8","2020-03-30","VLA"
"1","2020-03-30","VLA"
"7","2020-03-30","VLA"
"0","2020-03-30","VLA"
"8","2020-03-30","VLA"
"4","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"6","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"7","2020-03-30","BRU"
"7","2020-03-30","VLA"
"4","2020-03-30","VLA"
"4","2020-03-30","VLA"
"10","2020-03-30","VLA"
"2","2020-03-31","VLA"
"8","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"5","2020-03-31","VLA"
"5","2020-03-31","VLA"
"3","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"29","2020-03-31","VLA"
"2","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"11","2020-03-31","VLA"
"7","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"2","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"25","2020-03-31","VLA"
"2","2020-03-31","VLA"
"6","2020-03-31","VLA"
"7","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"32","2020-03-31","VLA"
"0","2020-03-31","VLA"
"3","2020-03-31","VLA"
"3","2020-03-31","VLA"
"0","2020-03-31","VLA"
"7","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"2","2020-03-31","VLA"
"1","2020-03-31","VLA"
"4","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"7","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"3","2020-03-31","VLA"
"3","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"2","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"7","2020-03-31","VLA"
"2","2020-03-31","VLA"
"5","2020-03-31","VLA"
"3","2020-03-31","VLA"
"11","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"4","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"2","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"2","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"4","2020-03-31","VLA"
"0","2020-03-31","WAL"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"9","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"6","2020-03-31","VLA"
"10","2020-03-31","VLA"
"6","2020-03-31","VLA"
"0","2020-03-31","VLA"
"7","2020-03-31","VLA"
"3","2020-03-31","VLA"
"0","2020-03-31","VLA"
"13","2020-03-31","VLA"
"6","2020-03-31","VLA"
"0","2020-03-31","VLA"
"7","2020-03-31","VLA"
"6","2020-03-31","VLA"
"1","2020-03-31","VLA"
"7","2020-03-31","VLA"
"10","2020-03-31","VLA"
"1","2020-03-31","VLA"
"15","2020-03-31","VLA"
"12","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"2","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","WAL"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"15","2020-03-31","VLA"
"15","2020-03-31","VLA"
"1","2020-03-31","VLA"
"3","2020-03-31","VLA"
"3","2020-03-31","VLA"
"1","2020-03-31","VLA"
"2","2020-03-31","VLA"
"10","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"20","2020-03-31","VLA"
"0","2020-03-31","VLA"
"7","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"15","2020-03-31","VLA"
"12","2020-03-31","BRU"
"13","2020-03-31","VLA"
"13","2020-03-31","VLA"
"9","2020-03-31","VLA"
"10","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"2","2020-03-31","VLA"
"10","2020-03-31","VLA"
"3","2020-03-31","VLA"
"2","2020-03-31","VLA"
"3","2020-03-31","VLA"
"0","2020-03-31","VLA"
"7","2020-03-31","VLA"
"0","2020-03-31","VLA"
"16","2020-03-31","VLA"
"12","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"7","2020-03-31","VLA"
"2","2020-03-31","VLA"
"0","2020-03-31","VLA"
"5","2020-03-31","VLA"
"8","2020-03-31","BRU"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"5","2020-03-31","VLA"
"2","2020-03-31","WAL"
"29","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"2","2020-03-31","VLA"
"2","2020-03-31","VLA"
"0","2020-03-31","VLA"
"12","2020-03-31","VLA"
"7","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"23","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"3","2020-03-31","VLA"
"0","2020-03-31","VLA"
"8","2020-03-31","VLA"
"0","2020-03-31","VLA"
"11","2020-03-31","VLA"
"8","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"9","2020-03-31","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"8","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"3","2020-04-01","VLA"
"0","2020-04-01","VLA"
"9","2020-04-01","VLA"
"12","2020-04-01","VLA"
"13","2020-04-01","VLA"
"0","2020-04-01","VLA"
"4","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"4","2020-04-01","VLA"
"10","2020-04-01","VLA"
"0","2020-04-01","VLA"
"4","2020-04-01","VLA"
"0","2020-04-01","VLA"
"15","2020-04-01","VLA"
"10","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","WAL"
"0","2020-04-01","VLA"
"15","2020-04-01","VLA"
"0","2020-04-01","VLA"
"2","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"3","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"100","2020-04-01","VLA"
"5","2020-04-01","VLA"
"2","2020-04-01","VLA"
"5","2020-04-01","VLA"
"8","2020-04-01","VLA"
"3","2020-04-01","VLA"
"1","2020-04-01","VLA"
"4","2020-04-01","VLA"
"7","2020-04-01","VLA"
"0","2020-04-01","VLA"
"4","2020-04-01","VLA"
"3","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"19","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"4","2020-04-01","VLA"
"22","2020-04-01","VLA"
"4","2020-04-01","VLA"
"0","2020-04-01","VLA"
"26","2020-04-01","VLA"
"0","2020-04-01","VLA"
"3","2020-04-01","VLA"
"10","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"23","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"14","2020-04-01","VLA"
"1","2020-04-01","VLA"
"10","2020-04-01","BRU"
"4","2020-04-01","VLA"
"1","2020-04-01","VLA"
"5","2020-04-01","VLA"
"9","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"0","2020-04-01","VLA"
"4","2020-04-01","VLA"
"12","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"0","2020-04-01","VLA"
"10","2020-04-01","VLA"
"31","2020-04-01","VLA"
"9","2020-04-01","VLA"
"10","2020-04-01","VLA"
"33","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"4","2020-04-01","VLA"
"0","2020-04-01","VLA"
"2","2020-04-01","VLA"
"3","2020-04-01","VLA"
"0","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"4","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"12","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"2","2020-04-01","VLA"
"6","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"2","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"3","2020-04-01","VLA"
"7","2020-04-01","VLA"
"0","2020-04-01","VLA"
"5","2020-04-01","VLA"
"2","2020-04-01","VLA"
"6","2020-04-01","VLA"
"2","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"8","2020-04-01","VLA"
"1","2020-04-01","VLA"
"15","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"6","2020-04-01","VLA"
"3","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"32","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"5","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"14","2020-04-01","VLA"
"15","2020-04-01","VLA"
"4","2020-04-01","VLA"
"12","2020-04-01","VLA"
"5","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"2","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"21","2020-04-01","VLA"
"0","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"2","2020-04-01","VLA"
"4","2020-04-01","VLA"
"2","2020-04-01","VLA"
"3","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","BRU"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"6","2020-04-01","VLA"
"3","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"35","2020-04-01","VLA"
"0","2020-04-01","VLA"
"3","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"12","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"2","2020-04-01","VLA"
"4","2020-04-01","VLA"
"22","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"7","2020-04-01","VLA"
"3","2020-04-01","VLA"
"4","2020-04-01","VLA"
"0","2020-04-01","VLA"
"23","2020-04-01","VLA"
"12","2020-04-01","VLA"
"11","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"3","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"12","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"6","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-02","VLA"
"5","2020-04-02","VLA"
"2","2020-04-02","VLA"
"9","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"6","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"31","2020-04-02","VLA"
"100","2020-04-02","VLA"
"0","2020-04-02","VLA"
"13","2020-04-02","VLA"
"0","2020-04-02","VLA"
"5","2020-04-02","VLA"
"0","2020-04-02","VLA"
"4","2020-04-02","VLA"
"0","2020-04-02","VLA"
"5","2020-04-02","VLA"
"3","2020-04-02","VLA"
"5","2020-04-02","VLA"
"5","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"10","2020-04-02","BRU"
"1","2020-04-02","VLA"
"10","2020-04-02","VLA"
"0","2020-04-02","VLA"
"2","2020-04-02","VLA"
"3","2020-04-02","VLA"
"2","2020-04-02","VLA"
"0","2020-04-02","VLA"
"5","2020-04-02","VLA"
"10","2020-04-02","VLA"
"45","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"7","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"11","2020-04-02","VLA"
"4","2020-04-02","VLA"
"17","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"3","2020-04-02","VLA"
"6","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"4","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"4","2020-04-02","VLA"
"5","2020-04-02","VLA"
"2","2020-04-02","VLA"
"12","2020-04-02","VLA"
"3","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"12","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"2","2020-04-02","VLA"
"0","2020-04-02","VLA"
"14","2020-04-02","VLA"
"4","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"0","2020-04-02","VLA"
"2","2020-04-02","VLA"
"4","2020-04-02","VLA"
"20","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"5","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"13","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"10","2020-04-02","BRU"
"1","2020-04-02","VLA"
"8","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"14","2020-04-02","VLA"
"2","2020-04-02","VLA"
"3","2020-04-02","VLA"
"4","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"2","2020-04-02","VLA"
"12","2020-04-02","VLA"
"5","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"2","2020-04-02","VLA"
"6","2020-04-02","VLA"
"0","2020-04-02","VLA"
"2","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"32","2020-04-02","VLA"
"3","2020-04-02","VLA"
"2","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"9","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"1","2020-04-02","VLA"
"29","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"15","2020-04-02","VLA"
"12","2020-04-02","VLA"
"1","2020-04-02","VLA"
"4","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"6","2020-04-02","VLA"
"2","2020-04-02","VLA"
"6","2020-04-02","VLA"
"10","2020-04-02","VLA"
"0","2020-04-02","VLA"
"11","2020-04-02","VLA"
"6","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"3","2020-04-02","VLA"
"1","2020-04-02","VLA"
"26","2020-04-02","VLA"
"9","2020-04-02","VLA"
"5","2020-04-02","VLA"
"2","2020-04-02","VLA"
"15","2020-04-02","VLA"
"3","2020-04-02","WAL"
"4","2020-04-02","VLA"
"7","2020-04-02","VLA"
"20","2020-04-02","VLA"
"6","2020-04-02","VLA"
"5","2020-04-02","VLA"
"32","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"3","2020-04-02","VLA"
"0","2020-04-02","VLA"
"4","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"6","2020-04-02","VLA"
"3","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"4","2020-04-02","VLA"
"16","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"3","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"2","2020-04-02","VLA"
"12","2020-04-02","VLA"
"3","2020-04-02","VLA"
"13","2020-04-02","VLA"
"0","2020-04-02","VLA"
"5","2020-04-02","VLA"
"0","2020-04-02","VLA"
"12","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"3","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"14","2020-04-02","VLA"
"7","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"3","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"13","2020-04-03","VLA"
"0","2020-04-03","VLA"
"2","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"15","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"20","2020-04-03","VLA"
"0","2020-04-03","VLA"
"4","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"3","2020-04-03","VLA"
"100","2020-04-03","VLA"
"2","2020-04-03","VLA"
"13","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"2","2020-04-03","VLA"
"0","2020-04-03","VLA"
"3","2020-04-03","VLA"
"0","2020-04-03","VLA"
"8","2020-04-03","VLA"
"0","2020-04-03","VLA"
"15","2020-04-03","VLA"
"6","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"2","2020-04-03","VLA"
"3","2020-04-03","VLA"
"7","2020-04-03","VLA"
"0","2020-04-03","VLA"
"8","2020-04-03","VLA"
"2","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"5","2020-04-03","VLA"
"15","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"2","2020-04-03","VLA"
"16","2020-04-03","VLA"
"0","2020-04-03","VLA"
"8","2020-04-03","VLA"
"7","2020-04-03","VLA"
"4","2020-04-03","VLA"
"1","2020-04-03","VLA"
"11","2020-04-03","VLA"
"0","2020-04-03","VLA"
"12","2020-04-03","VLA"
"0","2020-04-03","VLA"
"7","2020-04-03","VLA"
"16","2020-04-03","BRU"
"8","2020-04-03","VLA"
"0","2020-04-03","VLA"
"6","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","WAL"
"0","2020-04-03","VLA"
"42","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"5","2020-04-03","VLA"
"5","2020-04-03","VLA"
"0","2020-04-03","VLA"
"3","2020-04-03","BRU"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"7","2020-04-03","VLA"
"3","2020-04-03","VLA"
"0","2020-04-03","VLA"
"4","2020-04-03","VLA"
"19","2020-04-03","VLA"
"15","2020-04-03","VLA"
"0","2020-04-03","VLA"
"15","2020-04-03","VLA"
"6","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"10","2020-04-03","VLA"
"5","2020-04-03","VLA"
"5","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"7","2020-04-03","VLA"
"3","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"4","2020-04-03","VLA"
