"nr_num_patients_standard","d_completed","cd_regio"
"100","2020-04-01","VLA"
"125","2020-04-01","VLA"
"70","2020-04-01","WAL"
"90","2020-04-01","VLA"
"150","2020-04-01","VLA"
"100","2020-04-01","VLA"
"120","2020-04-01","VLA"
"150","2020-04-01","BRU"
"75","2020-04-01","VLA"
"80","2020-04-01","VLA"
"120","2020-04-01","VLA"
"120","2020-04-01","VLA"
"150","2020-04-01","WAL"
"60","2020-04-01","VLA"
"90","2020-04-01","VLA"
"140","2020-04-01","VLA"
"72","2020-04-01","VLA"
"50","2020-04-01","WAL"
"70","2020-04-01","VLA"
"98","2020-04-01","VLA"
"70","2020-04-01","VLA"
"100","2020-04-01","VLA"
"70","2020-04-01","WAL"
"100","2020-04-01","VLA"
"20","2020-04-01","VLA"
"65","2020-04-01","VLA"
"35","2020-04-01","VLA"
"65","2020-04-01","WAL"
"80","2020-04-01","VLA"
"90","2020-04-01","VLA"
"150","2020-04-01","VLA"
"65","2020-04-01","VLA"
"120","2020-04-01","VLA"
"140","2020-04-01","VLA"
"150","2020-04-01","VLA"
"45","2020-04-01","VLA"
"70","2020-04-01","VLA"
"60","2020-04-01","VLA"
"100","2020-04-01","VLA"
"20","2020-04-01","WAL"
"100","2020-04-01","VLA"
"90","2020-04-01","VLA"
"40","2020-04-01","VLA"
"80","2020-04-01","BRU"
"75","2020-04-01","VLA"
"100","2020-04-01","VLA"
"120","2020-04-01","VLA"
"130","2020-04-01","VLA"
"105","2020-04-01","VLA"
"130","2020-04-01","VLA"
"90","2020-04-01","VLA"
"80","2020-04-01","WAL"
"70","2020-04-01","WAL"
"100","2020-04-01","VLA"
"120","2020-04-01","BRU"
"70","2020-04-01","VLA"
"70","2020-04-01","VLA"
"150","2020-04-01","BRU"
"70","2020-04-01","VLA"
"90","2020-04-01","VLA"
"110","2020-04-01","VLA"
"100","2020-04-01","VLA"
"75","2020-04-01","VLA"
"100","2020-04-01","VLA"
"100","2020-04-01","VLA"
"120","2020-04-01","VLA"
"50","2020-04-01","WAL"
"120","2020-04-01","VLA"
"90","2020-04-01","VLA"
"75","2020-04-01","VLA"
"150","2020-04-01","BRU"
"90","2020-04-01","VLA"
"90","2020-04-01","VLA"
"100","2020-04-01","BRU"
"100","2020-04-01","VLA"
"160","2020-04-01","BRU"
"100","2020-04-01","WAL"
"80","2020-04-01","VLA"
"45","2020-04-01","VLA"
"130","2020-04-01","VLA"
"70","2020-04-01","VLA"
"100","2020-04-01","VLA"
"90","2020-04-01","VLA"
"85","2020-04-01","VLA"
"50","2020-04-01","WAL"
"100","2020-04-01","VLA"
"60","2020-04-01","VLA"
"80","2020-04-01","VLA"
"80","2020-04-01","BRU"
"120","2020-04-01","BRU"
"55","2020-04-01","VLA"
"175","2020-04-01","VLA"
"130","2020-04-01","VLA"
"110","2020-04-01","VLA"
"60","2020-04-01","BRU"
"150","2020-04-01","VLA"
"250","2020-04-01","VLA"
"1","2020-04-01","BRU"
"85","2020-04-01","WAL"
"100","2020-04-01","VLA"
"70","2020-04-01","VLA"
"80","2020-04-01","VLA"
"110","2020-04-01","VLA"
"120","2020-04-01","VLA"
"60","2020-04-01","VLA"
"40","2020-04-01","WAL"
"80","2020-04-01","VLA"
"100","2020-04-01","VLA"
"100","2020-04-01","VLA"
"100","2020-04-01","VLA"
"125","2020-04-01","VLA"
"130","2020-04-01","VLA"
"120","2020-04-01","VLA"
"110","2020-04-01","VLA"
"180","2020-04-01","VLA"
"100","2020-04-01","WAL"
"110","2020-04-01","VLA"
"100","2020-04-01","VLA"
"160","2020-04-01","VLA"
"110","2020-04-01","VLA"
"120","2020-04-01","WAL"
"80","2020-04-01","BRU"
"150","2020-04-01","VLA"
"75","2020-04-01","VLA"
"80","2020-04-01","VLA"
"90","2020-04-01","BRU"
"125","2020-04-01","VLA"
"100","2020-04-01","VLA"
"90","2020-04-01","WAL"
"70","2020-04-01","VLA"
"60","2020-04-01","WAL"
"36","2020-04-01","WAL"
"90","2020-04-01","VLA"
"85","2020-04-01","VLA"
"100","2020-04-01","VLA"
"130","2020-04-01","VLA"
"80","2020-04-01","VLA"
"100","2020-04-01","WAL"
"80","2020-04-01","BRU"
"150","2020-04-01","WAL"
"80","2020-04-01","VLA"
"100","2020-04-01","VLA"
"80","2020-04-01","BRU"
"200","2020-04-01","WAL"
"120","2020-04-01","VLA"
"150","2020-04-01","VLA"
"120","2020-04-01","WAL"
"170","2020-04-01","VLA"
"80","2020-04-01","VLA"
"40","2020-04-01","WAL"
"110","2020-04-01","WAL"
"80","2020-04-01","WAL"
"140","2020-04-01","WAL"
"80","2020-04-01","BRU"
"80","2020-04-01","VLA"
"120","2020-04-01","WAL"
"120","2020-04-01","WAL"
"100","2020-04-01","VLA"
"80","2020-04-01","VLA"
"145","2020-04-01","WAL"
"45","2020-04-01","VLA"
"30","2020-04-01","VLA"
"200","2020-04-01","WAL"
"80","2020-04-01","WAL"
"100","2020-04-01","VLA"
"150","2020-04-01","WAL"
"120","2020-04-01","WAL"
"60","2020-04-01","VLA"
"45","2020-04-01","VLA"
"140","2020-04-01","VLA"
"80","2020-04-01","VLA"
"90","2020-04-01","WAL"
"80","2020-04-01","VLA"
"100","2020-04-01","VLA"
"130","2020-04-01","BRU"
"100","2020-04-01","WAL"
"150","2020-04-01","WAL"
"120","2020-04-01","VLA"
"70","2020-04-01","WAL"
"80","2020-04-01","BRU"
"100","2020-04-01","VLA"
"250","2020-04-01","VLA"
"40","2020-04-01","VLA"
"70","2020-04-01","VLA"
"150","2020-04-01","WAL"
"100","2020-04-01","VLA"
"150","2020-04-01","VLA"
"70","2020-04-01","VLA"
"100","2020-04-01","VLA"
"150","2020-04-01","VLA"
"180","2020-04-01","BRU"
"120","2020-04-01","VLA"
"110","2020-04-01","VLA"
"100","2020-04-01","VLA"
"150","2020-04-01","VLA"
"80","2020-04-01","VLA"
"85","2020-04-01","VLA"
"170","2020-04-01","VLA"
"100","2020-04-01","WAL"
"60","2020-04-01","WAL"
"165","2020-04-01","VLA"
"90","2020-04-01","VLA"
"60","2020-04-01","VLA"
"125","2020-04-01","VLA"
"1","2020-04-01","VLA"
"120","2020-04-02","VLA"
"120","2020-04-02","BRU"
"110","2020-04-02","WAL"
"150","2020-04-02","WAL"
"100","2020-04-02","VLA"
"120","2020-04-02","WAL"
"120","2020-04-02","VLA"
"120","2020-04-02","WAL"
"60","2020-04-02","WAL"
"60","2020-04-02","BRU"
"120","2020-04-02","WAL"
"85","2020-04-02","VLA"
"150","2020-04-02","VLA"
"100","2020-04-02","WAL"
"100","2020-04-02","VLA"
"150","2020-04-02","WAL"
"120","2020-04-02","VLA"
"75","2020-04-02","VLA"
"50","2020-04-02","WAL"
"100","2020-04-02","BRU"
"180","2020-04-02","WAL"
"112","2020-04-02","VLA"
"70","2020-04-02","WAL"
"100","2020-04-02","WAL"
"70","2020-04-02","WAL"
"150","2020-04-02","VLA"
"110","2020-04-02","WAL"
"85","2020-04-02","BRU"
"165","2020-04-02","WAL"
"30","2020-04-02","WAL"
"80","2020-04-02","VLA"
"110","2020-04-02","WAL"
"80","2020-04-02","VLA"
"75","2020-04-02","WAL"
"200","2020-04-02","WAL"
"100","2020-04-02","VLA"
"80","2020-04-02","VLA"
"3","2020-04-02","VLA"
"70","2020-04-02","VLA"
"30","2020-04-02","VLA"
"170","2020-04-02","BRU"
"90","2020-04-02","VLA"
"160","2020-04-02","WAL"
"70","2020-04-02","VLA"
"70","2020-04-02","WAL"
"120","2020-04-02","VLA"
"100","2020-04-02","VLA"
"90","2020-04-02","BRU"
"60","2020-04-02","VLA"
"120","2020-04-02","VLA"
"300","2020-04-02","BRU"
"200","2020-04-02","VLA"
"70","2020-04-02","BRU"
"70","2020-04-02","VLA"
"80","2020-04-02","WAL"
"50","2020-04-02","WAL"
"140","2020-04-02","WAL"
"150","2020-04-02","VLA"
"150","2020-04-02","BRU"
"90","2020-04-02","VLA"
"200","2020-04-02","BRU"
"90","2020-04-02","VLA"
"70","2020-04-02","BRU"
"30","2020-04-02","VLA"
"100","2020-04-02","BRU"
"120","2020-04-02","VLA"
"350","2020-04-02","VLA"
"35","2020-04-02","WAL"
"130","2020-04-02","WAL"
"70","2020-04-02","VLA"
"70","2020-04-02","VLA"
"105","2020-04-02","WAL"
"300","2020-04-02","VLA"
"50","2020-04-02","VLA"
"80","2020-04-02","VLA"
"160","2020-04-02","VLA"
"170","2020-04-02","VLA"
"100","2020-04-02","VLA"
"100","2020-04-02","VLA"
"110","2020-04-02","WAL"
"110","2020-04-02","VLA"
"90","2020-04-02","VLA"
"70","2020-04-02","VLA"
"120","2020-04-02","VLA"
"124","2020-04-02","WAL"
"260","2020-04-02","WAL"
"60","2020-04-02","WAL"
"50","2020-04-02","WAL"
"80","2020-04-02","VLA"
"60","2020-04-02","VLA"
"100","2020-04-02","VLA"
"55","2020-04-02","WAL"
"130","2020-04-02","VLA"
"90","2020-04-02","VLA"
"180","2020-04-02","BRU"
"200","2020-04-02","WAL"
"45","2020-04-02","VLA"
"120","2020-04-02","VLA"
"60","2020-04-02","VLA"
"60","2020-04-02","WAL"
"135","2020-04-02","VLA"
"50","2020-04-02","VLA"
"120","2020-04-02","VLA"
"100","2020-04-02","VLA"
"100","2020-04-02","VLA"
"120","2020-04-02","WAL"
"170","2020-04-02","VLA"
"100","2020-04-02","VLA"
"120","2020-04-02","WAL"
"78","2020-04-02","WAL"
"25","2020-04-02","WAL"
"110","2020-04-02","VLA"
"95","2020-04-02","VLA"
"80","2020-04-02","WAL"
"75","2020-04-02","VLA"
"120","2020-04-02","WAL"
"130","2020-04-02","BRU"
"110","2020-04-02","WAL"
"55","2020-04-02","BRU"
"120","2020-04-02","VLA"
"70","2020-04-02","VLA"
"150","2020-04-02","VLA"
"130","2020-04-02","VLA"
"85","2020-04-02","VLA"
"120","2020-04-02","BRU"
"120","2020-04-02","WAL"
"100","2020-04-02","BRU"
"42","2020-04-02","WAL"
"100","2020-04-02","VLA"
"170","2020-04-02","WAL"
"70","2020-04-02","WAL"
"60","2020-04-02","VLA"
"85","2020-04-02","VLA"
"115","2020-04-02","VLA"
"100","2020-04-02","VLA"
"120","2020-04-02","VLA"
"80","2020-04-02","VLA"
"175","2020-04-02","WAL"
"100","2020-04-02","VLA"
"65","2020-04-02","WAL"
"100","2020-04-02","VLA"
"3","2020-04-02","WAL"
"80","2020-04-02","BRU"
"50","2020-04-02","WAL"
"115","2020-04-02","WAL"
"350","2020-04-02","BRU"
"190","2020-04-02","BRU"
"80","2020-04-02","VLA"
"45","2020-04-02","VLA"
"80","2020-04-02","WAL"
"90","2020-04-02","VLA"
"130","2020-04-02","VLA"
"85","2020-04-02","VLA"
"80","2020-04-02","VLA"
"100","2020-04-02","VLA"
"110","2020-04-02","WAL"
"90","2020-04-02","WAL"
"70","2020-04-02","BRU"
"110","2020-04-02","VLA"
"50","2020-04-02","WAL"
"130","2020-04-02","VLA"
"170","2020-04-02","VLA"
"90","2020-04-02","WAL"
"125","2020-04-02","WAL"
"70","2020-04-02","BRU"
"50","2020-04-02","VLA"
"12","2020-04-02","VLA"
"200","2020-04-02","BRU"
"150","2020-04-03","VLA"
"110","2020-04-03","VLA"
"75","2020-04-03","VLA"
"75","2020-04-03","VLA"
"200","2020-04-03","VLA"
"200","2020-04-03","WAL"
"30","2020-04-03","VLA"
"77","2020-04-03","WAL"
"150","2020-04-03","WAL"
"30","2020-04-03","WAL"
"275","2020-04-03","VLA"
"145","2020-04-03","VLA"
"180","2020-04-03","WAL"
"70","2020-04-03","WAL"
"65","2020-04-03","VLA"
"120","2020-04-03","BRU"
"60","2020-04-03","VLA"
"57","2020-04-03","WAL"
"50","2020-04-03","VLA"
"200","2020-04-03","VLA"
"125","2020-04-03","WAL"
"150","2020-04-03","WAL"
"95","2020-04-03","VLA"
"40","2020-04-03","VLA"
"120","2020-04-03","VLA"
"100","2020-04-03","VLA"
"100","2020-04-03","BRU"
"125","2020-04-03","VLA"
"120","2020-04-03","VLA"
"120","2020-04-03","VLA"
"160","2020-04-03","VLA"
"200","2020-04-03","VLA"
"200","2020-04-03","WAL"
"100","2020-04-03","VLA"
"190","2020-04-03","WAL"
"250","2020-04-03","WAL"
"220","2020-04-03","VLA"
"100","2020-04-03","WAL"
"120","2020-04-03","VLA"
"85","2020-04-03","VLA"
"150","2020-04-03","VLA"
"300","2020-04-03","BRU"
"100","2020-04-03","VLA"
"180","2020-04-03","BRU"
"120","2020-04-03","VLA"
"60","2020-04-03","VLA"
"120","2020-04-03","WAL"
"200","2020-04-04","WAL"
"85","2020-04-04","VLA"
"200","2020-04-04","BRU"
"55","2020-04-04","WAL"
"140","2020-04-04","WAL"
"80","2020-04-04","VLA"
"120","2020-04-04","WAL"
"85","2020-04-04","BRU"
"70","2020-04-04","BRU"
"50","2020-04-04","WAL"
"85","2020-04-04","VLA"
"75","2020-04-04","VLA"
"50","2020-04-04","WAL"
"160","2020-04-04","VLA"
"100","2020-04-04","VLA"
"120","2020-04-04","VLA"
"110","2020-04-05","VLA"
"150","2020-04-05","WAL"
"135","2020-04-05","VLA"
"100","2020-04-05","VLA"
"100","2020-04-06","VLA"
"80","2020-04-06","BRU"
"50","2020-04-06","WAL"
"150","2020-04-06","BRU"
"65","2020-04-06","VLA"
"65","2020-04-06","VLA"
"140","2020-04-06","VLA"
"70","2020-04-06","VLA"
"100","2020-04-06","VLA"
"85","2020-04-06","VLA"
"130","2020-04-06","VLA"
"150","2020-04-06","VLA"
"75","2020-04-06","VLA"
"70","2020-04-06","WAL"
"170","2020-04-06","VLA"
"125","2020-04-06","VLA"
"125","2020-04-06","WAL"
"120","2020-04-06","VLA"
"100","2020-04-06","WAL"
"45","2020-04-06","VLA"
"200","2020-04-06","VLA"
"140","2020-04-06","VLA"
"100","2020-04-06","VLA"
"180","2020-04-06","VLA"
"60","2020-04-06","VLA"
"150","2020-04-06","VLA"
"85","2020-04-06","VLA"
"80","2020-04-06","VLA"
"125","2020-04-06","VLA"
"85","2020-04-06","VLA"
"175","2020-04-06","VLA"
"30","2020-04-06","VLA"
"160","2020-04-06","VLA"
"90","2020-04-06","VLA"
"130","2020-04-06","VLA"
"150","2020-04-06","VLA"
"70","2020-04-06","BRU"
"165","2020-04-06","VLA"
"70","2020-04-06","VLA"
"110","2020-04-06","VLA"
"95","2020-04-06","VLA"
"40","2020-04-06","VLA"
"100","2020-04-06","VLA"
"70","2020-04-06","VLA"
"50","2020-04-06","VLA"
"80","2020-04-06","VLA"
"150","2020-04-06","VLA"
"90","2020-04-06","VLA"
"70","2020-04-06","VLA"
"140","2020-04-06","VLA"
"50","2020-04-06","VLA"
"80","2020-04-06","WAL"
"10","2020-04-06","VLA"
"50","2020-04-06","VLA"
"120","2020-04-06","BRU"
"85","2020-04-06","VLA"
"85","2020-04-06","WAL"
"88","2020-04-06","VLA"
"90","2020-04-06","VLA"
"120","2020-04-06","WAL"
"150","2020-04-06","VLA"
"80","2020-04-06","VLA"
"80","2020-04-06","BRU"
"120","2020-04-06","VLA"
"100","2020-04-06","VLA"
"100","2020-04-06","VLA"
"60","2020-04-06","VLA"
"200","2020-04-06","VLA"
"90","2020-04-06","VLA"
"200","2020-04-06","VLA"
"75","2020-04-06","VLA"
"40","2020-04-06","VLA"
"65","2020-04-06","VLA"
"60","2020-04-06","VLA"
"200","2020-04-06","WAL"
"100","2020-04-06","VLA"
"135","2020-04-06","VLA"
"120","2020-04-06","VLA"
"65","2020-04-06","VLA"
"100","2020-04-06","VLA"
"110","2020-04-06","VLA"
"50","2020-04-06","VLA"
"110","2020-04-06","VLA"
"133","2020-04-06","VLA"
"140","2020-04-06","BRU"
"120","2020-04-06","VLA"
"80","2020-04-06","VLA"
"65","2020-04-06","VLA"
"85","2020-04-06","VLA"
"95","2020-04-06","VLA"
"33","2020-04-06","VLA"
"75","2020-04-06","VLA"
"85","2020-04-06","BRU"
"100","2020-04-06","VLA"
"350","2020-04-06","VLA"
"80","2020-04-06","WAL"
"32","2020-04-06","VLA"
"120","2020-04-06","VLA"
"110","2020-04-06","VLA"
"160","2020-04-06","VLA"
"85","2020-04-06","VLA"
"70","2020-04-06","VLA"
"70","2020-04-06","VLA"
"60","2020-04-06","VLA"
"150","2020-04-06","VLA"
"80","2020-04-06","VLA"
"140","2020-04-06","VLA"
"90","2020-04-06","VLA"
"140","2020-04-06","VLA"
"80","2020-04-06","VLA"
"120","2020-04-06","VLA"
"50","2020-04-06","VLA"
"100","2020-04-06","VLA"
"50","2020-04-06","WAL"
"95","2020-04-06","VLA"
"100","2020-04-06","VLA"
"160","2020-04-06","VLA"
"120","2020-04-06","VLA"
"110","2020-04-06","VLA"
"95","2020-04-06","WAL"
"130","2020-04-06","WAL"
"130","2020-04-06","BRU"
"110","2020-04-06","VLA"
"110","2020-04-06","VLA"
"50","2020-04-06","WAL"
"70","2020-04-06","VLA"
"45","2020-04-06","VLA"
"75","2020-04-06","VLA"
"120","2020-04-06","VLA"
"60","2020-04-06","VLA"
"60","2020-04-06","BRU"
"90","2020-04-06","VLA"
"150","2020-04-06","VLA"
"100","2020-04-06","BRU"
"110","2020-04-06","WAL"
"150","2020-04-06","VLA"
"60","2020-04-06","VLA"
"110","2020-04-06","VLA"
"200","2020-04-06","VLA"
"105","2020-04-06","VLA"
"70","2020-04-06","VLA"
"140","2020-04-06","VLA"
"125","2020-04-06","VLA"
"140","2020-04-06","BRU"
"80","2020-04-06","VLA"
"175","2020-04-06","VLA"
"110","2020-04-06","VLA"
"120","2020-04-06","WAL"
"80","2020-04-06","BRU"
"220","2020-04-06","VLA"
"65","2020-04-06","VLA"
"32","2020-04-06","VLA"
"180","2020-04-06","VLA"
"130","2020-04-06","VLA"
"110","2020-04-06","VLA"
"80","2020-04-06","VLA"
"200","2020-04-06","VLA"
"130","2020-04-06","VLA"
"85","2020-04-06","VLA"
"130","2020-04-06","VLA"
"105","2020-04-06","VLA"
"60","2020-04-06","WAL"
"150","2020-04-06","VLA"
"180","2020-04-06","VLA"
"70","2020-04-06","VLA"
"70","2020-04-06","WAL"
"330","2020-04-06","VLA"
"140","2020-04-06","VLA"
"80","2020-04-06","VLA"
"125","2020-04-06","VLA"
"95","2020-04-06","WAL"
"100","2020-04-06","VLA"
"60","2020-04-06","BRU"
"120","2020-04-06","VLA"
"160","2020-04-06","VLA"
"90","2020-04-06","VLA"
"180","2020-04-06","VLA"
"104","2020-04-06","VLA"
"30","2020-04-06","BRU"
"125","2020-04-06","VLA"
"150","2020-04-06","VLA"
"90","2020-04-06","VLA"
"120","2020-04-06","WAL"
"150","2020-04-06","VLA"
"70","2020-04-06","VLA"
"90","2020-04-06","VLA"
"180","2020-04-06","VLA"
"100","2020-04-06","VLA"
"100","2020-04-06","VLA"
"140","2020-04-06","VLA"
"76","2020-04-06","VLA"
"300","2020-04-06","VLA"
"120","2020-04-06","VLA"
"70","2020-04-06","VLA"
"150","2020-04-06","VLA"
"100","2020-04-06","VLA"
"85","2020-04-06","VLA"
"90","2020-04-06","VLA"
"65","2020-04-06","VLA"
"120","2020-04-06","BRU"
"100","2020-04-06","VLA"
"75","2020-04-06","VLA"
"120","2020-04-06","VLA"
"80","2020-04-06","VLA"
"170","2020-04-06","VLA"
"60","2020-04-06","VLA"
"100","2020-04-06","VLA"
"130","2020-04-06","VLA"
"130","2020-04-06","VLA"
"75","2020-04-06","VLA"
"140","2020-04-06","VLA"
"45","2020-04-06","WAL"
"150","2020-04-06","BRU"
"75","2020-04-06","VLA"
"80","2020-04-06","VLA"
"110","2020-04-06","VLA"
"100","2020-04-06","VLA"
"105","2020-04-06","VLA"
"100","2020-04-06","VLA"
"100","2020-04-06","VLA"
"1","2020-04-06","WAL"
"120","2020-04-06","BRU"
"70","2020-04-06","BRU"
"85","2020-04-06","VLA"
"35","2020-04-06","VLA"
"110","2020-04-06","VLA"
"70","2020-04-06","VLA"
"80","2020-04-06","VLA"
"150","2020-04-06","VLA"
"100","2020-04-06","VLA"
"130","2020-04-06","VLA"
"26","2020-04-06","VLA"
"85","2020-04-06","BRU"
"200","2020-04-06","BRU"
"100","2020-04-06","VLA"
"110","2020-04-06","VLA"
"80","2020-04-06","VLA"
"90","2020-04-06","VLA"
"100","2020-04-06","VLA"
"60","2020-04-06","VLA"
"95","2020-04-06","WAL"
"200","2020-04-06","VLA"
"130","2020-04-06","VLA"
"90","2020-04-06","VLA"
"125","2020-04-06","VLA"
"170","2020-04-06","VLA"
"121","2020-04-06","VLA"
"120","2020-04-07","WAL"
"120","2020-04-07","VLA"
"60","2020-04-07","BRU"
"70","2020-04-07","VLA"
"65","2020-04-07","VLA"
"100","2020-04-07","VLA"
"25","2020-04-07","WAL"
"100","2020-04-07","BRU"
"150","2020-04-07","VLA"
"120","2020-04-07","BRU"
"150","2020-04-07","VLA"
"55","2020-04-07","VLA"
"130","2020-04-07","VLA"
"130","2020-04-07","VLA"
"100","2020-04-07","BRU"
"50","2020-04-07","VLA"
"60","2020-04-07","VLA"
"210","2020-04-07","VLA"
"110","2020-04-07","BRU"
"75","2020-04-07","VLA"
"60","2020-04-07","BRU"
"110","2020-04-07","VLA"
"50","2020-04-07","VLA"
"50","2020-04-07","VLA"
"170","2020-04-07","VLA"
"90","2020-04-07","BRU"
"160","2020-04-07","VLA"
"120","2020-04-07","VLA"
"200","2020-04-07","VLA"
"90","2020-04-07","VLA"
"100","2020-04-07","VLA"
"100","2020-04-07","VLA"
"37","2020-04-07","VLA"
"100","2020-04-07","VLA"
"80","2020-04-07","VLA"
"180","2020-04-07","VLA"
"120","2020-04-07","VLA"
"170","2020-04-07","VLA"
"100","2020-04-07","VLA"
"50","2020-04-07","VLA"
"30","2020-04-07","BRU"
"70","2020-04-07","VLA"
"120","2020-04-07","VLA"
"100","2020-04-07","VLA"
"140","2020-04-07","VLA"
"80","2020-04-07","VLA"
"120","2020-04-07","VLA"
"150","2020-04-07","WAL"
"190","2020-04-07","VLA"
"70","2020-04-07","VLA"
"80","2020-04-07","BRU"
"70","2020-04-07","VLA"
"120","2020-04-07","VLA"
"120","2020-04-08","WAL"
"200","2020-04-08","VLA"
"50","2020-04-08","BRU"
"150","2020-04-08","BRU"
"70","2020-04-08","BRU"
"70","2020-04-08","VLA"
"100","2020-04-08","BRU"
"100","2020-04-08","VLA"
"55","2020-04-08","BRU"
"100","2020-04-08","VLA"
"100","2020-04-08","VLA"
"130","2020-04-08","VLA"
"125","2020-04-08","VLA"
"120","2020-04-08","VLA"
"95","2020-04-08","VLA"
"200","2020-04-08","WAL"
"100","2020-04-08","VLA"
"85","2020-04-08","WAL"
"125","2020-04-08","WAL"
"85","2020-04-09","VLA"
"200","2020-04-09","VLA"
"170","2020-04-09","VLA"
"90","2020-04-09","VLA"
"75","2020-04-10","VLA"
"106","2020-04-10","VLA"
"100","2020-04-10","VLA"
"110","2020-04-10","VLA"
"200","2020-04-10","VLA"
"125","2020-04-10","WAL"
"120","2020-04-13","VLA"
"100","2020-04-13","VLA"
"60","2020-04-14","VLA"
"180","2020-04-14","VLA"
"90","2020-04-14","VLA"
"65","2020-04-14","VLA"
"100","2020-04-14","VLA"
"80","2020-04-15","BRU"
"45","2020-04-15","VLA"
"110","2020-04-15","VLA"
"120","2020-04-15","VLA"
"100","2020-04-15","WAL"
"80","2020-04-15","BRU"
"120","2020-04-15","VLA"
"110","2020-04-15","VLA"
"120","2020-04-15","BRU"
"145","2020-04-15","VLA"
"200","2020-04-15","WAL"
"170","2020-04-15","VLA"
"85","2020-04-15","VLA"
"130","2020-04-15","VLA"
"120","2020-04-15","VLA"
"60","2020-04-15","VLA"
"100","2020-04-15","VLA"
"170","2020-04-15","BRU"
"100","2020-04-15","VLA"
"120","2020-04-15","VLA"
"75","2020-04-15","VLA"
"80","2020-04-15","VLA"
"80","2020-04-15","VLA"
"140","2020-04-15","VLA"
"150","2020-04-15","BRU"
"125","2020-04-15","VLA"
"130","2020-04-15","BRU"
"90","2020-04-15","VLA"
"180","2020-04-15","BRU"
"130","2020-04-15","WAL"
"128","2020-04-15","VLA"
"100","2020-04-15","VLA"
"125","2020-04-15","VLA"
"65","2020-04-15","VLA"
"100","2020-04-15","BRU"
"130","2020-04-15","WAL"
"70","2020-04-15","VLA"
"50","2020-04-15","WAL"
"160","2020-04-15","VLA"
"110","2020-04-15","WAL"
"47","2020-04-15","VLA"
"65","2020-04-15","VLA"
"150","2020-04-15","WAL"
"50","2020-04-15","VLA"
"65","2020-04-15","VLA"
"75","2020-04-15","VLA"
"100","2020-04-15","VLA"
"90","2020-04-15","VLA"
"120","2020-04-15","VLA"
"70","2020-04-15","VLA"
"150","2020-04-15","VLA"
"85","2020-04-15","VLA"
"120","2020-04-15","VLA"
"130","2020-04-15","VLA"
"95","2020-04-15","WAL"
"200","2020-04-15","VLA"
"80","2020-04-15","BRU"
"180","2020-04-15","VLA"
"150","2020-04-15","VLA"
"100","2020-04-15","VLA"
"115","2020-04-15","VLA"
"80","2020-04-15","VLA"
"180","2020-04-15","VLA"
"125","2020-04-15","VLA"
"45","2020-04-15","VLA"
"90","2020-04-15","VLA"
"60","2020-04-15","VLA"
"75","2020-04-15","WAL"
"100","2020-04-15","VLA"
"180","2020-04-15","VLA"
"60","2020-04-15","VLA"
"130","2020-04-15","VLA"
"75","2020-04-15","VLA"
"100","2020-04-15","VLA"
"80","2020-04-15","BRU"
"80","2020-04-15","VLA"
"110","2020-04-15","VLA"
"80","2020-04-15","VLA"
"40","2020-04-15","VLA"
"140","2020-04-15","VLA"
"70","2020-04-15","VLA"
"170","2020-04-15","VLA"
"70","2020-04-15","WAL"
"150","2020-04-15","VLA"
"75","2020-04-15","VLA"
"60","2020-04-15","VLA"
"180","2020-04-15","VLA"
"80","2020-04-15","VLA"
"70","2020-04-15","VLA"
"150","2020-04-15","VLA"
"95","2020-04-15","VLA"
"70","2020-04-15","VLA"
"120","2020-04-15","WAL"
"60","2020-04-15","VLA"
"130","2020-04-15","VLA"
"65","2020-04-15","VLA"
"90","2020-04-15","VLA"
"85","2020-04-16","VLA"
"200","2020-04-16","WAL"
"0120","2020-04-16","VLA"
"85","2020-04-16","VLA"
"220","2020-04-16","WAL"
"61","2020-04-16","VLA"
"90","2020-04-16","WAL"
"170","2020-04-16","VLA"
"90","2020-04-16","VLA"
"85","2020-04-16","WAL"
"150","2020-04-16","VLA"
"125","2020-04-16","VLA"
"150","2020-04-16","WAL"
"250","2020-04-16","VLA"
"110","2020-04-16","WAL"
"130","2020-04-16","WAL"
"120","2020-04-16","BRU"
"95","2020-04-16","VLA"
"100","2020-04-16","VLA"
"200","2020-04-16","WAL"
"60","2020-04-16","BRU"
"120","2020-04-16","WAL"
"75","2020-04-16","VLA"
"60","2020-04-16","VLA"
"170","2020-04-16","WAL"
"150","2020-04-16","VLA"
"160","2020-04-16","VLA"
"160","2020-04-16","VLA"
"110","2020-04-16","VLA"
"155","2020-04-16","VLA"
"90","2020-04-16","VLA"
"85","2020-04-16","VLA"
"130","2020-04-16","VLA"
"150","2020-04-16","VLA"
"200","2020-04-16","WAL"
"180","2020-04-16","WAL"
"180","2020-04-16","VLA"
"75","2020-04-16","VLA"
"350","2020-04-16","WAL"
"150","2020-04-16","WAL"
"250","2020-04-16","WAL"
"130","2020-04-16","VLA"
"80","2020-04-16","VLA"
"100","2020-04-16","VLA"
"100","2020-04-16","VLA"
"400","2020-04-16","BRU"
"100","2020-04-16","VLA"
"130","2020-04-16","VLA"
"130","2020-04-16","VLA"
"70","2020-04-16","WAL"
"70","2020-04-16","VLA"
"150","2020-04-16","VLA"
"100","2020-04-16","VLA"
"150","2020-04-16","WAL"
"40","2020-04-16","VLA"
"350","2020-04-16","VLA"
"70","2020-04-16","WAL"
"150","2020-04-16","VLA"
