"nr_num_partients_phone_standard","d_completed","cd_regio"
"10","2020-04-16","VLA"
"5","2020-04-16","VLA"
"10","2020-04-16","WAL"
"60","2020-04-16","BRU"
"30","2020-04-16","VLA"
"10","2020-04-16","WAL"
"5","2020-04-16","VLA"
"30","2020-04-16","WAL"
"6","2020-04-16","VLA"
"20","2020-04-16","WAL"
"20","2020-04-16","WAL"
"12","2020-04-17","VLA"
"5","2020-04-17","WAL"
"10","2020-04-17","VLA"
"15","2020-04-17","VLA"
"20","2020-04-17","BRU"
"10","2020-04-17","VLA"
"10","2020-04-17","VLA"
"3","2020-04-17","VLA"
"2","2020-04-17","VLA"
"13","2020-04-17","VLA"
"10","2020-04-17","WAL"
"15","2020-04-17","VLA"
