"nr_num_cra_providers","d_completed","cd_regio"
"200","2020-04-03","VLA"
"80","2020-04-03","VLA"
"45","2020-04-03","VLA"
"72","2020-04-03","VLA"
"53","2020-04-03","VLA"
"40","2020-04-03","VLA"
"68","2020-04-03","VLA"
"49","2020-04-03","VLA"
"38","2020-04-03","VLA"
"66","2020-04-03","VLA"
"104","2020-04-03","VLA"
"100","2020-04-03","VLA"
"93","2020-04-03","VLA"
"23.5","2020-04-03","VLA"
"35","2020-04-03","VLA"
"25","2020-04-03","VLA"
"98","2020-04-03","VLA"
"36","2020-04-03","VLA"
"178","2020-04-03","VLA"
"71","2020-04-03","VLA"
"40","2020-04-03","VLA"
"120","2020-04-03","VLA"
"23.5","2020-04-03","VLA"
"60","2020-04-03","VLA"
"107","2020-04-03","VLA"
"96","2020-04-03","VLA"
"90","2020-04-03","VLA"
"131","2020-04-03","VLA"
"100","2020-04-03","VLA"
"90","2020-04-03","VLA"
"55","2020-04-03","VLA"
"100","2020-04-03","BRU"
"101","2020-04-03","VLA"
"30","2020-04-03","VLA"
"1","2020-04-03","VLA"
"110","2020-04-03","VLA"
"28","2020-04-03","VLA"
"66","2020-04-03","VLA"
"49","2020-04-03","VLA"
"60","2020-04-03","VLA"
"106","2020-04-03","VLA"
"27.44","2020-04-03","VLA"
"38","2020-04-03","VLA"
"100","2020-04-03","VLA"
"170","2020-04-03","VLA"
"72","2020-04-03","VLA"
"27","2020-04-03","VLA"
"34","2020-04-03","VLA"
"100","2020-04-03","VLA"
"79","2020-04-03","VLA"
"82","2020-04-03","VLA"
"74","2020-04-03","VLA"
"94","2020-04-03","VLA"
"46","2020-04-03","VLA"
"55","2020-04-03","VLA"
"75","2020-04-03","VLA"
"48","2020-04-03","VLA"
"150","2020-04-03","VLA"
"88","2020-04-03","VLA"
"47","2020-04-03","VLA"
"63","2020-04-03","BRU"
"22","2020-04-03","VLA"
"120","2020-04-03","VLA"
"45","2020-04-03","VLA"
"150","2020-04-03","VLA"
"96","2020-04-03","VLA"
"86","2020-04-03","VLA"
"60","2020-04-03","VLA"
"60","2020-04-03","VLA"
"70","2020-04-03","VLA"
"75","2020-04-03","VLA"
"87","2020-04-03","VLA"
"112","2020-04-03","VLA"
"51","2020-04-03","VLA"
"60","2020-04-03","VLA"
"45","2020-04-03","VLA"
"25","2020-04-03","VLA"
"33.75","2020-04-03","VLA"
"74","2020-04-03","VLA"
"41","2020-04-03","VLA"
"127","2020-04-03","VLA"
"74","2020-04-03","VLA"
"39","2020-04-03","VLA"
"180","2020-04-03","VLA"
"65","2020-04-03","VLA"
"55","2020-04-03","VLA"
"16.6","2020-04-03","BRU"
"42","2020-04-03","VLA"
"80","2020-04-03","VLA"
"80","2020-04-03","VLA"
"62","2020-04-03","VLA"
"17","2020-04-03","VLA"
"223","2020-04-03","VLA"
"260","2020-04-03","VLA"
"42","2020-04-03","VLA"
"125","2020-04-03","VLA"
"68","2020-04-03","VLA"
"25","2020-04-03","VLA"
"110","2020-04-03","VLA"
"58","2020-04-03","VLA"
"63","2020-04-03","VLA"
"96","2020-04-03","VLA"
"45","2020-04-03","VLA"
"66","2020-04-03","VLA"
"140","2020-04-03","VLA"
"47","2020-04-03","VLA"
"59","2020-04-03","VLA"
"68","2020-04-03","VLA"
"101","2020-04-03","VLA"
"72","2020-04-03","VLA"
"71","2020-04-03","VLA"
"110","2020-04-03","VLA"
"25","2020-04-03","VLA"
"60","2020-04-03","VLA"
"29","2020-04-03","VLA"
"77","2020-04-04","VLA"
"22","2020-04-04","VLA"
"22","2020-04-04","VLA"
"63.75","2020-04-04","VLA"
"27","2020-04-04","VLA"
"51","2020-04-04","VLA"
"155","2020-04-04","VLA"
"99","2020-04-04","VLA"
"130","2020-04-04","VLA"
"70","2020-04-04","VLA"
"50","2020-04-04","VLA"
"150","2020-04-04","VLA"
"70","2020-04-04","VLA"
"100","2020-04-04","VLA"
"147","2020-04-04","VLA"
"80","2020-04-04","VLA"
"77","2020-04-04","VLA"
"200","2020-04-04","VLA"
"33.75","2020-04-04","VLA"
"30.42","2020-04-05","VLA"
"97","2020-04-05","VLA"
"147","2020-04-05","VLA"
"63.75","2020-04-05","VLA"
"80","2020-04-05","WAL"
"49","2020-04-05","VLA"
"74","2020-04-05","VLA"
"211","2020-04-05","VLA"
"31","2020-04-05","VLA"
"50","2020-04-05","VLA"
"18.75","2020-04-05","VLA"
"50","2020-04-06","VLA"
"77","2020-04-06","VLA"
"94","2020-04-06","VLA"
"100","2020-04-06","VLA"
"100","2020-04-06","VLA"
"65","2020-04-06","VLA"
"200","2020-04-06","VLA"
"130","2020-04-06","VLA"
"55","2020-04-06","VLA"
"1","2020-04-06","VLA"
"55","2020-04-06","VLA"
"60","2020-04-06","VLA"
"92","2020-04-06","VLA"
"65","2020-04-06","VLA"
"57","2020-04-06","VLA"
"150","2020-04-06","VLA"
"150","2020-04-06","VLA"
"46.02","2020-04-06","VLA"
"80","2020-04-06","VLA"
"40","2020-04-06","WAL"
"74","2020-04-06","VLA"
"55","2020-04-06","VLA"
"70","2020-04-06","VLA"
"110","2020-04-06","VLA"
"23.5","2020-04-06","VLA"
"90","2020-04-06","VLA"
"65","2020-04-06","VLA"
"72","2020-04-06","VLA"
"80","2020-04-06","VLA"
"27.44","2020-04-06","VLA"
"100","2020-04-06","VLA"
"110","2020-04-06","VLA"
"95","2020-04-06","VLA"
"82","2020-04-06","VLA"
"22","2020-04-06","VLA"
"30","2020-04-06","VLA"
"28","2020-04-06","VLA"
"87","2020-04-06","VLA"
"124","2020-04-06","VLA"
"57","2020-04-06","VLA"
"68","2020-04-06","VLA"
"75","2020-04-06","VLA"
"148","2020-04-06","VLA"
"93","2020-04-06","VLA"
"50","2020-04-06","VLA"
"70","2020-04-06","VLA"
"97","2020-04-06","VLA"
"100","2020-04-06","VLA"
"142","2020-04-06","VLA"
"56","2020-04-06","VLA"
"00","2020-04-06","VLA"
"33","2020-04-06","VLA"
"12","2020-04-06","VLA"
"71","2020-04-06","VLA"
"148","2020-04-06","VLA"
"65","2020-04-06","VLA"
"48","2020-04-06","VLA"
"46","2020-04-06","VLA"
"40","2020-04-06","VLA"
"250","2020-04-06","VLA"
"100","2020-04-06","VLA"
"27","2020-04-06","VLA"
"71","2020-04-06","VLA"
"56","2020-04-06","VLA"
"30","2020-04-06","VLA"
"94","2020-04-06","VLA"
"39","2020-04-06","VLA"
"15","2020-04-06","VLA"
"70","2020-04-06","VLA"
"178","2020-04-06","VLA"
"50","2020-04-06","VLA"
"29","2020-04-06","VLA"
"47.7","2020-04-06","VLA"
"72","2020-04-06","VLA"
"95","2020-04-06","VLA"
"223","2020-04-06","VLA"
"56","2020-04-06","VLA"
"125","2020-04-06","VLA"
"28","2020-04-06","VLA"
"147","2020-04-06","VLA"
"71","2020-04-06","VLA"
"112","2020-04-06","VLA"
"100","2020-04-06","VLA"
"75","2020-04-06","VLA"
"95","2020-04-06","VLA"
"70","2020-04-06","VLA"
"66","2020-04-06","VLA"
"140","2020-04-06","VLA"
"30","2020-04-06","VLA"
"50","2020-04-06","VLA"
"60","2020-04-06","VLA"
"45","2020-04-06","VLA"
"72","2020-04-06","VLA"
"191","2020-04-06","VLA"
"140","2020-04-06","VLA"
"74","2020-04-06","VLA"
"50","2020-04-06","VLA"
"155","2020-04-06","VLA"
"75","2020-04-06","VLA"
"35","2020-04-06","VLA"
"31","2020-04-06","VLA"
"60","2020-04-06","VLA"
"95","2020-04-06","VLA"
"40","2020-04-06","VLA"
"30","2020-04-06","VLA"
"99","2020-04-06","VLA"
"106","2020-04-06","VLA"
"120","2020-04-06","VLA"
"60","2020-04-06","VLA"
"92","2020-04-06","VLA"
"150","2020-04-06","VLA"
"34","2020-04-06","VLA"
"35","2020-04-06","VLA"
"53","2020-04-06","VLA"
"45","2020-04-06","VLA"
"113","2020-04-06","VLA"
"47","2020-04-06","VLA"
"74","2020-04-06","VLA"
"25","2020-04-06","VLA"
"80","2020-04-06","VLA"
"83","2020-04-06","VLA"
"40","2020-04-06","VLA"
"101","2020-04-06","VLA"
"65","2020-04-06","VLA"
"58","2020-04-06","VLA"
"85","2020-04-06","VLA"
"23","2020-04-06","VLA"
"36","2020-04-06","VLA"
"275","2020-04-06","VLA"
"41","2020-04-06","VLA"
"45","2020-04-06","VLA"
"60","2020-04-06","VLA"
"66","2020-04-06","VLA"
"70","2020-04-06","VLA"
"93","2020-04-06","VLA"
"35","2020-04-06","VLA"
"62","2020-04-06","VLA"
"108","2020-04-06","VLA"
"80","2020-04-06","VLA"
"100","2020-04-06","VLA"
"100","2020-04-06","VLA"
"80","2020-04-06","VLA"
"28","2020-04-06","VLA"
"41","2020-04-06","VLA"
"60","2020-04-06","VLA"
"60","2020-04-06","VLA"
"93","2020-04-06","VLA"
"1","2020-04-06","WAL"
"180","2020-04-06","VLA"
"90","2020-04-06","VLA"
"58","2020-04-06","VLA"
"112","2020-04-06","VLA"
"72","2020-04-06","VLA"
"85","2020-04-06","VLA"
"51","2020-04-06","VLA"
"143","2020-04-06","VLA"
"27","2020-04-06","VLA"
"192","2020-04-06","VLA"
"16","2020-04-06","VLA"
"56","2020-04-06","VLA"
"72","2020-04-06","VLA"
"68","2020-04-06","VLA"
"60","2020-04-06","VLA"
"51","2020-04-06","VLA"
"60","2020-04-06","VLA"
"60","2020-04-06","VLA"
"68","2020-04-06","VLA"
"50","2020-04-06","VLA"
"68","2020-04-06","VLA"
"126","2020-04-06","VLA"
"80","2020-04-06","VLA"
"100","2020-04-06","VLA"
"96","2020-04-06","VLA"
"42","2020-04-06","VLA"
"100","2020-04-06","VLA"
"103","2020-04-06","VLA"
"40","2020-04-06","WAL"
"240","2020-04-06","VLA"
"90","2020-04-06","VLA"
"75","2020-04-06","VLA"
"60","2020-04-06","VLA"
"65","2020-04-06","VLA"
"49","2020-04-06","VLA"
"110","2020-04-06","VLA"
"100","2020-04-06","VLA"
"27","2020-04-06","VLA"
"77","2020-04-06","VLA"
"48","2020-04-06","VLA"
"45","2020-04-06","VLA"
"38","2020-04-06","VLA"
"125","2020-04-06","VLA"
"40","2020-04-06","VLA"
"100","2020-04-06","VLA"
"86","2020-04-06","VLA"
"92","2020-04-06","VLA"
"150","2020-04-06","VLA"
"61","2020-04-06","VLA"
"60","2020-04-06","VLA"
"16.66","2020-04-06","VLA"
"85","2020-04-06","VLA"
"110","2020-04-06","VLA"
"70","2020-04-06","VLA"
"131","2020-04-06","VLA"
"63","2020-04-06","BRU"
"85","2020-04-06","VLA"
"260","2020-04-06","VLA"
"107","2020-04-06","VLA"
"180","2020-04-06","VLA"
"120","2020-04-06","VLA"
"60","2020-04-06","VLA"
"55","2020-04-06","VLA"
"1","2020-04-06","VLA"
"53","2020-04-06","VLA"
"20","2020-04-06","VLA"
"90","2020-04-06","VLA"
"150.3","2020-04-06","VLA"
"82","2020-04-06","VLA"
"135","2020-04-06","VLA"
"80","2020-04-06","VLA"
"120","2020-04-06","VLA"
"63","2020-04-06","VLA"
"58","2020-04-06","VLA"
"140","2020-04-06","VLA"
"107","2020-04-06","VLA"
"80","2020-04-06","VLA"
"95","2020-04-06","VLA"
"101","2020-04-06","VLA"
"53","2020-04-06","VLA"
"107","2020-04-06","VLA"
"71","2020-04-06","VLA"
"75","2020-04-06","VLA"
"48","2020-04-06","VLA"
"178","2020-04-06","VLA"
"80","2020-04-06","VLA"
"200","2020-04-06","VLA"
"41","2020-04-06","VLA"
"27","2020-04-06","VLA"
"98","2020-04-06","VLA"
"36","2020-04-06","VLA"
"54","2020-04-06","VLA"
"60","2020-04-06","VLA"
"49","2020-04-06","VLA"
"79","2020-04-06","VLA"
"80","2020-04-06","VLA"
"22","2020-04-06","VLA"
"32","2020-04-06","VLA"
"156","2020-04-06","VLA"
"71","2020-04-06","VLA"
"25","2020-04-06","VLA"
"75","2020-04-06","VLA"
"126","2020-04-06","VLA"
"100","2020-04-06","VLA"
"106","2020-04-06","VLA"
"40","2020-04-06","VLA"
"25","2020-04-06","VLA"
"123","2020-04-06","VLA"
"65","2020-04-06","VLA"
"25","2020-04-06","VLA"
"100","2020-04-06","VLA"
"130","2020-04-07","VLA"
"42","2020-04-07","VLA"
"55","2020-04-07","VLA"
"40","2020-04-07","VLA"
"60","2020-04-07","VLA"
"90","2020-04-07","VLA"
"55","2020-04-07","VLA"
"86","2020-04-07","VLA"
"10","2020-04-07","VLA"
"37","2020-04-07","VLA"
"96","2020-04-07","VLA"
"147","2020-04-07","VLA"
"100","2020-04-07","BRU"
"51","2020-04-07","VLA"
"223","2020-04-07","VLA"
"37","2020-04-07","VLA"
"174","2020-04-07","VLA"
"30","2020-04-07","VLA"
"99","2020-04-07","VLA"
"22","2020-04-07","VLA"
"87","2020-04-07","VLA"
"57","2020-04-07","VLA"
"79","2020-04-07","VLA"
"25","2020-04-07","VLA"
"100","2020-04-07","VLA"
"260","2020-04-07","VLA"
"72","2020-04-07","VLA"
"60","2020-04-07","VLA"
"60","2020-04-07","VLA"
"75","2020-04-07","VLA"
"45","2020-04-07","VLA"
"75","2020-04-07","VLA"
"72","2020-04-07","VLA"
"107","2020-04-07","VLA"
"39","2020-04-07","VLA"
"200","2020-04-07","VLA"
"49","2020-04-07","VLA"
"61","2020-04-07","VLA"
"38","2020-04-07","VLA"
"38","2020-04-07","VLA"
"230","2020-04-07","VLA"
"58","2020-04-07","VLA"
"110","2020-04-07","VLA"
"145","2020-04-07","VLA"
"50","2020-04-07","VLA"
"117","2020-04-07","VLA"
"103","2020-04-07","VLA"
"118","2020-04-07","VLA"
"162","2020-04-07","VLA"
"41","2020-04-07","VLA"
"100","2020-04-07","VLA"
"65","2020-04-07","VLA"
"42","2020-04-07","VLA"
"55","2020-04-07","VLA"
"30","2020-04-07","VLA"
"100","2020-04-07","VLA"
"48","2020-04-07","VLA"
"56","2020-04-07","VLA"
"86","2020-04-07","VLA"
"102","2020-04-07","VLA"
"65","2020-04-07","VLA"
"20","2020-04-07","VLA"
"56","2020-04-07","VLA"
"120","2020-04-07","VLA"
"50","2020-04-07","VLA"
"180","2020-04-07","VLA"
"117","2020-04-07","VLA"
"64","2020-04-07","VLA"
"63.75","2020-04-07","VLA"
"68","2020-04-07","VLA"
"25","2020-04-07","VLA"
"28","2020-04-07","VLA"
"24","2020-04-07","VLA"
"103","2020-04-07","VLA"
"27","2020-04-07","VLA"
"75","2020-04-07","VLA"
"257","2020-04-07","VLA"
"110","2020-04-07","VLA"
"74","2020-04-07","VLA"
"52","2020-04-07","VLA"
"25","2020-04-07","VLA"
"70","2020-04-07","VLA"
"50","2020-04-07","VLA"
"60","2020-04-07","VLA"
"120","2020-04-07","VLA"
"70","2020-04-07","VLA"
"124","2020-04-07","VLA"
"36","2020-04-07","VLA"
"58","2020-04-07","VLA"
"60","2020-04-07","VLA"
"38","2020-04-07","VLA"
"71","2020-04-07","VLA"
"70","2020-04-07","VLA"
"78","2020-04-07","VLA"
"178","2020-04-07","VLA"
"131","2020-04-07","VLA"
"113","2020-04-07","VLA"
"27","2020-04-07","VLA"
"95","2020-04-07","VLA"
"71","2020-04-07","VLA"
"107","2020-04-07","VLA"
"118","2020-04-07","VLA"
"65","2020-04-07","VLA"
"75","2020-04-07","VLA"
"48","2020-04-07","VLA"
"72","2020-04-07","VLA"
"80","2020-04-07","VLA"
"97","2020-04-07","VLA"
"100","2020-04-07","VLA"
"110","2020-04-07","VLA"
"23","2020-04-07","VLA"
"33","2020-04-07","VLA"
"68","2020-04-07","VLA"
"50","2020-04-07","VLA"
"68","2020-04-07","VLA"
"180","2020-04-07","VLA"
"66","2020-04-07","VLA"
"140","2020-04-07","VLA"
"101","2020-04-07","VLA"
"110","2020-04-07","VLA"
"38","2020-04-07","VLA"
"15","2020-04-07","VLA"
"70","2020-04-07","VLA"
"33.75","2020-04-07","VLA"
"49","2020-04-07","VLA"
"109","2020-04-07","VLA"
"25","2020-04-07","VLA"
"73","2020-04-07","VLA"
"80","2020-04-07","VLA"
"55","2020-04-07","VLA"
"70","2020-04-07","VLA"
"45","2020-04-07","VLA"
"59","2020-04-07","VLA"
"28","2020-04-07","VLA"
"84","2020-04-07","VLA"
"135","2020-04-07","VLA"
"65","2020-04-07","VLA"
"93","2020-04-07","VLA"
"40","2020-04-07","VLA"
"113","2020-04-07","VLA"
"65","2020-04-07","VLA"
"75","2020-04-07","VLA"
"72","2020-04-07","VLA"
"187","2020-04-07","VLA"
"53","2020-04-07","VLA"
"90","2020-04-07","VLA"
"44","2020-04-07","VLA"
"96","2020-04-07","VLA"
"75","2020-04-07","VLA"
"125","2020-04-07","VLA"
"100","2020-04-07","VLA"
"90","2020-04-07","VLA"
"35","2020-04-07","VLA"
"45","2020-04-07","VLA"
"65","2020-04-07","VLA"
"27","2020-04-07","VLA"
"80","2020-04-07","VLA"
"50","2020-04-07","VLA"
"74","2020-04-07","VLA"
"100","2020-04-07","VLA"
"40","2020-04-07","VLA"
"100","2020-04-07","VLA"
"57","2020-04-07","VLA"
"66","2020-04-07","VLA"
"60","2020-04-07","VLA"
"80","2020-04-07","VLA"
"66","2020-04-07","VLA"
"170","2020-04-07","VLA"
"45","2020-04-07","VLA"
"120","2020-04-07","VLA"
"155","2020-04-07","VLA"
"71","2020-04-07","VLA"
"200","2020-04-07","VLA"
"60","2020-04-07","VLA"
"191","2020-04-07","VLA"
"27.44","2020-04-07","VLA"
"115","2020-04-07","VLA"
"36","2020-04-07","VLA"
"65","2020-04-07","VLA"
"135","2020-04-07","VLA"
"30.42","2020-04-07","VLA"
"16.6","2020-04-07","BRU"
"82","2020-04-07","VLA"
"40","2020-04-07","VLA"
"221","2020-04-07","VLA"
"46","2020-04-07","VLA"
"88","2020-04-07","VLA"
"112","2020-04-07","VLA"
"93","2020-04-07","VLA"
"49","2020-04-07","VLA"
"34","2020-04-07","VLA"
"123","2020-04-07","VLA"
"96","2020-04-07","VLA"
"65","2020-04-07","VLA"
"87","2020-04-07","VLA"
"68","2020-04-07","VLA"
"51","2020-04-07","VLA"
"47","2020-04-07","VLA"
"90","2020-04-07","VLA"
"80","2020-04-07","VLA"
"25","2020-04-07","VLA"
"118","2020-04-07","VLA"
"114","2020-04-07","VLA"
"60","2020-04-07","VLA"
"30","2020-04-07","WAL"
"48","2020-04-07","VLA"
"79","2020-04-07","VLA"
"156","2020-04-07","VLA"
"135","2020-04-07","VLA"
"71","2020-04-07","VLA"
"69","2020-04-07","VLA"
"100","2020-04-07","VLA"
"0125","2020-04-07","VLA"
"77","2020-04-07","VLA"
"400","2020-04-07","VLA"
"150","2020-04-07","VLA"
"41","2020-04-07","VLA"
"50","2020-04-07","VLA"
"66","2020-04-07","VLA"
"48","2020-04-07","VLA"
"63","2020-04-07","VLA"
"72","2020-04-07","VLA"
"71","2020-04-07","VLA"
"100","2020-04-07","VLA"
"107","2020-04-07","VLA"
"22","2020-04-07","VLA"
"148","2020-04-07","VLA"
"81","2020-04-07","VLA"
"56","2020-04-07","VLA"
"60","2020-04-07","VLA"
"41","2020-04-07","VLA"
"107","2020-04-07","VLA"
"30","2020-04-08","VLA"
"113","2020-04-08","VLA"
"100","2020-04-08","VLA"
"39","2020-04-08","VLA"
"108","2020-04-08","VLA"
"106","2020-04-08","VLA"
"100","2020-04-08","VLA"
"148","2020-04-08","VLA"
"51","2020-04-08","VLA"
"37","2020-04-08","VLA"
"30.42","2020-04-08","VLA"
"150","2020-04-08","VLA"
"107","2020-04-08","VLA"
"148","2020-04-08","VLA"
"51","2020-04-08","VLA"
"33","2020-04-08","VLA"
"75","2020-04-08","VLA"
"106","2020-04-08","VLA"
"73","2020-04-08","VLA"
"42","2020-04-08","VLA"
"120","2020-04-08","VLA"
"25","2020-04-08","VLA"
"104","2020-04-08","VLA"
"70","2020-04-08","VLA"
"50","2020-04-08","VLA"
"80","2020-04-08","VLA"
"110","2020-04-08","VLA"
"53","2020-04-08","VLA"
"48","2020-04-08","VLA"
"69","2020-04-08","VLA"
"200","2020-04-08","VLA"
"88","2020-04-08","VLA"
"225","2020-04-08","VLA"
"142","2020-04-08","VLA"
"60","2020-04-08","VLA"
"56","2020-04-08","VLA"
"28","2020-04-08","VLA"
"25","2020-04-08","VLA"
"125","2020-04-08","VLA"
"60","2020-04-08","VLA"
"120","2020-04-08","VLA"
"98","2020-04-08","VLA"
"80","2020-04-08","VLA"
"40","2020-04-08","VLA"
"131","2020-04-08","VLA"
"27","2020-04-08","VLA"
"37","2020-04-08","VLA"
"74","2020-04-08","VLA"
"120","2020-04-08","VLA"
"80","2020-04-08","VLA"
"86","2020-04-08","VLA"
"148","2020-04-08","VLA"
"38","2020-04-08","VLA"
"60","2020-04-08","VLA"
"126","2020-04-08","VLA"
"49","2020-04-08","VLA"
"150","2020-04-08","VLA"
"72","2020-04-08","VLA"
"55","2020-04-08","VLA"
"65","2020-04-08","VLA"
"70","2020-04-08","VLA"
"27.44","2020-04-08","VLA"
"68","2020-04-08","VLA"
"80","2020-04-08","VLA"
"45","2020-04-08","VLA"
"90","2020-04-08","VLA"
"60","2020-04-08","VLA"
"210","2020-04-08","VLA"
"100","2020-04-08","VLA"
"16.66","2020-04-08","VLA"
"140","2020-04-08","VLA"
"75","2020-04-08","VLA"
"110","2020-04-08","VLA"
"85","2020-04-08","VLA"
"63.75","2020-04-08","VLA"
"28","2020-04-08","VLA"
"37","2020-04-08","VLA"
"70","2020-04-08","VLA"
"55","2020-04-08","VLA"
"77","2020-04-08","VLA"
"112","2020-04-08","VLA"
"125","2020-04-08","VLA"
"80","2020-04-08","VLA"
"52","2020-04-08","VLA"
"34","2020-04-08","VLA"
"68","2020-04-08","VLA"
"178","2020-04-08","VLA"
"147","2020-04-08","VLA"
"180","2020-04-08","VLA"
"38","2020-04-08","VLA"
"72","2020-04-08","VLA"
"96","2020-04-08","VLA"
"75","2020-04-08","VLA"
"75","2020-04-08","VLA"
"180","2020-04-08","VLA"
"225","2020-04-08","VLA"
"120","2020-04-08","VLA"
"30","2020-04-08","VLA"
"80","2020-04-08","VLA"
"71","2020-04-08","VLA"
"110","2020-04-08","VLA"
"100","2020-04-08","VLA"
"93","2020-04-08","VLA"
"114","2020-04-08","VLA"
"117","2020-04-08","WAL"
"20","2020-04-08","VLA"
"79","2020-04-08","VLA"
"80","2020-04-08","VLA"
"36","2020-04-08","VLA"
"117","2020-04-08","VLA"
"107","2020-04-08","VLA"
"130","2020-04-08","VLA"
"38","2020-04-08","VLA"
"156","2020-04-08","VLA"
"60","2020-04-08","VLA"
"90","2020-04-08","VLA"
"90","2020-04-08","VLA"
"99","2020-04-08","VLA"
"150","2020-04-08","VLA"
"60","2020-04-08","VLA"
"170","2020-04-08","VLA"
"145","2020-04-08","VLA"
"46","2020-04-08","VLA"
"125","2020-04-08","VLA"
"25","2020-04-08","VLA"
"100","2020-04-08","VLA"
"73","2020-04-08","VLA"
"46","2020-04-08","VLA"
"60","2020-04-08","VLA"
"48","2020-04-08","VLA"
"87","2020-04-08","VLA"
"48","2020-04-08","VLA"
"36","2020-04-08","VLA"
"82","2020-04-08","VLA"
"71","2020-04-08","VLA"
"43","2020-04-08","VLA"
"56","2020-04-08","VLA"
"260","2020-04-08","VLA"
"58","2020-04-08","VLA"
"35","2020-04-08","VLA"
"135","2020-04-08","VLA"
"50","2020-04-08","VLA"
"57","2020-04-08","VLA"
"27","2020-04-08","VLA"
"357","2020-04-08","VLA"
"63","2020-04-08","VLA"
"72","2020-04-08","VLA"
"46","2020-04-08","VLA"
"50","2020-04-08","VLA"
"75","2020-04-08","VLA"
"22","2020-04-08","VLA"
"63","2020-04-08","BRU"
"70","2020-04-08","VLA"
"30","2020-04-08","VLA"
"45","2020-04-08","VLA"
"275","2020-04-08","VLA"
"80","2020-04-08","VLA"
"55","2020-04-08","VLA"
"55","2020-04-08","VLA"
"80","2020-04-08","VLA"
"155","2020-04-08","VLA"
"50","2020-04-08","VLA"
"72","2020-04-08","VLA"
"99","2020-04-08","VLA"
"33","2020-04-08","VLA"
"35","2020-04-08","VLA"
"38","2020-04-08","VLA"
"27","2020-04-08","VLA"
"240","2020-04-08","VLA"
"47","2020-04-08","VLA"
"33.75","2020-04-08","VLA"
"20","2020-04-08","VLA"
"80","2020-04-08","VLA"
"74","2020-04-08","VLA"
"72","2020-04-08","VLA"
"100","2020-04-08","VLA"
"22","2020-04-08","VLA"
"26","2020-04-08","VLA"
"246","2020-04-08","VLA"
"79","2020-04-08","VLA"
"57","2020-04-08","VLA"
"15","2020-04-08","VLA"
"80","2020-04-08","VLA"
"93","2020-04-08","VLA"
"85","2020-04-08","VLA"
"42","2020-04-08","VLA"
"55","2020-04-08","VLA"
"49","2020-04-08","VLA"
"68","2020-04-08","VLA"
"96","2020-04-08","VLA"
"79","2020-04-08","VLA"
"57","2020-04-08","VLA"
"56","2020-04-08","VLA"
"95","2020-04-08","VLA"
"150","2020-04-08","VLA"
"70","2020-04-08","VLA"
"100","2020-04-08","VLA"
"40","2020-04-08","VLA"
"50","2020-04-08","VLA"
"31","2020-04-08","VLA"
"28","2020-04-08","VLA"
"110","2020-04-08","VLA"
"650","2020-04-08","VLA"
"90","2020-04-08","VLA"
"96","2020-04-08","VLA"
"25","2020-04-08","VLA"
"43","2020-04-08","VLA"
"30","2020-04-08","VLA"
"24","2020-04-08","VLA"
"178","2020-04-08","VLA"
"82","2020-04-08","VLA"
"40","2020-04-08","VLA"
"118","2020-04-08","VLA"
"135","2020-04-08","VLA"
"41","2020-04-08","VLA"
"107","2020-04-08","VLA"
"58","2020-04-08","VLA"
"70","2020-04-08","VLA"
"75","2020-04-08","VLA"
"66","2020-04-08","VLA"
"60","2020-04-08","VLA"
"31","2020-04-08","VLA"
"100","2020-04-09","VLA"
"60","2020-04-09","VLA"
"102","2020-04-09","VLA"
"34","2020-04-09","VLA"
"82","2020-04-09","VLA"
"44","2020-04-09","VLA"
"40","2020-04-09","VLA"
"60","2020-04-09","VLA"
"95","2020-04-09","VLA"
"275","2020-04-09","VLA"
"50","2020-04-09","VLA"
"27","2020-04-09","VLA"
"72","2020-04-09","VLA"
"148","2020-04-09","VLA"
"120","2020-04-09","VLA"
"131","2020-04-09","VLA"
"77","2020-04-09","VLA"
"148","2020-04-09","VLA"
"37","2020-04-09","VLA"
"50","2020-04-09","VLA"
"48","2020-04-09","VLA"
"28","2020-04-09","VLA"
"63","2020-04-09","VLA"
"87","2020-04-09","VLA"
"178","2020-04-09","VLA"
"92","2020-04-09","VLA"
"92","2020-04-09","VLA"
"72","2020-04-09","VLA"
"39","2020-04-09","VLA"
"187","2020-04-09","VLA"
"38","2020-04-09","VLA"
"49","2020-04-09","VLA"
"63.75","2020-04-09","VLA"
"24","2020-04-09","VLA"
"70","2020-04-09","VLA"
"68","2020-04-09","VLA"
"40","2020-04-09","VLA"
"80","2020-04-09","VLA"
"30.42","2020-04-09","VLA"
"79","2020-04-09","VLA"
"60","2020-04-09","VLA"
"70","2020-04-09","VLA"
"114","2020-04-09","VLA"
"88","2020-04-09","VLA"
"120","2020-04-09","VLA"
"117","2020-04-09","VLA"
"140","2020-04-09","VLA"
"110","2020-04-09","VLA"
"80","2020-04-09","VLA"
"107","2020-04-09","VLA"
"96","2020-04-09","VLA"
"51","2020-04-09","VLA"
"60","2020-04-09","VLA"
"38","2020-04-09","VLA"
"27","2020-04-09","VLA"
"57","2020-04-09","VLA"
"17","2020-04-09","VLA"
"22","2020-04-09","VLA"
"53","2020-04-09","VLA"
"250","2020-04-09","VLA"
"66","2020-04-09","VLA"
"156","2020-04-09","VLA"
"110","2020-04-09","VLA"
"350","2020-04-09","VLA"
"40","2020-04-09","VLA"
"60","2020-04-09","VLA"
"155","2020-04-09","VLA"
"80","2020-04-09","VLA"
"110","2020-04-09","VLA"
