"nr_num_consultations_phone","d_completed","cd_regio"
"9","2020-03-19","VLA"
"10","2020-03-19","WAL"
"12","2020-03-19","VLA"
"11","2020-03-19","VLA"
"38","2020-03-19","VLA"
"7","2020-03-19","WAL"
"12","2020-03-19","VLA"
"42","2020-03-19","WAL"
"5","2020-03-19","WAL"
"10","2020-03-19","VLA"
"6","2020-03-19","VLA"
"18","2020-03-19","WAL"
"15","2020-03-19","VLA"
"20","2020-03-19","WAL"
"22","2020-03-19","WAL"
"15","2020-03-19","VLA"
"10","2020-03-19","VLA"
"21","2020-03-19","WAL"
"4","2020-03-19","VLA"
"6","2020-03-19","VLA"
"90","2020-03-19","VLA"
"25","2020-03-19","VLA"
"15","2020-03-19","VLA"
"5","2020-03-19","VLA"
"10","2020-03-19","VLA"
"9","2020-03-19","BRU"
"1","2020-03-19","VLA"
"16","2020-03-19","VLA"
"2","2020-03-19","VLA"
"15","2020-03-19","VLA"
"25","2020-03-19","VLA"
"10","2020-03-19","VLA"
"30","2020-03-19","VLA"
"60","2020-03-19","VLA"
"10","2020-03-19","VLA"
"35","2020-03-19","VLA"
"15","2020-03-19","VLA"
"15","2020-03-19","WAL"
"19","2020-03-19","VLA"
"30","2020-03-19","VLA"
"3","2020-03-19","VLA"
"8","2020-03-19","VLA"
"5","2020-03-19","VLA"
"50","2020-03-19","VLA"
"6","2020-03-19","VLA"
"72","2020-03-20","VLA"
"4","2020-03-20","VLA"
"18","2020-03-20","WAL"
"8","2020-03-20","WAL"
"20","2020-03-20","VLA"
"15","2020-03-20","WAL"
"20","2020-03-20","VLA"
"11","2020-03-20","VLA"
"25","2020-03-20","VLA"
"10","2020-03-20","VLA"
"60","2020-03-20","VLA"
"20","2020-03-20","WAL"
"45","2020-03-20","WAL"
"56","2020-03-20","VLA"
"8","2020-03-20","VLA"
"4","2020-03-20","VLA"
"6","2020-03-20","VLA"
"35","2020-03-20","VLA"
"45","2020-03-20","WAL"
"17","2020-03-20","VLA"
"19","2020-03-20","VLA"
"18","2020-03-20","VLA"
"14","2020-03-20","VLA"
"32","2020-03-20","WAL"
"18","2020-03-20","VLA"
"20","2020-03-20","VLA"
"22","2020-03-20","WAL"
"8","2020-03-20","VLA"
"14","2020-03-20","WAL"
"13","2020-03-20","VLA"
"48","2020-03-20","WAL"
"94","2020-03-20","WAL"
"2","2020-03-20","VLA"
"13","2020-03-20","BRU"
"23","2020-03-20","VLA"
"6","2020-03-20","VLA"
"12","2020-03-20","VLA"
"26","2020-03-20","VLA"
"20","2020-03-20","VLA"
"20","2020-03-20","WAL"
"6","2020-03-20","VLA"
"25","2020-03-20","VLA"
"21","2020-03-20","VLA"
"18","2020-03-20","VLA"
"16","2020-03-20","VLA"
"25","2020-03-20","VLA"
"7","2020-03-20","WAL"
"7","2020-03-20","VLA"
"16","2020-03-20","VLA"
"10","2020-03-20","VLA"
"22","2020-03-20","VLA"
"22","2020-03-20","VLA"
"31","2020-03-20","VLA"
"18","2020-03-20","WAL"
"8","2020-03-20","VLA"
"17","2020-03-20","WAL"
"10","2020-03-20","BRU"
"7","2020-03-20","BRU"
"50","2020-03-20","VLA"
"12","2020-03-20","WAL"
"33","2020-03-20","VLA"
"10","2020-03-20","VLA"
"3","2020-03-20","VLA"
"12","2020-03-20","VLA"
"50","2020-03-20","WAL"
"1","2020-03-20","VLA"
"12","2020-03-20","WAL"
"6","2020-03-20","VLA"
"30","2020-03-20","BRU"
"30","2020-03-20","VLA"
"10","2020-03-20","VLA"
"2","2020-03-20","VLA"
"20","2020-03-20","VLA"
"1","2020-03-20","VLA"
"7","2020-03-20","VLA"
"11","2020-03-20","VLA"
"40","2020-03-20","WAL"
"1","2020-03-20","BRU"
"26","2020-03-20","WAL"
"4","2020-03-20","VLA"
"6","2020-03-20","WAL"
"70","2020-03-20","VLA"
"10","2020-03-20","VLA"
"20","2020-03-20","BRU"
"9","2020-03-20","VLA"
"5","2020-03-20","VLA"
"11","2020-03-20","VLA"
"15","2020-03-20","VLA"
"34","2020-03-20","BRU"
"10","2020-03-20","VLA"
"3","2020-03-20","VLA"
"19","2020-03-20","WAL"
"40","2020-03-20","WAL"
"30","2020-03-20","VLA"
"10","2020-03-20","VLA"
"22","2020-03-20","WAL"
"23","2020-03-20","WAL"
"16","2020-03-20","VLA"
"4","2020-03-20","VLA"
"15","2020-03-20","WAL"
"4","2020-03-20","VLA"
"15","2020-03-20","WAL"
"10","2020-03-20","VLA"
"15","2020-03-20","WAL"
"20","2020-03-20","VLA"
"25","2020-03-20","VLA"
"10","2020-03-20","VLA"
"5","2020-03-20","VLA"
"11","2020-03-20","VLA"
"1","2020-03-20","WAL"
"27","2020-03-20","BRU"
"10","2020-03-20","VLA"
"48","2020-03-20","VLA"
"11","2020-03-20","VLA"
"12","2020-03-20","VLA"
"27","2020-03-20","WAL"
"5","2020-03-20","VLA"
"30","2020-03-20","WAL"
"30","2020-03-20","WAL"
"18","2020-03-20","VLA"
"21","2020-03-20","WAL"
"25","2020-03-20","BRU"
"10","2020-03-20","VLA"
"70","2020-03-20","VLA"
"30","2020-03-20","WAL"
"11","2020-03-20","VLA"
"44","2020-03-20","VLA"
"15","2020-03-20","VLA"
"30","2020-03-20","VLA"
"32","2020-03-20","WAL"
"13","2020-03-20","VLA"
"100","2020-03-20","VLA"
"25","2020-03-20","VLA"
"30","2020-03-20","VLA"
"40","2020-03-20","VLA"
"88","2020-03-20","VLA"
"27","2020-03-20","VLA"
"10","2020-03-20","VLA"
"47","2020-03-20","VLA"
"6","2020-03-20","WAL"
"20","2020-03-20","VLA"
"6","2020-03-20","VLA"
"8","2020-03-20","VLA"
"7","2020-03-20","VLA"
"74","2020-03-20","WAL"
"1","2020-03-20","VLA"
"0","2020-03-20","VLA"
"40","2020-03-20","BRU"
"10","2020-03-20","WAL"
"30","2020-03-20","VLA"
"14","2020-03-20","VLA"
"3","2020-03-20","VLA"
"7","2020-03-20","WAL"
"16","2020-03-20","WAL"
"20","2020-03-20","VLA"
"11","2020-03-20","VLA"
"34","2020-03-20","VLA"
"15","2020-03-20","VLA"
"20","2020-03-20","VLA"
"8","2020-03-20","VLA"
"15","2020-03-20","VLA"
"60","2020-03-20","VLA"
"25","2020-03-20","BRU"
"18","2020-03-20","VLA"
"15","2020-03-20","WAL"
"37","2020-03-20","WAL"
"3","2020-03-20","VLA"
"20","2020-03-20","VLA"
"8","2020-03-20","VLA"
"20","2020-03-20","VLA"
"25","2020-03-20","VLA"
"15","2020-03-20","VLA"
"10","2020-03-20","VLA"
"35","2020-03-20","VLA"
"3","2020-03-20","VLA"
"27","2020-03-20","WAL"
"12","2020-03-20","VLA"
"80","2020-03-20","WAL"
"20","2020-03-20","VLA"
"19","2020-03-20","VLA"
"10","2020-03-20","VLA"
"20","2020-03-20","VLA"
"28","2020-03-20","VLA"
"8","2020-03-20","VLA"
"3","2020-03-20","VLA"
"28","2020-03-20","VLA"
"8","2020-03-20","VLA"
"12","2020-03-20","WAL"
"20","2020-03-20","VLA"
"26","2020-03-20","BRU"
"80","2020-03-20","VLA"
"30","2020-03-20","BRU"
"20","2020-03-20","WAL"
"12","2020-03-20","WAL"
"0","2020-03-20","VLA"
"5","2020-03-20","VLA"
"1","2020-03-20","VLA"
"10","2020-03-20","BRU"
"27","2020-03-20","VLA"
"49","2020-03-20","VLA"
"4","2020-03-20","VLA"
"35","2020-03-20","VLA"
"4","2020-03-20","VLA"
"7","2020-03-20","VLA"
"20","2020-03-20","VLA"
"30","2020-03-20","BRU"
"5","2020-03-20","WAL"
"26","2020-03-20","VLA"
"18","2020-03-20","WAL"
"15","2020-03-20","BRU"
"60","2020-03-20","WAL"
"8","2020-03-20","VLA"
"22","2020-03-20","VLA"
"30","2020-03-20","WAL"
"10","2020-03-20","VLA"
"25","2020-03-20","VLA"
"14","2020-03-20","VLA"
"20","2020-03-20","VLA"
"9","2020-03-20","VLA"
"6","2020-03-20","BRU"
"7","2020-03-20","WAL"
"100","2020-03-20","VLA"
"7","2020-03-20","WAL"
"35","2020-03-20","VLA"
"20","2020-03-20","VLA"
"73","2020-03-20","VLA"
"10","2020-03-20","BRU"
"57","2020-03-20","VLA"
"28","2020-03-20","VLA"
"30","2020-03-20","VLA"
"12","2020-03-20","VLA"
"9","2020-03-20","VLA"
"10","2020-03-20","VLA"
"95","2020-03-20","BRU"
"16","2020-03-20","BRU"
"0","2020-03-20","VLA"
"8","2020-03-20","VLA"
"30","2020-03-20","VLA"
"4","2020-03-20","VLA"
"100","2020-03-20","VLA"
"15","2020-03-20","VLA"
"10","2020-03-20","VLA"
"19","2020-03-20","WAL"
"8","2020-03-20","VLA"
"12","2020-03-20","WAL"
"4","2020-03-20","VLA"
"26","2020-03-20","BRU"
"10","2020-03-20","VLA"
"51","2020-03-20","WAL"
"15","2020-03-20","VLA"
"35","2020-03-20","WAL"
"54","2020-03-20","BRU"
"21","2020-03-20","VLA"
"50","2020-03-20","VLA"
"68","2020-03-20","VLA"
"9","2020-03-20","VLA"
"15","2020-03-20","VLA"
"7","2020-03-20","VLA"
"17","2020-03-20","VLA"
"11","2020-03-20","VLA"
"8","2020-03-20","VLA"
"5","2020-03-20","VLA"
"20","2020-03-20","VLA"
"9","2020-03-20","VLA"
"8","2020-03-20","VLA"
"1","2020-03-20","VLA"
"12","2020-03-20","VLA"
"2","2020-03-20","VLA"
"21","2020-03-20","VLA"
"30","2020-03-20","VLA"
"10","2020-03-20","VLA"
"15","2020-03-20","WAL"
"30","2020-03-20","VLA"
"7","2020-03-20","VLA"
"21","2020-03-20","VLA"
"50","2020-03-20","VLA"
"20","2020-03-20","WAL"
"88","2020-03-20","VLA"
"7","2020-03-20","VLA"
"18","2020-03-20","VLA"
"9","2020-03-20","WAL"
"10","2020-03-20","VLA"
"20","2020-03-20","VLA"
"10","2020-03-20","VLA"
"5","2020-03-20","VLA"
"3","2020-03-20","WAL"
"35","2020-03-20","BRU"
"20","2020-03-20","WAL"
"13","2020-03-20","WAL"
"8","2020-03-20","VLA"
"25","2020-03-20","WAL"
"30","2020-03-20","VLA"
"4","2020-03-20","VLA"
"7","2020-03-20","VLA"
"30","2020-03-20","VLA"
"29","2020-03-20","VLA"
"3","2020-03-20","BRU"
"30","2020-03-20","VLA"
"6","2020-03-20","VLA"
"30","2020-03-20","WAL"
"101","2020-03-20","VLA"
"20","2020-03-20","VLA"
"35","2020-03-20","VLA"
"50","2020-03-20","VLA"
"11","2020-03-20","VLA"
"15","2020-03-20","VLA"
"68","2020-03-20","VLA"
"100","2020-03-20","VLA"
"2","2020-03-20","VLA"
"15","2020-03-20","VLA"
"31","2020-03-20","VLA"
"5","2020-03-20","VLA"
"25","2020-03-20","VLA"
"20","2020-03-20","VLA"
"30","2020-03-20","VLA"
"15","2020-03-20","WAL"
"25","2020-03-20","WAL"
"23","2020-03-20","BRU"
"20","2020-03-20","VLA"
"18","2020-03-20","WAL"
"15","2020-03-20","WAL"
"15","2020-03-20","VLA"
"1","2020-03-20","VLA"
"16","2020-03-20","VLA"
"40","2020-03-20","BRU"
"22","2020-03-20","VLA"
"11","2020-03-20","VLA"
"20","2020-03-20","WAL"
"15","2020-03-20","VLA"
"170","2020-03-20","WAL"
"50","2020-03-20","WAL"
"20","2020-03-20","VLA"
"17","2020-03-20","VLA"
"30","2020-03-20","VLA"
"24","2020-03-20","VLA"
"9","2020-03-20","VLA"
"20","2020-03-20","VLA"
"22","2020-03-20","WAL"
"16","2020-03-20","VLA"
"60","2020-03-20","VLA"
"12","2020-03-20","VLA"
"19","2020-03-20","VLA"
"5","2020-03-20","WAL"
"14","2020-03-20","VLA"
"21","2020-03-20","VLA"
"40","2020-03-20","VLA"
"7","2020-03-20","WAL"
"20","2020-03-20","VLA"
"2","2020-03-20","VLA"
"20","2020-03-20","VLA"
"56","2020-03-20","VLA"
"32","2020-03-20","WAL"
"60","2020-03-20","VLA"
"16","2020-03-20","VLA"
"200","2020-03-20","WAL"
"6","2020-03-20","VLA"
"10","2020-03-20","VLA"
"30","2020-03-20","VLA"
"9","2020-03-20","BRU"
"16","2020-03-20","WAL"
"20","2020-03-20","VLA"
"70","2020-03-20","WAL"
"10","2020-03-20","VLA"
"6","2020-03-20","VLA"
"10","2020-03-20","VLA"
"10","2020-03-20","VLA"
"15","2020-03-20","VLA"
"33","2020-03-20","VLA"
"14","2020-03-20","VLA"
"15","2020-03-20","VLA"
"25","2020-03-20","WAL"
"7","2020-03-20","WAL"
"14","2020-03-20","VLA"
"6","2020-03-20","VLA"
"107","2020-03-20","BRU"
"12","2020-03-20","WAL"
"6","2020-03-20","VLA"
"50","2020-03-20","VLA"
"4","2020-03-20","VLA"
"20","2020-03-20","VLA"
"70","2020-03-20","VLA"
"10","2020-03-20","VLA"
"36","2020-03-20","VLA"
"10","2020-03-20","WAL"
"1","2020-03-20","VLA"
"50","2020-03-20","VLA"
"10","2020-03-20","VLA"
"17","2020-03-20","VLA"
"25","2020-03-20","VLA"
"15","2020-03-20","VLA"
"20","2020-03-20","VLA"
"20","2020-03-20","WAL"
"32","2020-03-20","WAL"
"50","2020-03-20","VLA"
"25","2020-03-20","VLA"
"100","2020-03-20","WAL"
"50","2020-03-20","VLA"
"10","2020-03-20","VLA"
"9","2020-03-20","VLA"
"11","2020-03-20","WAL"
"50","2020-03-20","WAL"
"4","2020-03-20","VLA"
"8","2020-03-20","VLA"
"126","2020-03-20","VLA"
"25","2020-03-20","VLA"
"50","2020-03-20","WAL"
"24","2020-03-20","WAL"
"19","2020-03-20","VLA"
"6","2020-03-20","WAL"
"9","2020-03-20","WAL"
"16","2020-03-20","VLA"
"5","2020-03-20","VLA"
"20","2020-03-20","VLA"
"14","2020-03-20","VLA"
"11","2020-03-20","VLA"
"6","2020-03-20","VLA"
"17","2020-03-20","VLA"
"6","2020-03-20","VLA"
"46","2020-03-20","VLA"
"13","2020-03-20","VLA"
"20","2020-03-20","VLA"
"4","2020-03-20","VLA"
"23","2020-03-20","WAL"
"35","2020-03-20","WAL"
"5","2020-03-20","VLA"
"22","2020-03-20","VLA"
"30","2020-03-20","WAL"
"18","2020-03-20","VLA"
"3","2020-03-20","VLA"
"10","2020-03-20","VLA"
"60","2020-03-20","VLA"
"25","2020-03-20","BRU"
"6","2020-03-20","VLA"
"5","2020-03-20","VLA"
"25","2020-03-20","VLA"
"18","2020-03-20","VLA"
"20","2020-03-20","VLA"
"46","2020-03-20","VLA"
"0","2020-03-20","VLA"
"24","2020-03-20","VLA"
"12","2020-03-20","VLA"
"15","2020-03-20","VLA"
"11","2020-03-20","VLA"
"10","2020-03-20","VLA"
"5","2020-03-20","VLA"
"3","2020-03-20","BRU"
"9","2020-03-20","VLA"
"7","2020-03-20","VLA"
"16","2020-03-20","VLA"
"20","2020-03-20","WAL"
"12","2020-03-20","VLA"
"60","2020-03-20","VLA"
"5","2020-03-20","VLA"
"25","2020-03-20","VLA"
"4","2020-03-20","VLA"
"18","2020-03-20","BRU"
"20","2020-03-20","WAL"
"9","2020-03-20","WAL"
"170","2020-03-20","WAL"
"15","2020-03-20","WAL"
"15","2020-03-20","VLA"
"22","2020-03-20","VLA"
"22","2020-03-20","VLA"
"7","2020-03-20","VLA"
"35","2020-03-20","WAL"
"17","2020-03-20","VLA"
"20","2020-03-20","VLA"
"16","2020-03-20","WAL"
"8","2020-03-20","VLA"
"16","2020-03-20","WAL"
"85","2020-03-20","WAL"
"24","2020-03-20","WAL"
"11","2020-03-20","VLA"
"70","2020-03-20","VLA"
"22","2020-03-20","VLA"
"10","2020-03-20","VLA"
"3","2020-03-20","VLA"
"12","2020-03-20","VLA"
"21","2020-03-20","VLA"
"50","2020-03-20","VLA"
"12","2020-03-20","WAL"
"12","2020-03-20","VLA"
"15","2020-03-20","BRU"
"25","2020-03-20","VLA"
"21","2020-03-20","WAL"
"30","2020-03-20","VLA"
"25","2020-03-20","WAL"
"10","2020-03-20","VLA"
"13","2020-03-20","BRU"
"15","2020-03-20","VLA"
"24","2020-03-20","WAL"
"15","2020-03-20","VLA"
"11","2020-03-20","WAL"
"20","2020-03-20","VLA"
"60","2020-03-20","VLA"
"8","2020-03-20","VLA"
"6","2020-03-20","VLA"
"0","2020-03-20","VLA"
"20","2020-03-20","VLA"
"31","2020-03-20","VLA"
"10","2020-03-20","VLA"
"20","2020-03-20","WAL"
"4","2020-03-20","BRU"
"30","2020-03-20","WAL"
"2","2020-03-20","VLA"
"10","2020-03-20","VLA"
"12","2020-03-20","VLA"
"20","2020-03-20","VLA"
"12","2020-03-20","VLA"
"20","2020-03-20","VLA"
"5","2020-03-20","VLA"
"20","2020-03-20","VLA"
"55","2020-03-20","VLA"
"19","2020-03-20","VLA"
"5","2020-03-20","VLA"
"10","2020-03-20","VLA"
"9","2020-03-20","WAL"
"33","2020-03-20","WAL"
"22","2020-03-20","VLA"
"33","2020-03-20","WAL"
"20","2020-03-20","BRU"
"60","2020-03-20","VLA"
"152","2020-03-20","VLA"
"25","2020-03-20","VLA"
"14","2020-03-20","VLA"
"10","2020-03-20","BRU"
"12","2020-03-20","BRU"
"75","2020-03-20","BRU"
"30","2020-03-20","WAL"
"20","2020-03-20","VLA"
"11","2020-03-20","WAL"
"40","2020-03-20","VLA"
"4","2020-03-20","VLA"
"15","2020-03-20","VLA"
"8","2020-03-20","VLA"
"6","2020-03-20","VLA"
"12","2020-03-20","VLA"
"15","2020-03-20","VLA"
"10","2020-03-20","BRU"
"14","2020-03-20","WAL"
"35","2020-03-21","VLA"
"22","2020-03-21","VLA"
"7","2020-03-21","VLA"
"7","2020-03-21","BRU"
"26","2020-03-21","WAL"
"23","2020-03-21","VLA"
"25","2020-03-21","VLA"
"7","2020-03-21","VLA"
"10","2020-03-21","VLA"
"9","2020-03-21","VLA"
"17","2020-03-21","VLA"
"10","2020-03-21","VLA"
"14","2020-03-21","WAL"
"1","2020-03-21","WAL"
"6","2020-03-21","VLA"
"6","2020-03-21","WAL"
"26","2020-03-21","WAL"
"4","2020-03-21","VLA"
"35","2020-03-21","VLA"
"22","2020-03-21","VLA"
"300","2020-03-21","VLA"
"8","2020-03-21","WAL"
"42","2020-03-21","WAL"
"6","2020-03-21","VLA"
"9","2020-03-21","BRU"
"10","2020-03-21","BRU"
"13","2020-03-21","VLA"
"21","2020-03-21","VLA"
"3","2020-03-21","VLA"
"23","2020-03-21","WAL"
"30","2020-03-21","WAL"
"1","2020-03-21","VLA"
"6","2020-03-21","VLA"
"2","2020-03-21","WAL"
"0","2020-03-21","VLA"
"53","2020-03-21","WAL"
"10","2020-03-21","VLA"
"3","2020-03-21","VLA"
"3","2020-03-21","VLA"
"30","2020-03-21","WAL"
"1","2020-03-21","VLA"
"3","2020-03-21","VLA"
"2","2020-03-21","VLA"
"20","2020-03-21","VLA"
"14","2020-03-21","VLA"
"35","2020-03-21","WAL"
"16","2020-03-21","WAL"
"5","2020-03-21","WAL"
"5","2020-03-21","WAL"
"30","2020-03-21","VLA"
"4","2020-03-21","WAL"
"0","2020-03-21","VLA"
"12","2020-03-21","WAL"
"11","2020-03-21","VLA"
"5","2020-03-21","VLA"
"0","2020-03-21","VLA"
"3","2020-03-21","VLA"
"23","2020-03-21","WAL"
"5","2020-03-21","VLA"
"15","2020-03-21","VLA"
"2","2020-03-21","BRU"
"22","2020-03-21","VLA"
"2","2020-03-21","VLA"
"14","2020-03-21","VLA"
"2","2020-03-21","VLA"
"20","2020-03-21","WAL"
"8","2020-03-21","VLA"
"5","2020-03-21","WAL"
"6","2020-03-21","WAL"
"2","2020-03-21","WAL"
"5","2020-03-21","BRU"
"4","2020-03-21","VLA"
"6","2020-03-21","VLA"
"14","2020-03-21","WAL"
"5","2020-03-21","WAL"
"15","2020-03-21","WAL"
"2","2020-03-21","WAL"
"2","2020-03-21","VLA"
"2","2020-03-21","VLA"
"7","2020-03-21","BRU"
"5","2020-03-21","VLA"
"1","2020-03-21","VLA"
"11","2020-03-21","WAL"
"7","2020-03-21","BRU"
"6","2020-03-21","VLA"
"0","2020-03-21","WAL"
"1","2020-03-21","VLA"
"23","2020-03-21","VLA"
"10","2020-03-21","VLA"
"10","2020-03-21","VLA"
"45","2020-03-21","WAL"
"33","2020-03-21","WAL"
"15","2020-03-21","VLA"
"5","2020-03-21","WAL"
"2","2020-03-21","VLA"
"20","2020-03-21","WAL"
"5","2020-03-21","WAL"
"6","2020-03-22","WAL"
"0","2020-03-22","VLA"
"0","2020-03-22","VLA"
"3","2020-03-22","WAL"
"2","2020-03-22","VLA"
"13","2020-03-22","WAL"
"4","2020-03-22","BRU"
"10","2020-03-22","VLA"
"16","2020-03-22","WAL"
"12","2020-03-22","WAL"
"2","2020-03-22","VLA"
"12","2020-03-22","VLA"
"12","2020-03-22","VLA"
"7","2020-03-22","VLA"
"2","2020-03-22","BRU"
"10","2020-03-22","VLA"
"15","2020-03-22","WAL"
"4","2020-03-22","BRU"
"3","2020-03-22","VLA"
"1","2020-03-22","VLA"
"2","2020-03-22","WAL"
"2","2020-03-22","WAL"
"50","2020-03-22","VLA"
"0","2020-03-22","VLA"
"7","2020-03-22","VLA"
"2","2020-03-22","VLA"
"4","2020-03-22","WAL"
"8","2020-03-22","BRU"
"2","2020-03-22","WAL"
"0","2020-03-22","VLA"
"3","2020-03-22","WAL"
"1","2020-03-22","VLA"
"3","2020-03-22","VLA"
"7","2020-03-22","BRU"
"4","2020-03-22","WAL"
"2","2020-03-22","VLA"
"10","2020-03-22","VLA"
"2","2020-03-22","VLA"
"0","2020-03-22","VLA"
"1","2020-03-22","WAL"
"2","2020-03-22","VLA"
"8","2020-03-22","VLA"
"10","2020-03-22","VLA"
"5","2020-03-22","VLA"
"3","2020-03-22","BRU"
"6","2020-03-22","BRU"
"1","2020-03-22","WAL"
"4","2020-03-22","VLA"
"7","2020-03-22","WAL"
"2","2020-03-22","VLA"
"0","2020-03-22","VLA"
"3","2020-03-22","BRU"
"2","2020-03-22","WAL"
"0","2020-03-22","VLA"
"15","2020-03-23","VLA"
"24","2020-03-23","VLA"
"5","2020-03-23","VLA"
"24","2020-03-23","BRU"
"15","2020-03-23","VLA"
"6","2020-03-23","VLA"
"52","2020-03-23","VLA"
"12","2020-03-23","BRU"
"27","2020-03-23","WAL"
"21","2020-03-23","VLA"
"20","2020-03-23","VLA"
"11","2020-03-23","VLA"
"27","2020-03-23","VLA"
"80","2020-03-23","VLA"
"9","2020-03-23","VLA"
"32","2020-03-23","WAL"
"118","2020-03-23","VLA"
"26","2020-03-23","VLA"
"25","2020-03-23","VLA"
"13","2020-03-23","VLA"
"35","2020-03-23","VLA"
"35","2020-03-23","WAL"
"63","2020-03-23","WAL"
"13","2020-03-23","VLA"
"58","2020-03-23","WAL"
"40","2020-03-23","VLA"
"45","2020-03-23","WAL"
"30","2020-03-23","VLA"
"25","2020-03-23","VLA"
"68","2020-03-23","BRU"
"54","2020-03-23","WAL"
"18","2020-03-23","BRU"
"30","2020-03-23","VLA"
"10","2020-03-23","VLA"
"37","2020-03-23","VLA"
"38","2020-03-23","VLA"
"32","2020-03-23","VLA"
"20","2020-03-23","VLA"
"30","2020-03-23","VLA"
"93","2020-03-23","WAL"
"37","2020-03-23","VLA"
"65","2020-03-23","VLA"
"36","2020-03-23","VLA"
"20","2020-03-23","VLA"
"58","2020-03-23","VLA"
"13","2020-03-23","VLA"
"25","2020-03-23","VLA"
"15","2020-03-23","VLA"
"30","2020-03-23","WAL"
"12","2020-03-23","VLA"
"2","2020-03-23","VLA"
"21","2020-03-23","WAL"
"11","2020-03-23","VLA"
"3","2020-03-23","VLA"
"32","2020-03-23","VLA"
"5","2020-03-23","VLA"
"26","2020-03-23","WAL"
"24","2020-03-23","VLA"
"19","2020-03-23","WAL"
"30","2020-03-23","VLA"
"3","2020-03-23","VLA"
"16","2020-03-23","VLA"
"70","2020-03-23","VLA"
"16","2020-03-23","VLA"
"46","2020-03-23","WAL"
"18","2020-03-23","VLA"
"11","2020-03-23","VLA"
"46","2020-03-23","VLA"
"10","2020-03-23","VLA"
"66","2020-03-23","WAL"
"16","2020-03-23","VLA"
"12","2020-03-23","VLA"
"26","2020-03-23","BRU"
"20","2020-03-23","VLA"
"20","2020-03-23","VLA"
"26","2020-03-23","VLA"
"19","2020-03-23","VLA"
"8","2020-03-23","VLA"
"12","2020-03-23","BRU"
"0","2020-03-23","VLA"
"13","2020-03-23","VLA"
"30","2020-03-23","VLA"
"113","2020-03-23","VLA"
"21","2020-03-23","VLA"
"84","2020-03-23","WAL"
"45","2020-03-23","VLA"
"26","2020-03-23","VLA"
"31","2020-03-23","BRU"
"90","2020-03-23","WAL"
"24","2020-03-23","VLA"
"14","2020-03-23","VLA"
"18","2020-03-23","WAL"
"16","2020-03-23","WAL"
"10","2020-03-23","VLA"
"16","2020-03-23","VLA"
"25","2020-03-23","VLA"
"64","2020-03-23","VLA"
"40","2020-03-23","VLA"
"30","2020-03-23","VLA"
"31","2020-03-23","VLA"
"44","2020-03-23","VLA"
"37","2020-03-23","VLA"
"17","2020-03-23","VLA"
"4","2020-03-23","VLA"
"7","2020-03-23","VLA"
"13","2020-03-23","VLA"
"17","2020-03-23","VLA"
"12","2020-03-23","VLA"
"30","2020-03-23","VLA"
"40","2020-03-23","WAL"
"52","2020-03-23","WAL"
"126","2020-03-23","VLA"
"27","2020-03-23","WAL"
