"cd_pharmacy_patient_warranty","d_completed","cd_regio"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","BRU"
"1","2020-03-26","BRU"
"1","2020-03-26","BRU"
"1","2020-03-26","BRU"
"1","2020-03-26","BRU"
"1","2020-03-26","BRU"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","WAL"
"1","2020-03-26","VLA"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"1","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","VLA"
"2","2020-03-26","WAL"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","BRU"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","WAL"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26",""
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"3","2020-03-26","BRU"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","BRU"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"Zieke patiënten negeren nog steeds de affiches om niet in APO te komen!","2020-03-26","VLA"
"instagram en facebook worden ingeschakeld om contact te houden met de patiënten, ook whatsapp","2020-03-26","VLA"
"logistieke ondersteuning triagepost huisartsen","2020-03-26","VLA"
"personeel werkt in gescheiden schiften","2020-03-26","VLA"
"speciaal een betaalapp opgemaakt, dat we thuis kunnen leveren, nadat ze betaald hebben","2020-03-26","VLA"
"thuisleveringen, enkel in brievenbus, betaling via overschrijving","2020-03-26","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","VLA"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","VLA"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","BRU"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","BRU"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
