"nr_num_consultations_phys","d_completed","cd_regio"
"12","2020-03-20","VLA"
"8","2020-03-20","VLA"
"38","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"4","2020-03-20","VLA"
"6","2020-03-20","VLA"
"4","2020-03-20","VLA"
"15","2020-03-20","VLA"
"0","2020-03-20","VLA"
"11","2020-03-20","VLA"
"2","2020-03-20","VLA"
"9","2020-03-20","VLA"
"40","2020-03-20","VLA"
"13","2020-03-20","VLA"
"3","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","BRU"
"36","2020-03-20","WAL"
"10","2020-03-20","BRU"
"2","2020-03-20","WAL"
"0","2020-03-20","VLA"
"1","2020-03-20","VLA"
"3","2020-03-20","VLA"
"0","2020-03-20","WAL"
"10","2020-03-20","VLA"
"38","2020-03-20","VLA"
"37","2020-03-20","VLA"
"11","2020-03-20","VLA"
"5","2020-03-20","WAL"
"6","2020-03-20","VLA"
"7","2020-03-20","VLA"
"4","2020-03-20","VLA"
"2","2020-03-20","WAL"
"4","2020-03-20","VLA"
"12","2020-03-20","BRU"
"0","2020-03-20","BRU"
"8","2020-03-20","WAL"
"2","2020-03-20","VLA"
"13","2020-03-20","VLA"
"8","2020-03-20","VLA"
"5","2020-03-20","VLA"
"5","2020-03-20","VLA"
"12","2020-03-20","VLA"
"0","2020-03-20","WAL"
"10","2020-03-20","VLA"
"5","2020-03-20","VLA"
"9","2020-03-20","VLA"
"29","2020-03-20","VLA"
"4","2020-03-20","WAL"
"3","2020-03-20","VLA"
"5","2020-03-20","WAL"
"12","2020-03-20","VLA"
"5","2020-03-20","VLA"
"1","2020-03-20","WAL"
"1","2020-03-20","VLA"
"25","2020-03-20","VLA"
"5","2020-03-20","VLA"
"25","2020-03-20","VLA"
"3","2020-03-20","VLA"
"12","2020-03-20","VLA"
"30","2020-03-20","VLA"
"0","2020-03-20","WAL"
"9","2020-03-20","BRU"
"18","2020-03-20","VLA"
"10","2020-03-20","VLA"
"1","2020-03-20","VLA"
"15","2020-03-20","VLA"
"20","2020-03-20","VLA"
"14","2020-03-20","BRU"
"3","2020-03-20","VLA"
"4","2020-03-20","VLA"
"4","2020-03-20","VLA"
"10","2020-03-20","WAL"
"7","2020-03-20","WAL"
"9","2020-03-20","WAL"
"7","2020-03-20","VLA"
"19","2020-03-20","VLA"
"0","2020-03-20","VLA"
"3","2020-03-20","VLA"
"6","2020-03-20","VLA"
"18","2020-03-20","VLA"
"11","2020-03-20","VLA"
"3","2020-03-20","VLA"
"6","2020-03-20","VLA"
"7","2020-03-20","VLA"
"3","2020-03-20","BRU"
"4","2020-03-20","VLA"
"5","2020-03-20","VLA"
"15","2020-03-20","VLA"
"3","2020-03-20","VLA"
"7","2020-03-20","BRU"
"5","2020-03-20","VLA"
"0","2020-03-20","VLA"
"3","2020-03-20","WAL"
"3","2020-03-20","BRU"
"14","2020-03-20","VLA"
"5","2020-03-20","VLA"
"7","2020-03-20","WAL"
"4","2020-03-20","WAL"
"8","2020-03-20","VLA"
"35","2020-03-20","VLA"
"1","2020-03-20","WAL"
"8","2020-03-20","VLA"
"24","2020-03-20","VLA"
"20","2020-03-20","VLA"
"0","2020-03-20","VLA"
"0","2020-03-20","WAL"
"0","2020-03-20","VLA"
"1","2020-03-20","BRU"
"2","2020-03-20","WAL"
"15","2020-03-20","BRU"
"6","2020-03-20","VLA"
"7","2020-03-20","VLA"
"4","2020-03-20","VLA"
"2","2020-03-20","WAL"
"5","2020-03-20","VLA"
"2","2020-03-20","BRU"
"12","2020-03-20","VLA"
"6","2020-03-20","WAL"
"4","2020-03-20","VLA"
"2","2020-03-20","VLA"
"0","2020-03-20","BRU"
"22","2020-03-20","VLA"
"10","2020-03-20","VLA"
"5","2020-03-20","VLA"
"6","2020-03-20","VLA"
"6","2020-03-20","VLA"
"5","2020-03-20","VLA"
"6","2020-03-20","VLA"
"16","2020-03-20","VLA"
"3","2020-03-20","WAL"
"3","2020-03-20","VLA"
"20","2020-03-20","VLA"
"20","2020-03-20","VLA"
"12","2020-03-20","VLA"
"2","2020-03-20","WAL"
"1","2020-03-20","VLA"
"1","2020-03-20","VLA"
"5","2020-03-20","BRU"
"10","2020-03-20","VLA"
"15","2020-03-20","VLA"
"2","2020-03-20","WAL"
"6","2020-03-20","VLA"
"3","2020-03-20","VLA"
"7","2020-03-20","VLA"
"12","2020-03-20","VLA"
"5","2020-03-20","VLA"
"40","2020-03-20","VLA"
"11","2020-03-20","VLA"
"3","2020-03-20","VLA"
"1","2020-03-20","BRU"
"3","2020-03-20","WAL"
"7","2020-03-20","BRU"
"36","2020-03-20","VLA"
"10","2020-03-20","VLA"
"7","2020-03-20","VLA"
"15","2020-03-20","VLA"
"9","2020-03-20","VLA"
"4","2020-03-20","WAL"
"10","2020-03-20","VLA"
"17","2020-03-20","VLA"
"1","2020-03-20","WAL"
"5","2020-03-20","WAL"
"10","2020-03-20","VLA"
"9","2020-03-20","WAL"
"1","2020-03-20","WAL"
"0","2020-03-20","WAL"
"7","2020-03-20","BRU"
"7","2020-03-20","VLA"
"27","2020-03-20","VLA"
"4","2020-03-20","VLA"
"18","2020-03-20","WAL"
"1","2020-03-20","WAL"
"6","2020-03-20","VLA"
"8","2020-03-20","VLA"
"10","2020-03-20","VLA"
"8","2020-03-20","VLA"
"6","2020-03-20","VLA"
"10","2020-03-20","VLA"
"11","2020-03-20","BRU"
"40","2020-03-20","VLA"
"18","2020-03-20","VLA"
"10","2020-03-20","VLA"
"5","2020-03-20","WAL"
"1","2020-03-20","WAL"
"11","2020-03-20","VLA"
"3","2020-03-20","WAL"
"19","2020-03-20","VLA"
"0","2020-03-20","WAL"
"7","2020-03-20","VLA"
"1","2020-03-20","WAL"
"11","2020-03-20","WAL"
"6","2020-03-20","WAL"
"8","2020-03-20","VLA"
"1","2020-03-20","WAL"
"3","2020-03-20","WAL"
"12","2020-03-20","VLA"
"16","2020-03-20","VLA"
"4","2020-03-20","VLA"
"30","2020-03-20","VLA"
"6","2020-03-20","VLA"
"3","2020-03-20","WAL"
"16","2020-03-20","VLA"
"25","2020-03-20","VLA"
"32","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","WAL"
"0","2020-03-20","VLA"
"4","2020-03-20","WAL"
"8","2020-03-20","VLA"
"22","2020-03-20","VLA"
"13","2020-03-20","VLA"
"12","2020-03-20","VLA"
"10","2020-03-20","VLA"
"18","2020-03-20","VLA"
"14","2020-03-20","VLA"
"6","2020-03-20","VLA"
"6","2020-03-20","VLA"
"5","2020-03-20","VLA"
"12","2020-03-20","VLA"
"21","2020-03-20","VLA"
"12","2020-03-20","WAL"
"10","2020-03-20","BRU"
"8","2020-03-20","VLA"
"38","2020-03-20","VLA"
"11","2020-03-20","VLA"
"11","2020-03-20","VLA"
"14","2020-03-20","VLA"
"15","2020-03-20","VLA"
"0","2020-03-20","WAL"
"24","2020-03-20","VLA"
"10","2020-03-20","VLA"
"6","2020-03-20","VLA"
"24","2020-03-20","VLA"
"9","2020-03-20","VLA"
"12","2020-03-20","VLA"
"20","2020-03-20","VLA"
"20","2020-03-20","VLA"
"8","2020-03-20","WAL"
"5","2020-03-20","WAL"
"1","2020-03-20","VLA"
"6","2020-03-20","VLA"
"19","2020-03-20","VLA"
"24","2020-03-20","VLA"
"2","2020-03-20","VLA"
"0","2020-03-20","BRU"
"25","2020-03-20","VLA"
"20","2020-03-20","VLA"
"6","2020-03-20","VLA"
"7","2020-03-20","VLA"
"6","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","WAL"
"6","2020-03-20","VLA"
"8","2020-03-20","VLA"
"17","2020-03-20","VLA"
"0","2020-03-20","WAL"
"8","2020-03-20","VLA"
"3","2020-03-20","WAL"
"1","2020-03-20","VLA"
"5","2020-03-20","WAL"
"19","2020-03-20","VLA"
"9","2020-03-20","VLA"
"15","2020-03-20","VLA"
"6","2020-03-20","WAL"
"1","2020-03-20","VLA"
"0","2020-03-20","WAL"
"15","2020-03-20","VLA"
"18","2020-03-20","VLA"
"14","2020-03-20","VLA"
"5","2020-03-20","VLA"
"14","2020-03-20","VLA"
"2","2020-03-20","VLA"
"1","2020-03-20","BRU"
"4","2020-03-20","VLA"
"23","2020-03-20","VLA"
"18","2020-03-20","VLA"
"0","2020-03-20","WAL"
"8","2020-03-20","VLA"
"4","2020-03-20","VLA"
"6","2020-03-20","VLA"
"11","2020-03-20","BRU"
"8","2020-03-20","WAL"
"21","2020-03-20","VLA"
"1","2020-03-20","VLA"
"5","2020-03-20","VLA"
"19","2020-03-20","VLA"
"18","2020-03-20","VLA"
"8","2020-03-20","VLA"
"8","2020-03-20","VLA"
"3","2020-03-20","WAL"
"11","2020-03-20","VLA"
"4","2020-03-20","WAL"
"41","2020-03-20","VLA"
"6","2020-03-20","WAL"
"11","2020-03-20","WAL"
"10","2020-03-20","VLA"
"6","2020-03-20","VLA"
"0","2020-03-20","VLA"
"14","2020-03-20","WAL"
"5","2020-03-20","WAL"
"16","2020-03-20","VLA"
"12","2020-03-20","VLA"
"15","2020-03-20","VLA"
"1","2020-03-20","BRU"
"4","2020-03-20","VLA"
"10","2020-03-20","VLA"
"5","2020-03-20","VLA"
"1","2020-03-20","WAL"
"7","2020-03-20","VLA"
"10","2020-03-20","VLA"
"15","2020-03-20","VLA"
"2","2020-03-20","WAL"
"37","2020-03-20","VLA"
"1","2020-03-20","WAL"
"4","2020-03-20","VLA"
"19","2020-03-20","VLA"
"16","2020-03-20","WAL"
"5","2020-03-20","VLA"
"4","2020-03-20","VLA"
"15","2020-03-20","VLA"
"6","2020-03-20","VLA"
"6","2020-03-20","VLA"
"0","2020-03-20","WAL"
"6","2020-03-20","VLA"
"9","2020-03-20","VLA"
"8","2020-03-20","VLA"
"8","2020-03-20","WAL"
"4","2020-03-20","WAL"
"18","2020-03-20","VLA"
"15","2020-03-20","VLA"
"5","2020-03-20","VLA"
"21","2020-03-20","VLA"
"0","2020-03-20","VLA"
"12","2020-03-20","VLA"
"13","2020-03-20","VLA"
"3","2020-03-20","VLA"
"8","2020-03-20","VLA"
"0","2020-03-20","WAL"
"8","2020-03-20","VLA"
"60","2020-03-20","VLA"
"2","2020-03-20","WAL"
"0","2020-03-20","BRU"
"5","2020-03-20","VLA"
"0","2020-03-20","WAL"
"10","2020-03-20","VLA"
"13","2020-03-20","VLA"
"9","2020-03-20","VLA"
"14","2020-03-20","VLA"
"2","2020-03-20","BRU"
"11","2020-03-20","VLA"
"5","2020-03-20","VLA"
"3","2020-03-20","WAL"
"0","2020-03-20","VLA"
"0","2020-03-20","VLA"
"9","2020-03-20","WAL"
"0","2020-03-20","WAL"
"10","2020-03-20","BRU"
"0","2020-03-20","VLA"
"1","2020-03-20","VLA"
"6","2020-03-20","VLA"
"25","2020-03-20","BRU"
"4","2020-03-20","VLA"
"3","2020-03-20","WAL"
"1","2020-03-20","WAL"
"8","2020-03-20","VLA"
"4","2020-03-20","VLA"
"9","2020-03-20","VLA"
"15","2020-03-20","VLA"
"7","2020-03-20","VLA"
"26","2020-03-20","VLA"
"1","2020-03-20","BRU"
"12","2020-03-20","VLA"
"9","2020-03-20","VLA"
"2","2020-03-20","VLA"
"2","2020-03-20","BRU"
"8","2020-03-20","VLA"
"3","2020-03-20","VLA"
"19","2020-03-20","VLA"
"4","2020-03-20","VLA"
"15","2020-03-20","VLA"
"0","2020-03-20","WAL"
"2","2020-03-20","BRU"
"2","2020-03-20","VLA"
"4","2020-03-20","VLA"
"17","2020-03-20","VLA"
"15","2020-03-20","WAL"
"2","2020-03-20","WAL"
"9","2020-03-20","BRU"
"8","2020-03-20","BRU"
"1","2020-03-20","BRU"
"10","2020-03-20","WAL"
"0","2020-03-20","VLA"
"3","2020-03-20","VLA"
"11","2020-03-20","VLA"
"2","2020-03-20","VLA"
"11","2020-03-20","VLA"
"1","2020-03-20","BRU"
"4","2020-03-20","VLA"
"0","2020-03-20","WAL"
"12","2020-03-20","VLA"
"30","2020-03-20","VLA"
"1","2020-03-20","VLA"
"43","2020-03-20","VLA"
"10","2020-03-20","VLA"
"5","2020-03-20","VLA"
"4","2020-03-20","WAL"
"4","2020-03-20","VLA"
"10","2020-03-20","WAL"
"3","2020-03-20","WAL"
"16","2020-03-20","VLA"
"4","2020-03-20","WAL"
"0","2020-03-20","WAL"
"3","2020-03-20","VLA"
"3","2020-03-20","VLA"
"2","2020-03-20","WAL"
"10","2020-03-20","VLA"
"5","2020-03-20","VLA"
"1","2020-03-20","VLA"
"5","2020-03-20","VLA"
"12","2020-03-20","VLA"
"5","2020-03-20","WAL"
"15","2020-03-20","VLA"
"0","2020-03-20","WAL"
"0","2020-03-20","BRU"
"4","2020-03-20","VLA"
"1","2020-03-20","WAL"
"16","2020-03-20","WAL"
"25","2020-03-20","VLA"
"24","2020-03-20","VLA"
"14","2020-03-20","VLA"
"10","2020-03-20","VLA"
"16","2020-03-20","VLA"
"0","2020-03-20","WAL"
"0","2020-03-20","VLA"
"15","2020-03-20","VLA"
"1","2020-03-20","BRU"
"6","2020-03-20","VLA"
"2","2020-03-20","VLA"
"15","2020-03-20","WAL"
"3","2020-03-20","VLA"
"1","2020-03-20","WAL"
"12","2020-03-20","VLA"
"3","2020-03-20","VLA"
"44","2020-03-20","VLA"
"7","2020-03-20","WAL"
"10","2020-03-20","VLA"
"40","2020-03-20","VLA"
"3","2020-03-20","VLA"
"19","2020-03-20","VLA"
"6","2020-03-20","VLA"
"0","2020-03-20","VLA"
"4","2020-03-20","WAL"
"2","2020-03-20","VLA"
"5","2020-03-20","VLA"
"5","2020-03-20","VLA"
"1","2020-03-20","WAL"
"22","2020-03-20","VLA"
"18","2020-03-20","VLA"
"0","2020-03-20","WAL"
"17","2020-03-20","WAL"
"9","2020-03-20","VLA"
"10","2020-03-20","VLA"
"0","2020-03-20","VLA"
"0","2020-03-20","BRU"
"8","2020-03-20","VLA"
"20","2020-03-20","VLA"
"9","2020-03-20","VLA"
"30","2020-03-20","VLA"
"8","2020-03-20","VLA"
"5","2020-03-20","VLA"
"8","2020-03-20","VLA"
"3","2020-03-20","VLA"
"6","2020-03-20","VLA"
"10","2020-03-20","VLA"
"19","2020-03-20","VLA"
"0","2020-03-20","VLA"
"25","2020-03-20","VLA"
"10","2020-03-20","VLA"
"12","2020-03-20","VLA"
"7","2020-03-20","VLA"
"0","2020-03-20","VLA"
"8","2020-03-20","VLA"
"3","2020-03-20","VLA"
"4","2020-03-20","VLA"
"1","2020-03-20","VLA"
"15","2020-03-20","VLA"
"3","2020-03-20","VLA"
"12","2020-03-20","VLA"
"1","2020-03-20","WAL"
"32","2020-03-20","VLA"
"8","2020-03-20","VLA"
"0","2020-03-20","WAL"
"15","2020-03-20","VLA"
"8","2020-03-20","WAL"
"1","2020-03-20","WAL"
"30","2020-03-20","VLA"
"18","2020-03-20","VLA"
"30","2020-03-20","VLA"
"1","2020-03-20","WAL"
"8","2020-03-20","VLA"
"9","2020-03-20","VLA"
"8","2020-03-20","WAL"
"2","2020-03-20","VLA"
"0","2020-03-20","VLA"
"11","2020-03-20","VLA"
"4","2020-03-20","VLA"
"4","2020-03-20","VLA"
"2","2020-03-20","VLA"
"7","2020-03-20","VLA"
"22","2020-03-20","VLA"
"4","2020-03-20","WAL"
"6","2020-03-20","VLA"
"12","2020-03-20","VLA"
"3","2020-03-20","BRU"
"1","2020-03-20","WAL"
"0","2020-03-20","VLA"
"7","2020-03-20","WAL"
"14","2020-03-20","VLA"
"3","2020-03-20","WAL"
"4","2020-03-20","WAL"
"6","2020-03-20","VLA"
"5","2020-03-20","VLA"
"10","2020-03-20","WAL"
"21","2020-03-20","VLA"
"13","2020-03-21","VLA"
"0","2020-03-21","WAL"
"5","2020-03-21","VLA"
"10","2020-03-21","WAL"
"5","2020-03-21","BRU"
"2","2020-03-21","WAL"
"2","2020-03-21","VLA"
"2","2020-03-21","VLA"
"26","2020-03-21","VLA"
"0","2020-03-21","WAL"
"6","2020-03-21","VLA"
"5","2020-03-21","VLA"
"3","2020-03-21","WAL"
"3","2020-03-21","VLA"
"8","2020-03-21","VLA"
"3","2020-03-21","VLA"
"0","2020-03-21","BRU"
"0","2020-03-21","BRU"
"5","2020-03-21","BRU"
"9","2020-03-21","VLA"
"0","2020-03-21","VLA"
"0","2020-03-21","WAL"
"1","2020-03-21","VLA"
"20","2020-03-21","VLA"
"4","2020-03-21","VLA"
"18","2020-03-21","VLA"
"0","2020-03-21","VLA"
"5","2020-03-21","VLA"
"8","2020-03-21","WAL"
"2","2020-03-21","BRU"
"5","2020-03-21","VLA"
"4","2020-03-21","WAL"
"0","2020-03-21","WAL"
"2","2020-03-21","VLA"
"0","2020-03-21","VLA"
"5","2020-03-21","VLA"
"9","2020-03-21","VLA"
"0","2020-03-21","WAL"
"0","2020-03-21","WAL"
"4","2020-03-21","WAL"
"12","2020-03-21","VLA"
"22","2020-03-21","VLA"
"30","2020-03-21","VLA"
"8","2020-03-21","WAL"
"4","2020-03-21","WAL"
"8","2020-03-21","VLA"
"8","2020-03-21","VLA"
"5","2020-03-21","VLA"
"14","2020-03-21","VLA"
"0","2020-03-21","VLA"
"3","2020-03-21","VLA"
"10","2020-03-21","VLA"
"1","2020-03-21","VLA"
"7","2020-03-21","VLA"
"3","2020-03-21","VLA"
"2","2020-03-21","WAL"
"10","2020-03-21","VLA"
"3","2020-03-21","VLA"
"6","2020-03-21","VLA"
"0","2020-03-21","WAL"
"0","2020-03-21","WAL"
"5","2020-03-21","VLA"
"4","2020-03-21","WAL"
"1","2020-03-21","VLA"
"0","2020-03-21","WAL"
"10","2020-03-21","VLA"
"3","2020-03-21","WAL"
"0","2020-03-21","WAL"
"0","2020-03-21","WAL"
"0","2020-03-21","WAL"
"8","2020-03-21","VLA"
"10","2020-03-21","VLA"
"10","2020-03-21","WAL"
"4","2020-03-21","WAL"
"20","2020-03-21","WAL"
"4","2020-03-21","VLA"
"0","2020-03-21","WAL"
"0","2020-03-21","BRU"
"0","2020-03-21","VLA"
"1","2020-03-21","WAL"
"2","2020-03-21","VLA"
"10","2020-03-21","WAL"
"1","2020-03-21","VLA"
"2","2020-03-21","WAL"
"1","2020-03-21","VLA"
"5","2020-03-21","WAL"
"28","2020-03-21","VLA"
"2","2020-03-21","BRU"
"0","2020-03-21","VLA"
"5","2020-03-21","VLA"
"4","2020-03-21","VLA"
"11","2020-03-21","WAL"
"10","2020-03-21","VLA"
"10","2020-03-21","WAL"
"18","2020-03-21","VLA"
"0","2020-03-21","WAL"
"33","2020-03-21","VLA"
"0","2020-03-22","WAL"
"0","2020-03-22","BRU"
"0","2020-03-22","WAL"
"2","2020-03-22","WAL"
"0","2020-03-22","VLA"
"15","2020-03-22","VLA"
"0","2020-03-22","VLA"
"0","2020-03-22","BRU"
"0","2020-03-22","VLA"
"11","2020-03-22","VLA"
"1","2020-03-22","WAL"
"1","2020-03-22","WAL"
"19","2020-03-22","VLA"
"0","2020-03-22","BRU"
"0","2020-03-22","BRU"
"1","2020-03-22","WAL"
"1","2020-03-22","VLA"
"3","2020-03-22","VLA"
"0","2020-03-22","VLA"
"0","2020-03-22","VLA"
"1","2020-03-22","VLA"
"0","2020-03-22","VLA"
"0","2020-03-22","WAL"
"5","2020-03-22","VLA"
"0","2020-03-22","WAL"
"2","2020-03-22","VLA"
"25","2020-03-22","VLA"
"1","2020-03-22","VLA"
"0","2020-03-22","WAL"
"0","2020-03-22","BRU"
"12","2020-03-22","VLA"
"20","2020-03-22","VLA"
"5","2020-03-22","WAL"
"0","2020-03-22","WAL"
"0","2020-03-22","VLA"
"0","2020-03-22","WAL"
"0","2020-03-22","WAL"
"0","2020-03-22","VLA"
"2","2020-03-22","VLA"
"2","2020-03-22","VLA"
"0","2020-03-22","WAL"
"1","2020-03-22","VLA"
"0","2020-03-22","WAL"
"0","2020-03-22","VLA"
"0","2020-03-22","WAL"
"0","2020-03-22","BRU"
"0","2020-03-22","VLA"
"0","2020-03-22","BRU"
"2","2020-03-22","VLA"
"2","2020-03-22","VLA"
"0","2020-03-22","BRU"
"0","2020-03-22","VLA"
"0","2020-03-22","VLA"
"1","2020-03-22","VLA"
"14","2020-03-23","VLA"
"10","2020-03-23","VLA"
"75","2020-03-23","VLA"
"31","2020-03-23","VLA"
"108","2020-03-23","VLA"
"2","2020-03-23","WAL"
"12","2020-03-23","VLA"
"0","2020-03-23","WAL"
"7","2020-03-23","VLA"
"12","2020-03-23","VLA"
"50","2020-03-23","VLA"
"6","2020-03-23","WAL"
"0","2020-03-23","VLA"
"8","2020-03-23","VLA"
"0","2020-03-23","WAL"
"1","2020-03-23","BRU"
"53","2020-03-23","VLA"
"40","2020-03-23","VLA"
"12","2020-03-23","VLA"
"21","2020-03-23","VLA"
"8","2020-03-23","VLA"
"10","2020-03-23","VLA"
"25","2020-03-23","VLA"
"90","2020-03-23","VLA"
"7","2020-03-23","VLA"
"2","2020-03-23","WAL"
"5","2020-03-23","VLA"
"5","2020-03-23","VLA"
"6","2020-03-23","VLA"
"34","2020-03-23","VLA"
"2","2020-03-23","VLA"
"20","2020-03-23","VLA"
"1","2020-03-23","VLA"
"0","2020-03-23","VLA"
"22","2020-03-23","VLA"
"3","2020-03-23","WAL"
"0","2020-03-23","BRU"
"12","2020-03-23","VLA"
"5","2020-03-23","WAL"
"12","2020-03-23","VLA"
"7","2020-03-23","BRU"
"17","2020-03-23","VLA"
"5","2020-03-23","VLA"
"31","2020-03-23","VLA"
"24","2020-03-23","VLA"
"4","2020-03-23","WAL"
"5","2020-03-23","VLA"
"2","2020-03-23","VLA"
"23","2020-03-23","VLA"
"2","2020-03-23","WAL"
"0","2020-03-23","VLA"
"39","2020-03-23","VLA"
"38","2020-03-23","VLA"
"19","2020-03-23","VLA"
"8","2020-03-23","VLA"
"9","2020-03-23","VLA"
"36","2020-03-23","VLA"
"6","2020-03-23","WAL"
"16","2020-03-23","VLA"
"15","2020-03-23","VLA"
"5","2020-03-23","VLA"
"25","2020-03-23","VLA"
"4","2020-03-23","WAL"
"35","2020-03-23","VLA"
"1","2020-03-23","VLA"
"3","2020-03-23","WAL"
"0","2020-03-23","BRU"
"14","2020-03-23","BRU"
"10","2020-03-23","VLA"
"15","2020-03-23","VLA"
"10","2020-03-23","VLA"
"2","2020-03-23","WAL"
"37","2020-03-23","VLA"
"3","2020-03-23","WAL"
"18","2020-03-23","VLA"
"20","2020-03-23","VLA"
"8","2020-03-23","BRU"
"23","2020-03-23","VLA"
"30","2020-03-23","VLA"
"0","2020-03-23","VLA"
"10","2020-03-23","VLA"
"2","2020-03-23","VLA"
"0","2020-03-23","VLA"
"12","2020-03-23","VLA"
"32","2020-03-23","VLA"
"9","2020-03-23","WAL"
"39","2020-03-23","VLA"
"6","2020-03-23","VLA"
"7","2020-03-23","WAL"
"5","2020-03-23","VLA"
"27","2020-03-23","VLA"
"12","2020-03-23","VLA"
"33","2020-03-23","VLA"
"7","2020-03-23","WAL"
"1","2020-03-23","VLA"
"7","2020-03-23","WAL"
"26","2020-03-23","VLA"
"15","2020-03-23","VLA"
"13","2020-03-23","VLA"
"58","2020-03-23","VLA"
"0","2020-03-23","WAL"
"0","2020-03-23","BRU"
"11","2020-03-23","VLA"
"15","2020-03-23","WAL"
"11","2020-03-23","VLA"
"12","2020-03-23","VLA"
"7","2020-03-23","VLA"
"9","2020-03-23","VLA"
"2","2020-03-23","VLA"
"10","2020-03-23","WAL"
"0","2020-03-23","WAL"
"23","2020-03-23","VLA"
"9","2020-03-23","VLA"
