"cd_pharmacy_measures","d_completed","cd_regio"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","BRU"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","WAL"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","WAL"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","BRU"
"5","2020-03-26","BRU"
"5","2020-03-26","BRU"
"5","2020-03-26","BRU"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","WAL"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26",""
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","WAL"
"6","2020-03-26","WAL"
"6","2020-03-26","WAL"
"6","2020-03-26","WAL"
"6","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","WAL"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26",""
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","WAL"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","BRU"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","WAL"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"7","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","WAL"
"8","2020-03-26","BRU"
"8","2020-03-26","BRU"
"8","2020-03-26","VLA"
"8","2020-03-26",""
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","BRU"
"8","2020-03-26","BRU"
"8","2020-03-26","BRU"
"8","2020-03-26","BRU"
"8","2020-03-26","BRU"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","VLA"
"8","2020-03-26","WAL"
"8","2020-03-26","WAL"
"8","2020-03-26","WAL"
"8","2020-03-26","WAL"
"8","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","BRU"
"9","2020-03-26","BRU"
"9","2020-03-26","BRU"
"9","2020-03-26","BRU"
"9","2020-03-26","BRU"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"9","2020-03-26","BRU"
"9","2020-03-26","BRU"
"9","2020-03-26","BRU"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","WAL"
"9","2020-03-26","VLA"
"9","2020-03-26","VLA"
"Les patients ne rentrent plus dans la pharmacie. Guichet aménagé dans l'ouverture de la porte","2020-03-26","WAL"
"Mouchoirs en papier mis à disposition pour l'utilisation du bancontact","2020-03-26","WAL"
"Rekken gedeeltelijk afgesloten daar waar mogelijk is.","2020-03-26","VLA"
"We dragen een spathelm","2020-03-26","VLA"
"We verluchten regelmatig de ruimte","2020-03-26","VLA"
"alles staat achter plexiglas in de publieke ruimte","2020-03-26","VLA"
"continue aanbreng van verse lucht.","2020-03-26","VLA"
"nous donnons des coton tiges pour taper le code sur le bancontact.","2020-03-26","WAL"
"raken geen gsmtoestellen aan, ozontoestel in de apotheek","2020-03-26","VLA"
"stand alone bancontact voor thuislevering","2020-03-26","VLA"
"travil avec le guichet de garde","2020-03-26","BRU"
"verdampen van essentiel eontsmettende olien","2020-03-26","VLA"
"voorschriften of afhaalbon/ kaarten worden niet aangeraakt. Bev gaan recht naar de vuilnisbak.","2020-03-26","VLA"
"we scannen voorschriften, maar raken ze niet aan. Patienten leggen ze nadien zelf in een mandje naast de toog. Die controleren we na 3 dagen","2020-03-26","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","BRU"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","WAL"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","VLA"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","BRU"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","WAL"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","BRU"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"10","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","BRU"
"11","2020-03-27","BRU"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","VLA"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","VLA"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","WAL"
"11","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","WAL"
"12","2020-03-27","VLA"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","WAL"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","BRU"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
"12","2020-03-27","VLA"
