"cd_measures","d_completed","cd_regio"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","WAL"
"3","2020-03-25","WAL"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"3","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","WAL"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","BRU"
"4","2020-03-25","WAL"
"4","2020-03-25","BRU"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"4","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","BRU"
"5","2020-03-25","WAL"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","WAL"
"5","2020-03-25","WAL"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"5","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","WAL"
"6","2020-03-25","WAL"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","WAL"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","BRU"
"6","2020-03-25","BRU"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"6","2020-03-25","VLA"
"Alcohol gel","2020-03-25","VLA"
"Elke gezin heeft hun eigen afgesloten bak met medisch materiaal in.","2020-03-25","VLA"
"Ik ga niet van het ene gezin naar het andere ik probeer ze op aparte dagen te plannen zodat ik niet met dezelfde kleren,.. van het ene naar het andere gezin ga.","2020-03-25","VLA"
"TIjdens consultaties.. ontsmetten van tafel en stoel waar de zwangere vrouw op gezeten heeft/ klinken van deur worden telkens gedesinfecteerd","2020-03-25","VLA"
"Via social media (Facebook en instagram) meedelen","2020-03-25","VLA"
"Wegdoen per gezin, 1 zorgverlener per gezin","2020-03-25","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","VLA"
"1","2020-03-26","BRU"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"2","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"3","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"4","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"5","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"6","2020-03-26","VLA"
"We dragen beschermende kleding alleen bij klachten van client of een huisgenoot van client","2020-03-26","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"1","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"3","2020-03-27","VLA"
"3","2020-03-27","VLA"
"3","2020-03-27","VLA"
"3","2020-03-27","VLA"
"3","2020-03-27","VLA"
"3","2020-03-27","VLA"
"3","2020-03-27","VLA"
"3","2020-03-27","VLA"
"4","2020-03-27","VLA"
"4","2020-03-27","VLA"
"4","2020-03-27","VLA"
"4","2020-03-27","VLA"
"5","2020-03-27","VLA"
"5","2020-03-27","VLA"
"5","2020-03-27","VLA"
"6","2020-03-27","VLA"
"6","2020-03-27","VLA"
"6","2020-03-27","VLA"
"6","2020-03-27","VLA"
"6","2020-03-27","VLA"
"6","2020-03-27","VLA"
"6","2020-03-27","VLA"
"6","2020-03-27","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","WAL"
"1","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","WAL"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"3","2020-03-28","VLA"
"3","2020-03-28","VLA"
"3","2020-03-28","VLA"
"3","2020-03-28","VLA"
"3","2020-03-28","WAL"
"3","2020-03-28","VLA"
"3","2020-03-28","VLA"
"4","2020-03-28","VLA"
"4","2020-03-28","VLA"
"4","2020-03-28","WAL"
"4","2020-03-28","VLA"
"4","2020-03-28","VLA"
"4","2020-03-28","VLA"
"5","2020-03-28","VLA"
"5","2020-03-28","WAL"
"6","2020-03-28","WAL"
"6","2020-03-28","VLA"
"6","2020-03-28","VLA"
"6","2020-03-28","VLA"
"6","2020-03-28","VLA"
"6","2020-03-28","VLA"
"6","2020-03-28","VLA"
"1","2020-03-29","VLA"
"1","2020-03-29","VLA"
"2","2020-03-29","VLA"
"2","2020-03-29","VLA"
"2","2020-03-29","VLA"
"2","2020-03-29","VLA"
"2","2020-03-29","VLA"
"3","2020-03-29","VLA"
"3","2020-03-29","VLA"
"3","2020-03-29","VLA"
"3","2020-03-29","VLA"
"3","2020-03-29","VLA"
"4","2020-03-29","VLA"
"4","2020-03-29","VLA"
"4","2020-03-29","VLA"
"4","2020-03-29","VLA"
"6","2020-03-29","VLA"
"6","2020-03-29","VLA"
"6","2020-03-29","VLA"
"6","2020-03-29","VLA"
"6","2020-03-29","VLA"
"2","2020-03-30","VLA"
"3","2020-03-30","VLA"
"4","2020-03-30","VLA"
"6","2020-03-30","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"4","2020-04-01","VLA"
"5","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"na elk huisbezoek doe ik andere kleren aan","2020-04-01","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"5","2020-04-02","VLA"
"6","2020-04-02","VLA"
"6","2020-04-02","VLA"
"6","2020-04-02","VLA"
"6","2020-04-02","VLA"
"6","2020-04-02","VLA"
"6","2020-04-02","VLA"
"6","2020-04-02","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","BRU"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","BRU"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","BRU"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"3","2020-04-03","VLA"
"4","2020-04-03","VLA"
"4","2020-04-03","VLA"
"4","2020-04-03","VLA"
"4","2020-04-03","VLA"
"4","2020-04-03","VLA"
"4","2020-04-03","VLA"
"4","2020-04-03","VLA"
"4","2020-04-03","BRU"
"4","2020-04-03","VLA"
"4","2020-04-03","VLA"
"4","2020-04-03","VLA"
"5","2020-04-03","VLA"
"5","2020-04-03","VLA"
"5","2020-04-03","VLA"
"5","2020-04-03","BRU"
"5","2020-04-03","VLA"
"5","2020-04-03","VLA"
"5","2020-04-03","VLA"
"5","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","BRU"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"2","2020-04-04","VLA"
"3","2020-04-04","VLA"
"3","2020-04-04","VLA"
"4","2020-04-04","VLA"
"5","2020-04-04","VLA"
"6","2020-04-04","VLA"
"6","2020-04-04","VLA"
"2","2020-04-05","VLA"
"2","2020-04-05","VLA"
"3","2020-04-05","VLA"
"3","2020-04-05","VLA"
"4","2020-04-05","VLA"
"4","2020-04-05","VLA"
"6","2020-04-05","VLA"
"uitgebreide telefonische informatie, geen beschermkleding dus normale witte Tshirt en vuilzak als schort die na ieder patientencontact weggegooid wordt... GEEN beschermde armen !","2020-04-05","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"Ook bij start huisbezoek wassen en ontsmetten handen plus drogen met verse handdoek","2020-04-06","VLA"
"2","2020-04-07","VLA"
"2","2020-04-07","VLA"
"3","2020-04-07","VLA"
"3","2020-04-07","VLA"
"4","2020-04-07","VLA"
"4","2020-04-07","VLA"
"6","2020-04-07","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","BRU"
"1","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","BRU"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","BRU"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","BRU"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"4","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","BRU"
"5","2020-04-08","VLA"
"6","2020-04-08","BRU"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"6","2020-04-08","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
