"nr_num_consultations_phone","d_completed","cd_regio"
"0","2020-04-01","VLA"
"99","2020-04-01","VLA"
"0","2020-04-01","VLA"
"95","2020-04-01","VLA"
"10","2020-04-01","VLA"
"0","2020-04-01","VLA"
"600","2020-04-01","VLA"
"12","2020-04-01","VLA"
"0","2020-04-01","VLA"
"40","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"110","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"4","2020-04-01","VLA"
"25","2020-04-01","VLA"
"0","2020-04-01","VLA"
"15","2020-04-01","VLA"
"5","2020-04-01","VLA"
"0","2020-04-01","VLA"
"15","2020-04-01","VLA"
"0","2020-04-01","VLA"
"30","2020-04-01","VLA"
"25","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"82","2020-04-01","VLA"
"5","2020-04-01","VLA"
"30","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"3","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"5","2020-04-02","WAL"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"3","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"10","2020-04-02","VLA"
"18","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"20","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"20","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"10","2020-04-02","VLA"
"0","2020-04-02","VLA"
"14","2020-04-02","VLA"
"44","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"91","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"24","2020-04-02","VLA"
"20","2020-04-02","VLA"
"12","2020-04-03","VLA"
"10","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"15","2020-04-03","VLA"
"6","2020-04-03","VLA"
"0","2020-04-03","VLA"
"10","2020-04-03","WAL"
"4","2020-04-03","VLA"
"28","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"600","2020-04-03","VLA"
"0","2020-04-03","VLA"
"52","2020-04-03","VLA"
"22","2020-04-03","VLA"
"30","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"16","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"24","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"110","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"40","2020-04-04","VLA"
"0","2020-04-04","VLA"
"1","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"55","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"15","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"130","2020-04-04","VLA"
"0","2020-04-04","VLA"
"4","2020-04-04","VLA"
"0","2020-04-05","VLA"
"100","2020-04-05","VLA"
"0","2020-04-05","VLA"
"0","2020-04-05","VLA"
"0","2020-04-05","VLA"
"0","2020-04-05","VLA"
"0","2020-04-05","VLA"
"5","2020-04-05","WAL"
"2","2020-04-05","VLA"
"0","2020-04-05","VLA"
"0","2020-04-05","VLA"
"2","2020-04-06","WAL"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"10","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"22","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"74","2020-04-06","VLA"
"50","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"9","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"16","2020-04-06","VLA"
"106","2020-04-06","VLA"
"0","2020-04-06","VLA"
"6","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"74","2020-04-07","VLA"
"0","2020-04-07","VLA"
"3","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"400","2020-04-07","VLA"
"0","2020-04-07","VLA"
"40","2020-04-07","VLA"
"1","2020-04-07","WAL"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"10","2020-04-08","VLA"
"0","2020-04-08","VLA"
"10","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"33","2020-04-08","VLA"
"6","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"3","2020-04-09","VLA"
"9999","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"15","2020-04-09","VLA"
"16","2020-04-09","VLA"
"30","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"12","2020-04-09","VLA"
"6","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"20","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"3","2020-04-09","VLA"
"2","2020-04-09","VLA"
"0","2020-04-09","VLA"
"10","2020-04-09","VLA"
"0","2020-04-09","VLA"
"30","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"2","2020-04-09","WAL"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"30","2020-04-09","VLA"
"3","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-10","VLA"
"2","2020-04-10","WAL"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"33","2020-04-10","VLA"
"0","2020-04-10","VLA"
"21","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"68","2020-04-10","VLA"
"6","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"4","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"5","2020-04-10","VLA"
"35","2020-04-10","VLA"
"2","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-11","VLA"
"0","2020-04-11","VLA"
"0","2020-04-11","VLA"
"96","2020-04-11","VLA"
"1","2020-04-11","WAL"
"0","2020-04-11","VLA"
"5","2020-04-11","VLA"
"0","2020-04-11","VLA"
"47","2020-04-11","VLA"
"2","2020-04-11","VLA"
"0","2020-04-11","VLA"
"0","2020-04-11","VLA"
"0","2020-04-11","VLA"
"6","2020-04-11","VLA"
"1","2020-04-12","VLA"
"0","2020-04-12","VLA"
"0","2020-04-12","VLA"
"91","2020-04-12","VLA"
"0","2020-04-12","VLA"
"0","2020-04-12","VLA"
"0","2020-04-13","VLA"
"6","2020-04-13","VLA"
"105","2020-04-13","VLA"
"0","2020-04-13","VLA"
"0","2020-04-13","VLA"
"6","2020-04-13","VLA"
"0","2020-04-13","VLA"
"0","2020-04-13","VLA"
"40","2020-04-13","VLA"
"0","2020-04-13","VLA"
"0","2020-04-13","VLA"
"0","2020-04-13","VLA"
"0","2020-04-13","VLA"
"0","2020-04-13","VLA"
"0","2020-04-13","VLA"
"1","2020-04-13","VLA"
"20","2020-04-13","VLA"
"136","2020-04-13","VLA"
"30","2020-04-13","VLA"
"0","2020-04-13","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"7","2020-04-14","VLA"
"0","2020-04-14","VLA"
"8","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"3","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"35","2020-04-14","VLA"
"0","2020-04-14","VLA"
"34","2020-04-14","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"19","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"3","2020-04-15","VLA"
"0","2020-04-15","VLA"
"4","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"2","2020-04-15","VLA"
"40","2020-04-15","VLA"
"0","2020-04-15","VLA"
"12","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"9999","2020-04-15","VLA"
"0","2020-04-15","VLA"
"13","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"5","2020-04-15","VLA"
"2","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-16","VLA"
"11","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"15","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"34","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"2","2020-04-16","VLA"
"60","2020-04-16","VLA"
"0","2020-04-16","VLA"
"5","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"10","2020-04-16","VLA"
"00","2020-04-16","VLA"
"0","2020-04-16","VLA"
"4","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"10","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"28","2020-04-17","VLA"
"34","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","WAL"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"5","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"7","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"5","2020-04-17","VLA"
"0","2020-04-17","VLA"
"2","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"29","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-18","VLA"
"0","2020-04-18","VLA"
"2","2020-04-19","VLA"
"0","2020-04-19","VLA"
"0","2020-04-19","VLA"
"0","2020-04-19","VLA"
"0","2020-04-19","VLA"
"0","2020-04-19","VLA"
"50","2020-04-19","VLA"
"0","2020-04-19","VLA"
"0","2020-04-19","VLA"
"12","2020-04-19","VLA"
"27","2020-04-19","VLA"
"0","2020-04-19","VLA"
"0","2020-04-19","VLA"
"0","2020-04-19","VLA"
"79","2020-04-19","VLA"
"0","2020-04-19","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"9","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"1","2020-04-20","VLA"
"0","2020-04-20","VLA"
"1","2020-04-20","VLA"
"2","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"38","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"46","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"28","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"2","2020-04-20","VLA"
"24","2020-04-20","VLA"
"0","2020-04-20","VLA"
"0","2020-04-20","VLA"
"1","2020-04-20","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"2","2020-04-21","VLA"
"3","2020-04-21","VLA"
"0","2020-04-21","VLA"
"38","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"3","2020-04-21","VLA"
"25","2020-04-21","VLA"
"2","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"7","2020-04-21","VLA"
"38","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"13","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-21","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"26","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"1","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"10","2020-04-22","VLA"
"0","2020-04-22","VLA"
"36","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"5","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","VLA"
"0","2020-04-22","WAL"
"36","2020-04-22","VLA"
"1","2020-04-22","VLA"
"0","2020-04-22","VLA"
"6","2020-04-22","VLA"
"3","2020-04-23","VLA"
"0","2020-04-23","VLA"
"5","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"5","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"28","2020-04-23","VLA"
"2","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"2","2020-04-23","VLA"
"2","2020-04-23","VLA"
"20","2020-04-23","VLA"
"0","2020-04-23","VLA"
"15","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"0","2020-04-23","VLA"
"3","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"15","2020-04-24","VLA"
"2","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"1","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"36","2020-04-24","VLA"
"2","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-24","VLA"
"0","2020-04-25","VLA"
"10","2020-04-25","VLA"
"0","2020-04-25","VLA"
"0","2020-04-25","VLA"
"0","2020-04-25","VLA"
"30","2020-04-25","VLA"
"0","2020-04-25","VLA"
"101","2020-04-25","VLA"
"0","2020-04-25","VLA"
"19","2020-04-25","VLA"
"0","2020-04-26","VLA"
"93","2020-04-26","VLA"
"0","2020-04-26","VLA"
"0","2020-04-26","VLA"
"0","2020-04-26","VLA"
"1","2020-04-26","VLA"
"10","2020-04-26","VLA"
"0","2020-04-26","VLA"
"20","2020-04-26","VLA"
"0","2020-04-26","VLA"
"0","2020-04-27","VLA"
"17","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"1","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"2","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"1","2020-04-27","VLA"
"0","2020-04-27","VLA"
"37","2020-04-27","VLA"
"0","2020-04-27","VLA"
"4","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"8","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-27","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"96","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"3","2020-04-28","VLA"
"2","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"1","2020-04-28","VLA"
"17","2020-04-28","VLA"
"0","2020-04-28","VLA"
"38","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"1","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-28","VLA"
"0","2020-04-29","VLA"
"1","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"12","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"5","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"8","2020-04-29","VLA"
"12","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-29","VLA"
"0","2020-04-30","VLA"
"2","2020-04-30","VLA"
"0","2020-04-30","VLA"
"10","2020-04-30","VLA"
"8","2020-04-30","VLA"
"0","2020-04-30","VLA"
"15","2020-04-30","VLA"
"0","2020-04-30","VLA"
"0","2020-04-30","VLA"
"0","2020-04-30","VLA"
"0","2020-04-30","VLA"
"0","2020-04-30","VLA"
