"nr_num_cra_beds_available","d_completed","cd_regio"
"176","2020-04-03","VLA"
"140","2020-04-03","VLA"
"139","2020-04-03","VLA"
"124","2020-04-03","VLA"
"90","2020-04-03","VLA"
"101","2020-04-03","VLA"
"105","2020-04-03","VLA"
"150","2020-04-03","VLA"
"88","2020-04-03","VLA"
"70","2020-04-03","VLA"
"116","2020-04-03","VLA"
"136","2020-04-03","VLA"
"63","2020-04-03","VLA"
"85","2020-04-03","VLA"
"96","2020-04-03","VLA"
"100","2020-04-03","VLA"
"185","2020-04-03","VLA"
"126","2020-04-03","VLA"
"143","2020-04-03","VLA"
"166","2020-04-03","VLA"
"54","2020-04-03","VLA"
"80","2020-04-03","VLA"
"91","2020-04-03","VLA"
"110","2020-04-03","VLA"
"160","2020-04-03","VLA"
"95","2020-04-03","VLA"
"194","2020-04-03","VLA"
"98","2020-04-03","VLA"
"77","2020-04-03","VLA"
"54","2020-04-03","VLA"
"105","2020-04-03","VLA"
"160","2020-04-03","VLA"
"80","2020-04-03","VLA"
"180","2020-04-03","VLA"
"97","2020-04-03","VLA"
"90","2020-04-03","VLA"
"100","2020-04-03","BRU"
"154","2020-04-03","VLA"
"105","2020-04-03","VLA"
"132","2020-04-03","VLA"
"158","2020-04-03","VLA"
"135","2020-04-03","VLA"
"60","2020-04-03","VLA"
"138","2020-04-03","VLA"
"59","2020-04-03","BRU"
"301","2020-04-03","VLA"
"54","2020-04-03","VLA"
"140","2020-04-03","VLA"
"100","2020-04-03","VLA"
"89","2020-04-03","VLA"
"218","2020-04-03","VLA"
"58","2020-04-03","VLA"
"96","2020-04-03","VLA"
"124","2020-04-03","VLA"
"83","2020-04-03","VLA"
"90","2020-04-03","VLA"
"132","2020-04-03","VLA"
"155","2020-04-03","VLA"
"93","2020-04-03","VLA"
"80","2020-04-03","VLA"
"100","2020-04-03","VLA"
"53","2020-04-03","VLA"
"277","2020-04-03","VLA"
"92","2020-04-03","VLA"
"220","2020-04-03","VLA"
"121","2020-04-03","VLA"
"156","2020-04-03","VLA"
"100","2020-04-03","VLA"
"76","2020-04-03","VLA"
"252","2020-04-03","VLA"
"65","2020-04-04","VLA"
"92","2020-04-04","VLA"
"186","2020-04-04","VLA"
"139","2020-04-04","VLA"
"84","2020-04-04","VLA"
"166","2020-04-04","VLA"
"96","2020-04-04","VLA"
"68","2020-04-04","VLA"
"47","2020-04-04","VLA"
"75","2020-04-04","VLA"
"96","2020-04-04","VLA"
"220","2020-04-04","VLA"
"115","2020-04-04","VLA"
"270","2020-04-04","VLA"
"103","2020-04-04","VLA"
"100","2020-04-04","VLA"
"76","2020-04-04","VLA"
"104","2020-04-04","VLA"
"328","2020-04-04","VLA"
"133","2020-04-05","VLA"
"93","2020-04-05","VLA"
"230","2020-04-05","WAL"
"76","2020-04-05","VLA"
"96","2020-04-05","VLA"
"44","2020-04-05","VLA"
"139","2020-04-05","VLA"
"94","2020-04-05","VLA"
"166","2020-04-05","VLA"
"105","2020-04-05","VLA"
"328","2020-04-05","VLA"
"105","2020-04-06","VLA"
"99","2020-04-06","VLA"
"60","2020-04-06","WAL"
"124","2020-04-06","VLA"
"205","2020-04-06","VLA"
"92","2020-04-06","VLA"
"104","2020-04-06","VLA"
"94","2020-04-06","VLA"
"77","2020-04-06","VLA"
"118","2020-04-06","WAL"
"156","2020-04-06","VLA"
"42","2020-04-06","VLA"
"149","2020-04-06","VLA"
"100","2020-04-06","VLA"
"180","2020-04-06","VLA"
"90","2020-04-06","VLA"
"126","2020-04-06","VLA"
"125","2020-04-06","VLA"
"150","2020-04-06","VLA"
"210","2020-04-06","VLA"
"216","2020-04-06","VLA"
"64","2020-04-06","VLA"
"180","2020-04-06","VLA"
"100","2020-04-06","VLA"
"113","2020-04-06","VLA"
"106","2020-04-06","VLA"
"0","2020-04-06","VLA"
"64","2020-04-06","VLA"
"120","2020-04-06","VLA"
"89","2020-04-06","VLA"
"75","2020-04-06","VLA"
"92","2020-04-06","VLA"
"125","2020-04-06","VLA"
"122","2020-04-06","VLA"
"113","2020-04-06","VLA"
"193","2020-04-06","VLA"
"110","2020-04-06","VLA"
"124","2020-04-06","VLA"
"98","2020-04-06","VLA"
"87","2020-04-06","VLA"
"54","2020-04-06","VLA"
"105","2020-04-06","VLA"
"180","2020-04-06","VLA"
"270","2020-04-06","VLA"
"86","2020-04-06","VLA"
"89","2020-04-06","VLA"
"140","2020-04-06","VLA"
"64","2020-04-06","VLA"
"180","2020-04-06","VLA"
"83","2020-04-06","VLA"
"93","2020-04-06","VLA"
"224","2020-04-06","VLA"
"105","2020-04-06","VLA"
"100","2020-04-06","VLA"
"194","2020-04-06","VLA"
"90","2020-04-06","VLA"
"218","2020-04-06","VLA"
"174","2020-04-06","VLA"
"166","2020-04-06","VLA"
"118","2020-04-06","WAL"
"140","2020-04-06","VLA"
"186","2020-04-06","VLA"
"180","2020-04-06","VLA"
"70","2020-04-06","VLA"
"172","2020-04-06","VLA"
"90","2020-04-06","VLA"
"71","2020-04-06","VLA"
"100","2020-04-06","VLA"
"40","2020-04-06","VLA"
"112","2020-04-06","VLA"
"80","2020-04-06","VLA"
"328","2020-04-06","VLA"
"88","2020-04-06","VLA"
"65","2020-04-06","VLA"
"67","2020-04-06","VLA"
"60","2020-04-06","VLA"
"32","2020-04-06","VLA"
"68","2020-04-06","VLA"
"59","2020-04-06","VLA"
"110","2020-04-06","VLA"
"60","2020-04-06","VLA"
"139","2020-04-06","VLA"
"160","2020-04-06","VLA"
"114","2020-04-06","VLA"
"154","2020-04-06","VLA"
"104","2020-04-06","VLA"
"46","2020-04-06","VLA"
"146","2020-04-06","VLA"
"96","2020-04-06","VLA"
"119","2020-04-06","VLA"
"85","2020-04-06","VLA"
"83","2020-04-06","VLA"
"155","2020-04-06","VLA"
"177","2020-04-06","VLA"
"88","2020-04-06","VLA"
"63","2020-04-06","VLA"
"220","2020-04-06","VLA"
"105","2020-04-06","VLA"
"90","2020-04-06","VLA"
"45","2020-04-06","VLA"
"64","2020-04-06","VLA"
"125","2020-04-06","VLA"
"139","2020-04-06","VLA"
"121","2020-04-06","VLA"
"80","2020-04-06","VLA"
"106","2020-04-06","VLA"
"180","2020-04-06","VLA"
"83","2020-04-06","VLA"
"154","2020-04-06","VLA"
"107","2020-04-06","VLA"
"74","2020-04-06","VLA"
"100","2020-04-06","VLA"
"90","2020-04-06","VLA"
"100","2020-04-06","VLA"
"120","2020-04-06","VLA"
"123","2020-04-06","VLA"
"119","2020-04-06","VLA"
"160","2020-04-06","VLA"
"80","2020-04-06","VLA"
"252","2020-04-06","VLA"
"100","2020-04-06","VLA"
"153","2020-04-06","VLA"
"178","2020-04-06","VLA"
"96","2020-04-06","VLA"
"301","2020-04-06","VLA"
"111","2020-04-06","VLA"
"96","2020-04-06","VLA"
"26","2020-04-06","VLA"
"135","2020-04-06","VLA"
"126","2020-04-06","VLA"
"30","2020-04-06","VLA"
"160","2020-04-06","VLA"
"143","2020-04-06","VLA"
"193","2020-04-06","VLA"
"102","2020-04-06","VLA"
"97","2020-04-06","VLA"
"141","2020-04-06","VLA"
"118","2020-04-06","VLA"
"105","2020-04-06","VLA"
"68","2020-04-06","VLA"
"102","2020-04-06","VLA"
"100","2020-04-06","VLA"
"120","2020-04-06","VLA"
"115","2020-04-06","VLA"
"108","2020-04-06","VLA"
"60","2020-04-06","VLA"
"95","2020-04-06","VLA"
"62","2020-04-06","VLA"
"58","2020-04-06","VLA"
"132","2020-04-06","VLA"
"70","2020-04-06","VLA"
"100","2020-04-06","VLA"
"123","2020-04-06","VLA"
"63","2020-04-06","VLA"
"155","2020-04-06","VLA"
"186","2020-04-06","VLA"
"90","2020-04-06","VLA"
"171","2020-04-06","VLA"
"124","2020-04-06","VLA"
"35","2020-04-06","VLA"
"175","2020-04-06","VLA"
"156","2020-04-06","VLA"
"80","2020-04-06","VLA"
"102","2020-04-06","VLA"
"139","2020-04-06","VLA"
"180","2020-04-06","VLA"
"108","2020-04-06","VLA"
"105","2020-04-06","VLA"
"123","2020-04-06","VLA"
"114","2020-04-06","VLA"
"156","2020-04-06","VLA"
"64","2020-04-06","VLA"
"95","2020-04-06","VLA"
"60","2020-04-06","VLA"
"115","2020-04-06","VLA"
"85","2020-04-06","VLA"
"65","2020-04-06","VLA"
"131","2020-04-06","VLA"
"52","2020-04-06","VLA"
"110","2020-04-06","VLA"
"120","2020-04-06","VLA"
"75","2020-04-06","VLA"
"164","2020-04-06","VLA"
"71","2020-04-06","VLA"
"180","2020-04-06","VLA"
"80","2020-04-06","VLA"
"72","2020-04-06","VLA"
"200","2020-04-06","VLA"
"61","2020-04-06","VLA"
"124","2020-04-06","VLA"
"47","2020-04-06","VLA"
"53","2020-04-06","VLA"
"123","2020-04-06","VLA"
"60","2020-04-06","VLA"
"61","2020-04-06","VLA"
"165","2020-04-06","VLA"
"92","2020-04-06","VLA"
"160","2020-04-06","VLA"
"65","2020-04-06","VLA"
"139","2020-04-06","VLA"
"90","2020-04-06","VLA"
"100","2020-04-06","VLA"
"155","2020-04-06","VLA"
"150","2020-04-06","VLA"
"76","2020-04-06","VLA"
"77","2020-04-06","VLA"
"25","2020-04-06","VLA"
"121","2020-04-06","VLA"
"120","2020-04-06","VLA"
"183","2020-04-06","VLA"
"25","2020-04-06","VLA"
"103","2020-04-06","VLA"
"126","2020-04-06","VLA"
"95","2020-04-06","VLA"
"90","2020-04-06","VLA"
"125","2020-04-06","VLA"
"134","2020-04-06","VLA"
"104","2020-04-06","VLA"
"121","2020-04-06","VLA"
"116","2020-04-06","VLA"
"93","2020-04-06","VLA"
"54","2020-04-06","VLA"
"79","2020-04-06","VLA"
"48","2020-04-06","VLA"
"150","2020-04-06","BRU"
"110","2020-04-06","VLA"
"80","2020-04-06","VLA"
"102","2020-04-06","VLA"
"96","2020-04-06","VLA"
"277","2020-04-06","VLA"
"80","2020-04-06","VLA"
"185","2020-04-06","VLA"
"88","2020-04-06","VLA"
"90","2020-04-06","VLA"
"80","2020-04-06","VLA"
"125","2020-04-06","VLA"
"180","2020-04-06","VLA"
"155","2020-04-06","VLA"
"69","2020-04-06","VLA"
"75","2020-04-06","VLA"
"109","2020-04-06","VLA"
"109","2020-04-06","VLA"
"192","2020-04-06","VLA"
"60","2020-04-06","VLA"
"60","2020-04-06","VLA"
"116","2020-04-06","VLA"
"76","2020-04-06","VLA"
"160","2020-04-06","VLA"
"138","2020-04-06","VLA"
"160","2020-04-06","VLA"
"182","2020-04-06","VLA"
"100","2020-04-06","VLA"
"80","2020-04-06","VLA"
"155","2020-04-06","VLA"
"83","2020-04-06","VLA"
"206","2020-04-06","VLA"
"158","2020-04-06","VLA"
"120","2020-04-06","VLA"
"85","2020-04-06","VLA"
"126","2020-04-07","VLA"
"76","2020-04-07","VLA"
"63","2020-04-07","VLA"
"207","2020-04-07","VLA"
"180","2020-04-07","VLA"
"100","2020-04-07","VLA"
"220","2020-04-07","VLA"
"64","2020-04-07","VLA"
"126","2020-04-07","VLA"
"135","2020-04-07","VLA"
"90","2020-04-07","VLA"
"54","2020-04-07","VLA"
"41","2020-04-07","VLA"
"80","2020-04-07","VLA"
"111","2020-04-07","VLA"
"155","2020-04-07","VLA"
"125","2020-04-07","VLA"
"104","2020-04-07","VLA"
"121","2020-04-07","VLA"
"186","2020-04-07","VLA"
"100","2020-04-07","VLA"
"75","2020-04-07","VLA"
"100","2020-04-07","VLA"
"80","2020-04-07","VLA"
"450","2020-04-07","VLA"
"83","2020-04-07","VLA"
"183","2020-04-07","VLA"
"119","2020-04-07","VLA"
"180","2020-04-07","VLA"
"93","2020-04-07","VLA"
"113","2020-04-07","VLA"
"119","2020-04-07","VLA"
"105","2020-04-07","VLA"
"140","2020-04-07","VLA"
"100","2020-04-07","VLA"
"63","2020-04-07","VLA"
"64","2020-04-07","VLA"
"104","2020-04-07","VLA"
"30","2020-04-07","VLA"
"100","2020-04-07","BRU"
"120","2020-04-07","VLA"
"92","2020-04-07","VLA"
"80","2020-04-07","VLA"
"64","2020-04-07","VLA"
"59","2020-04-07","BRU"
"105","2020-04-07","VLA"
"77","2020-04-07","VLA"
"125","2020-04-07","VLA"
"67","2020-04-07","VLA"
"141","2020-04-07","VLA"
"68","2020-04-07","VLA"
"115","2020-04-07","VLA"
"58","2020-04-07","VLA"
"140","2020-04-07","VLA"
"105","2020-04-07","VLA"
"35","2020-04-07","VLA"
"83","2020-04-07","VLA"
"60","2020-04-07","VLA"
"156","2020-04-07","VLA"
"270","2020-04-07","VLA"
"94","2020-04-07","VLA"
"97","2020-04-07","VLA"
"90","2020-04-07","VLA"
"96","2020-04-07","VLA"
"180","2020-04-07","VLA"
"98","2020-04-07","VLA"
"260","2020-04-07","VLA"
"185","2020-04-07","VLA"
"144","2020-04-07","VLA"
"156","2020-04-07","VLA"
"88","2020-04-07","VLA"
"120","2020-04-07","VLA"
"180","2020-04-07","VLA"
"47","2020-04-07","VLA"
"155","2020-04-07","VLA"
"101","2020-04-07","VLA"
"82","2020-04-07","VLA"
"105","2020-04-07","VLA"
"80","2020-04-07","VLA"
"224","2020-04-07","VLA"
"116","2020-04-07","VLA"
"70","2020-04-07","VLA"
"96","2020-04-07","VLA"
"202","2020-04-07","VLA"
"91","2020-04-07","VLA"
"120","2020-04-07","VLA"
"154","2020-04-07","VLA"
"120","2020-04-07","VLA"
"90","2020-04-07","VLA"
"120","2020-04-07","VLA"
"158","2020-04-07","VLA"
"95","2020-04-07","VLA"
"205","2020-04-07","VLA"
"95","2020-04-07","VLA"
"110","2020-04-07","VLA"
"91","2020-04-07","VLA"
"131","2020-04-07","VLA"
"124","2020-04-07","VLA"
"81","2020-04-07","VLA"
"26","2020-04-07","VLA"
"132","2020-04-07","VLA"
"139","2020-04-07","VLA"
"136","2020-04-07","VLA"
"60","2020-04-07","VLA"
"143","2020-04-07","VLA"
"129","2020-04-07","VLA"
"152","2020-04-07","VLA"
"155","2020-04-07","VLA"
"166","2020-04-07","VLA"
"177","2020-04-07","VLA"
"80","2020-04-07","VLA"
"60","2020-04-07","WAL"
"55","2020-04-07","VLA"
"106","2020-04-07","VLA"
"80","2020-04-07","VLA"
"100","2020-04-07","VLA"
"96","2020-04-07","VLA"
"171","2020-04-07","VLA"
"133","2020-04-07","VLA"
"192","2020-04-07","VLA"
"105","2020-04-07","VLA"
"101","2020-04-07","VLA"
"100","2020-04-07","VLA"
"328","2020-04-07","VLA"
"95","2020-04-07","VLA"
"84","2020-04-07","VLA"
"127","2020-04-07","VLA"
"171","2020-04-07","VLA"
"105","2020-04-07","VLA"
"103","2020-04-07","VLA"
"142","2020-04-07","VLA"
"110","2020-04-07","VLA"
"108","2020-04-07","VLA"
"75","2020-04-07","VLA"
"180","2020-04-07","VLA"
"139","2020-04-07","VLA"
"60","2020-04-07","VLA"
"150","2020-04-07","VLA"
"120","2020-04-07","VLA"
"65","2020-04-07","VLA"
"76","2020-04-07","VLA"
"209","2020-04-07","VLA"
"59","2020-04-07","VLA"
"53","2020-04-07","VLA"
"115","2020-04-07","VLA"
"99","2020-04-07","VLA"
"147","2020-04-07","VLA"
"138","2020-04-07","VLA"
"50","2020-04-07","VLA"
"60","2020-04-07","VLA"
"109","2020-04-07","VLA"
"108","2020-04-07","VLA"
"216","2020-04-07","VLA"
"90","2020-04-07","VLA"
"0","2020-04-07","VLA"
"98","2020-04-07","VLA"
"110","2020-04-07","VLA"
"60","2020-04-07","VLA"
"100","2020-04-07","VLA"
"96","2020-04-07","VLA"
"92","2020-04-07","VLA"
"60","2020-04-07","VLA"
"96","2020-04-07","VLA"
"123","2020-04-07","VLA"
"166","2020-04-07","VLA"
"114","2020-04-07","VLA"
"92","2020-04-07","VLA"
"148","2020-04-07","VLA"
"102","2020-04-07","VLA"
"111","2020-04-07","VLA"
"104","2020-04-07","VLA"
"90","2020-04-07","VLA"
"121","2020-04-07","VLA"
"120","2020-04-07","VLA"
"160","2020-04-07","VLA"
"96","2020-04-07","VLA"
"119","2020-04-07","VLA"
"123","2020-04-07","VLA"
"139","2020-04-07","VLA"
"174","2020-04-07","VLA"
"160","2020-04-07","VLA"
"118","2020-04-07","VLA"
"55","2020-04-07","VLA"
"42","2020-04-07","VLA"
"63","2020-04-07","VLA"
"85","2020-04-07","VLA"
"45","2020-04-07","VLA"
"115","2020-04-07","VLA"
"301","2020-04-07","VLA"
"176","2020-04-07","VLA"
"68","2020-04-07","VLA"
"90","2020-04-07","VLA"
"93","2020-04-07","VLA"
"60","2020-04-07","VLA"
"142","2020-04-07","VLA"
"80","2020-04-07","VLA"
"126","2020-04-07","VLA"
"89","2020-04-07","VLA"
"75","2020-04-07","VLA"
"75","2020-04-07","VLA"
"277","2020-04-07","VLA"
"65","2020-04-07","VLA"
"60","2020-04-07","VLA"
"61","2020-04-07","VLA"
"121","2020-04-07","VLA"
"107","2020-04-07","VLA"
"186","2020-04-07","VLA"
"172","2020-04-07","VLA"
"126","2020-04-07","VLA"
"124","2020-04-07","VLA"
"120","2020-04-07","VLA"
"120","2020-04-07","VLA"
"180","2020-04-07","VLA"
"252","2020-04-07","VLA"
"146","2020-04-07","VLA"
"87","2020-04-07","VLA"
"39","2020-04-07","VLA"
"71","2020-04-07","VLA"
"4","2020-04-07","VLA"
"150","2020-04-07","VLA"
"61","2020-04-07","VLA"
"80","2020-04-07","VLA"
"153","2020-04-07","VLA"
"85","2020-04-07","VLA"
"70","2020-04-07","VLA"
"140","2020-04-07","VLA"
"124","2020-04-07","VLA"
"180","2020-04-07","VLA"
"76","2020-04-07","VLA"
"136","2020-04-07","VLA"
"105","2020-04-07","VLA"
"545","2020-04-07","VLA"
"328","2020-04-08","VLA"
"101","2020-04-08","VLA"
"59","2020-04-08","VLA"
"124","2020-04-08","VLA"
"150","2020-04-08","VLA"
"121","2020-04-08","VLA"
"121","2020-04-08","VLA"
"100","2020-04-08","VLA"
"95","2020-04-08","VLA"
"89","2020-04-08","VLA"
"75","2020-04-08","VLA"
"186","2020-04-08","VLA"
"155","2020-04-08","VLA"
"180","2020-04-08","VLA"
"135","2020-04-08","VLA"
"85","2020-04-08","VLA"
"96","2020-04-08","VLA"
"110","2020-04-08","VLA"
"59","2020-04-08","VLA"
"190","2020-04-08","VLA"
"126","2020-04-08","VLA"
"104","2020-04-08","VLA"
"155","2020-04-08","VLA"
"550","2020-04-08","VLA"
"80","2020-04-08","VLA"
"25","2020-04-08","VLA"
"110","2020-04-08","VLA"
"94","2020-04-08","VLA"
"156","2020-04-08","VLA"
"81","2020-04-08","VLA"
"97","2020-04-08","VLA"
"177","2020-04-08","VLA"
"98","2020-04-08","VLA"
"105","2020-04-08","VLA"
"60","2020-04-08","VLA"
"180","2020-04-08","VLA"
"92","2020-04-08","VLA"
"84","2020-04-08","VLA"
"101","2020-04-08","VLA"
"139","2020-04-08","VLA"
"69","2020-04-08","VLA"
"119","2020-04-08","VLA"
"60","2020-04-08","VLA"
"64","2020-04-08","VLA"
"139","2020-04-08","VLA"
"123","2020-04-08","VLA"
"116","2020-04-08","VLA"
"155","2020-04-08","VLA"
"98","2020-04-08","VLA"
"90","2020-04-08","VLA"
"98","2020-04-08","VLA"
"120","2020-04-08","VLA"
"154","2020-04-08","VLA"
"102","2020-04-08","VLA"
"73","2020-04-08","VLA"
"166","2020-04-08","VLA"
"102","2020-04-08","VLA"
"63","2020-04-08","VLA"
"112","2020-04-08","VLA"
"224","2020-04-08","VLA"
"192","2020-04-08","VLA"
"153","2020-04-08","VLA"
"115","2020-04-08","VLA"
"180","2020-04-08","VLA"
"100","2020-04-08","VLA"
"67","2020-04-08","VLA"
"252","2020-04-08","VLA"
"121","2020-04-08","VLA"
"41","2020-04-08","VLA"
"93","2020-04-08","VLA"
"135","2020-04-08","VLA"
"89","2020-04-08","VLA"
"25","2020-04-08","VLA"
"90","2020-04-08","VLA"
"182","2020-04-08","VLA"
"95","2020-04-08","VLA"
"174","2020-04-08","VLA"
"136","2020-04-08","VLA"
"88","2020-04-08","VLA"
"105","2020-04-08","VLA"
"48","2020-04-08","VLA"
"0","2020-04-08","VLA"
"120","2020-04-08","VLA"
"109","2020-04-08","VLA"
"170","2020-04-08","VLA"
"186","2020-04-08","VLA"
"68","2020-04-08","VLA"
"80","2020-04-08","VLA"
"205","2020-04-08","VLA"
"154","2020-04-08","VLA"
"166","2020-04-08","VLA"
"107","2020-04-08","VLA"
"104","2020-04-08","VLA"
"109","2020-04-08","VLA"
"96","2020-04-08","VLA"
"105","2020-04-08","VLA"
"40","2020-04-08","VLA"
"64","2020-04-08","VLA"
"100","2020-04-08","VLA"
"80","2020-04-08","VLA"
"120","2020-04-08","VLA"
"106","2020-04-08","VLA"
"124","2020-04-08","VLA"
"155","2020-04-08","VLA"
"99","2020-04-08","VLA"
"96","2020-04-08","VLA"
"60","2020-04-08","VLA"
"148","2020-04-08","WAL"
"91","2020-04-08","VLA"
"35","2020-04-08","VLA"
"64","2020-04-08","VLA"
"120","2020-04-08","VLA"
"76","2020-04-08","VLA"
"126","2020-04-08","VLA"
"180","2020-04-08","VLA"
"277","2020-04-08","VLA"
"110","2020-04-08","VLA"
"150","2020-04-08","BRU"
"123","2020-04-08","VLA"
"180","2020-04-08","VLA"
"96","2020-04-08","VLA"
"147","2020-04-08","VLA"
"75","2020-04-08","VLA"
"193","2020-04-08","VLA"
"80","2020-04-08","VLA"
"100","2020-04-08","VLA"
"61","2020-04-08","VLA"
"120","2020-04-08","VLA"
"103","2020-04-08","VLA"
"105","2020-04-08","VLA"
"30","2020-04-08","VLA"
"42","2020-04-08","VLA"
"125","2020-04-08","VLA"
"90","2020-04-08","VLA"
"120","2020-04-08","VLA"
"54","2020-04-08","VLA"
"123","2020-04-08","VLA"
"65","2020-04-08","VLA"
"206","2020-04-08","VLA"
"110","2020-04-08","VLA"
"139","2020-04-08","VLA"
"77","2020-04-08","VLA"
"160","2020-04-08","VLA"
"186","2020-04-08","VLA"
"142","2020-04-08","VLA"
"111","2020-04-08","VLA"
"110","2020-04-08","VLA"
"123","2020-04-08","VLA"
"301","2020-04-08","VLA"
"119","2020-04-08","VLA"
"60","2020-04-08","VLA"
"105","2020-04-08","VLA"
"335","2020-04-08","VLA"
"132","2020-04-08","VLA"
"220","2020-04-08","VLA"
"152","2020-04-08","VLA"
"87","2020-04-08","VLA"
"96","2020-04-08","VLA"
"80","2020-04-08","VLA"
"102","2020-04-08","VLA"
"60","2020-04-08","VLA"
"96","2020-04-08","VLA"
"63","2020-04-08","VLA"
"123","2020-04-08","VLA"
"119","2020-04-08","VLA"
"210","2020-04-08","VLA"
"156","2020-04-08","VLA"
"100","2020-04-08","VLA"
"180","2020-04-08","VLA"
"121","2020-04-08","VLA"
"160","2020-04-08","VLA"
"55","2020-04-08","VLA"
"100","2020-04-08","VLA"
"132","2020-04-08","VLA"
"100","2020-04-08","VLA"
"82","2020-04-08","VLA"
"115","2020-04-08","VLA"
"92","2020-04-08","VLA"
"104","2020-04-08","VLA"
"218","2020-04-08","VLA"
"146","2020-04-08","VLA"
"120","2020-04-08","VLA"
"193","2020-04-08","VLA"
"47","2020-04-08","VLA"
"61","2020-04-08","VLA"
"126","2020-04-08","VLA"
"45","2020-04-08","VLA"
"216","2020-04-08","VLA"
"96","2020-04-08","VLA"
"70","2020-04-08","VLA"
"62","2020-04-08","VLA"
"185","2020-04-08","VLA"
"170","2020-04-08","VLA"
"90","2020-04-08","VLA"
"165","2020-04-08","VLA"
"154","2020-04-08","VLA"
"80","2020-04-08","VLA"
"110","2020-04-08","VLA"
"94","2020-04-08","VLA"
"118","2020-04-08","VLA"
"133","2020-04-08","VLA"
"139","2020-04-08","VLA"
"138","2020-04-08","VLA"
"160","2020-04-08","VLA"
"106","2020-04-08","VLA"
"80","2020-04-08","VLA"
"75","2020-04-08","VLA"
"44","2020-04-08","VLA"
"113","2020-04-08","VLA"
"140","2020-04-08","VLA"
"42","2020-04-08","VLA"
"155","2020-04-08","VLA"
"26","2020-04-08","VLA"
"71","2020-04-08","VLA"
"80","2020-04-08","VLA"
"120","2020-04-08","VLA"
"75","2020-04-08","VLA"
"65","2020-04-08","VLA"
"80","2020-04-08","VLA"
"218","2020-04-08","VLA"
"83","2020-04-08","VLA"
"125","2020-04-08","VLA"
"92","2020-04-09","VLA"
"220","2020-04-09","VLA"
"75","2020-04-09","VLA"
"90","2020-04-09","VLA"
"87","2020-04-09","VLA"
"85","2020-04-09","VLA"
"82","2020-04-09","VLA"
"89","2020-04-09","VLA"
"144","2020-04-09","VLA"
"131","2020-04-09","VLA"
"102","2020-04-09","VLA"
"202","2020-04-09","VLA"
"111","2020-04-09","VLA"
"60","2020-04-09","VLA"
"123","2020-04-09","VLA"
"42","2020-04-09","VLA"
"142","2020-04-09","VLA"
"70","2020-04-09","VLA"
"169","2020-04-09","VLA"
"68","2020-04-09","VLA"
"102","2020-04-09","VLA"
"254","2020-04-09","VLA"
"99","2020-04-09","VLA"
"47","2020-04-09","VLA"
"92","2020-04-09","VLA"
"132","2020-04-09","VLA"
"123","2020-04-09","VLA"
"186","2020-04-09","VLA"
"90","2020-04-09","VLA"
"58","2020-04-09","VLA"
"121","2020-04-09","VLA"
"68","2020-04-09","VLA"
"101","2020-04-09","VLA"
"123","2020-04-09","VLA"
"80","2020-04-09","VLA"
"252","2020-04-09","VLA"
"76","2020-04-09","VLA"
"125","2020-04-09","VLA"
"75","2020-04-09","VLA"
"133","2020-04-09","VLA"
"100","2020-04-09","VLA"
"58","2020-04-09","VLA"
"193","2020-04-09","VLA"
"105","2020-04-09","VLA"
"39","2020-04-09","VLA"
"115","2020-04-09","VLA"
"83","2020-04-09","VLA"
"30","2020-04-09","VLA"
"120","2020-04-09","VLA"
"98","2020-04-09","VLA"
"90","2020-04-09","VLA"
"186","2020-04-09","VLA"
"100","2020-04-09","VLA"
"160","2020-04-09","VLA"
"104","2020-04-09","VLA"
"113","2020-04-09","VLA"
"152","2020-04-09","VLA"
"80","2020-04-09","VLA"
"105","2020-04-09","VLA"
"155","2020-04-09","VLA"
"105","2020-04-09","VLA"
"104","2020-04-09","VLA"
"132","2020-04-09","VLA"
"56","2020-04-09","VLA"
"124","2020-04-09","VLA"
"61","2020-04-09","VLA"
"156","2020-04-09","VLA"
"96","2020-04-09","VLA"
"111","2020-04-09","VLA"
"139","2020-04-09","VLA"
"104","2020-04-09","VLA"
"176","2020-04-09","VLA"
"119","2020-04-09","VLA"
"166","2020-04-09","VLA"
"60","2020-04-09","VLA"
"118","2020-04-09","WAL"
"121","2020-04-09","VLA"
"147","2020-04-09","VLA"
"105","2020-04-09","VLA"
"60","2020-04-09","VLA"
"101","2020-04-09","VLA"
"180","2020-04-09","VLA"
"100","2020-04-09","VLA"
"97","2020-04-09","VLA"
"97","2020-04-09","VLA"
"63","2020-04-09","VLA"
"180","2020-04-09","VLA"
"150","2020-04-09","VLA"
"60","2020-04-09","VLA"
"59","2020-04-09","VLA"
"138","2020-04-09","VLA"
"60","2020-04-09","VLA"
"218","2020-04-09","VLA"
"76","2020-04-09","VLA"
"90","2020-04-09","VLA"
"120","2020-04-09","VLA"
"93","2020-04-09","VLA"
"35","2020-04-09","VLA"
"64","2020-04-09","VLA"
"74","2020-04-09","VLA"
"326","2020-04-09","VLA"
"545","2020-04-09","VLA"
"155","2020-04-09","VLA"
"93","2020-04-09","VLA"
"115","2020-04-09","VLA"
"54","2020-04-09","VLA"
"100","2020-04-09","VLA"
"53","2020-04-09","VLA"
"30","2020-04-09","VLA"
"146","2020-04-09","VLA"
"126","2020-04-09","VLA"
"124","2020-04-09","VLA"
"63","2020-04-09","VLA"
"206","2020-04-09","VLA"
"60","2020-04-09","VLA"
"85","2020-04-09","VLA"
"124","2020-04-09","VLA"
"150","2020-04-09","VLA"
