"tx_prof_circle","d_completed","cd_regio"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","BRU"
"","2020-04-03","BRU"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","BRU"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","BRU"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","WAL"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
"","2020-04-03","VLA"
