"cd_infection_screen","d_completed","cd_regio"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","BRU"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"3","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"2","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","BRU"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","WAL"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","WAL"
"4","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","WAL"
"4","2020-04-06","VLA"
"2","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","WAL"
"3","2020-04-06","WAL"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","BRU"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"2","2020-04-06","BRU"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","BRU"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","BRU"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","BRU"
"1","2020-04-06","VLA"
"3","2020-04-06","BRU"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","WAL"
"2","2020-04-06","BRU"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"3","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","BRU"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"4","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","BRU"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","WAL"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"4","2020-04-06","VLA"
"1","2020-04-06","BRU"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","WAL"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","BRU"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","BRU"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"3","2020-04-06","WAL"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","WAL"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","BRU"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","WAL"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","WAL"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","WAL"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","BRU"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"3","2020-04-06","VLA"
"1","2020-04-06","WAL"
"2","2020-04-06","BRU"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"2","2020-04-06","WAL"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","BRU"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","BRU"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
