"nr_num_alc_hand_disinfectant","d_completed","cd_regio"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"8","2020-04-06","VLA"
"","2020-04-06","VLA"
"6","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"5","2020-04-06","VLA"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"10","2020-04-06","BRU"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"","2020-04-06","BRU"
"0","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"3","2020-04-06","VLA"
"","2020-04-06","VLA"
"8","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"4","2020-04-06","VLA"
"5","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"15","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"12","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"4","2020-04-06","VLA"
"","2020-04-06","VLA"
"5","2020-04-06","VLA"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"","2020-04-06","VLA"
"15","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"8","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"3","2020-04-07","VLA"
"","2020-04-07","VLA"
"4","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"1","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"6","2020-04-07","BRU"
"0","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"2","2020-04-07","BRU"
"2","2020-04-07","VLA"
"4","2020-04-07","VLA"
"4","2020-04-07","BRU"
"3","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"1","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"3","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"1","2020-04-07","BRU"
"1","2020-04-07","VLA"
"","2020-04-07","VLA"
"3","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"5","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"4","2020-04-07","BRU"
"","2020-04-07","VLA"
"3","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"4","2020-04-07","VLA"
"5","2020-04-07","VLA"
"","2020-04-07","VLA"
"10","2020-04-07","VLA"
"5","2020-04-07","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"2","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"4","2020-04-08","VLA"
"30","2020-04-08","VLA"
"6","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"2","2020-04-08","VLA"
"4","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"10","2020-04-08","VLA"
"","2020-04-08","VLA"
"4","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"2","2020-04-08","VLA"
"15","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"3","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"2","2020-04-08","VLA"
"6","2020-04-08","BRU"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"8","2020-04-08","VLA"
"","2020-04-08","VLA"
"3","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"4","2020-04-08","VLA"
"6","2020-04-08","VLA"
"10","2020-04-08","VLA"
"2","2020-04-08","VLA"
"5","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"10","2020-04-08","VLA"
"","2020-04-08","VLA"
"10","2020-04-08","VLA"
"","2020-04-08","VLA"
"3","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"4","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","BRU"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"2","2020-04-08","VLA"
"","2020-04-08","VLA"
"10","2020-04-08","WAL"
"","2020-04-08","VLA"
"2","2020-04-08","VLA"
"","2020-04-08","VLA"
"5","2020-04-08","VLA"
"30","2020-04-08","VLA"
"","2020-04-08","VLA"
"8","2020-04-08","VLA"
"2","2020-04-08","VLA"
"","2020-04-08","VLA"
"2","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"10","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-09","VLA"
"10","2020-04-09","VLA"
"","2020-04-09","WAL"
"0","2020-04-09","VLA"
"2","2020-04-09","WAL"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"3","2020-04-09","WAL"
"2","2020-04-09","WAL"
"2","2020-04-09","VLA"
"600","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","WAL"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"5","2020-04-09","VLA"
"","2020-04-09","VLA"
"10","2020-04-09","WAL"
"","2020-04-09","VLA"
"1","2020-04-09","VLA"
"","2020-04-09","VLA"
"2","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-09","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","WAL"
"2","2020-04-10","VLA"
"15","2020-04-10","VLA"
"4","2020-04-10","VLA"
"","2020-04-10","VLA"
"10","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"6","2020-04-10","VLA"
"","2020-04-10","VLA"
"8","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"22","2020-04-13","VLA"
"","2020-04-13","VLA"
"","2020-04-13","WAL"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"6","2020-04-13","VLA"
"1","2020-04-13","VLA"
"","2020-04-13","VLA"
"","2020-04-14","VLA"
"","2020-04-14","VLA"
"2","2020-04-14","VLA"
"","2020-04-14","VLA"
"6","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-15","VLA"
"300","2020-04-15","VLA"
"10","2020-04-15","VLA"
"","2020-04-15","VLA"
"7","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"2","2020-04-15","VLA"
"3","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"3","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"10","2020-04-15","VLA"
"15","2020-04-15","VLA"
"15","2020-04-15","VLA"
"","2020-04-15","WAL"
"20","2020-04-15","VLA"
"","2020-04-15","VLA"
"5","2020-04-15","VLA"
"","2020-04-15","VLA"
"4","2020-04-15","VLA"
"","2020-04-15","VLA"
"2","2020-04-15","VLA"
"3","2020-04-15","VLA"
"5","2020-04-15","VLA"
"4","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"5","2020-04-16","VLA"
"","2020-04-16","VLA"
"","2020-04-16","VLA"
"30","2020-04-16","VLA"
"","2020-04-16","VLA"
"7","2020-04-17","VLA"
"2","2020-04-17","WAL"
"","2020-04-17","VLA"
"5","2020-04-17","VLA"
"","2020-04-17","VLA"
"","2020-04-18","VLA"
"","2020-04-18","VLA"
"","2020-04-18","VLA"
"","2020-04-19","VLA"
"","2020-04-20","VLA"
"3","2020-04-20","VLA"
"","2020-04-20","WAL"
"2","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"5","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"7","2020-04-20","VLA"
"2","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"3","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
