"nr_num_patients_phone_today","d_completed","cd_regio"
"15","2020-04-01","VLA"
"40","2020-04-01","WAL"
"50","2020-04-01","BRU"
"11","2020-04-01","VLA"
"40","2020-04-01","VLA"
"10","2020-04-01","VLA"
"30","2020-04-01","VLA"
"10","2020-04-01","WAL"
"40","2020-04-01","VLA"
"10","2020-04-01","VLA"
"20","2020-04-01","VLA"
"10","2020-04-01","VLA"
"25","2020-04-01","VLA"
"20","2020-04-01","VLA"
"80","2020-04-01","VLA"
"50","2020-04-01","WAL"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"15","2020-04-01","VLA"
"5","2020-04-01","VLA"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"30","2020-04-01","VLA"
"30","2020-04-01","VLA"
"30","2020-04-01","WAL"
"20","2020-04-01","WAL"
"20","2020-04-01","VLA"
"12","2020-04-01","VLA"
"20","2020-04-01","VLA"
"10","2020-04-01","VLA"
"3","2020-04-01","VLA"
"25","2020-04-01","WAL"
"36","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","VLA"
"20","2020-04-01","VLA"
"30","2020-04-01","WAL"
"15","2020-04-01","VLA"
"7","2020-04-01","VLA"
"10","2020-04-01","VLA"
"25","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","WAL"
"10","2020-04-01","VLA"
"25","2020-04-01","WAL"
"","2020-04-01","WAL"
"18","2020-04-01","VLA"
"20","2020-04-01","VLA"
"30","2020-04-01","VLA"
"25","2020-04-01","VLA"
"30","2020-04-01","VLA"
"10","2020-04-01","VLA"
"18","2020-04-01","VLA"
"15","2020-04-01","VLA"
"138","2020-04-01","BRU"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","VLA"
"10","2020-04-01","VLA"
"15","2020-04-01","VLA"
"40","2020-04-01","BRU"
"10","2020-04-01","VLA"
"117","2020-04-01","VLA"
"12","2020-04-01","VLA"
"17","2020-04-01","VLA"
"60","2020-04-01","WAL"
"15","2020-04-01","VLA"
"2","2020-04-01","BRU"
"15","2020-04-01","VLA"
"10","2020-04-01","VLA"
"20","2020-04-01","WAL"
"40","2020-04-01","BRU"
"15","2020-04-01","VLA"
"30","2020-04-01","VLA"
"5","2020-04-01","BRU"
"50","2020-04-01","VLA"
"10","2020-04-01","VLA"
"15","2020-04-01","VLA"
"40","2020-04-01","VLA"
"30","2020-04-01","VLA"
"40","2020-04-01","VLA"
"10","2020-04-01","WAL"
"20","2020-04-01","WAL"
"5","2020-04-01","VLA"
"35","2020-04-01","WAL"
"12","2020-04-01","VLA"
"15","2020-04-01","WAL"
"20","2020-04-01","BRU"
"12","2020-04-01","VLA"
"6","2020-04-01","VLA"
"20","2020-04-01","WAL"
"15","2020-04-01","VLA"
"20","2020-04-01","VLA"
"8","2020-04-01","BRU"
"35","2020-04-01","VLA"
"30","2020-04-01","VLA"
"60","2020-04-01","WAL"
"10","2020-04-01","VLA"
"15","2020-04-01","WAL"
"50","2020-04-01","WAL"
"35","2020-04-01","VLA"
"40","2020-04-01","WAL"
"35","2020-04-01","VLA"
"15","2020-04-01","VLA"
"30","2020-04-01","WAL"
"20","2020-04-01","VLA"
"12","2020-04-01","VLA"
"20","2020-04-01","WAL"
"40","2020-04-01","VLA"
"10","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","VLA"
"40","2020-04-01","VLA"
"5","2020-04-01","BRU"
"12","2020-04-01","VLA"
"8","2020-04-01","VLA"
"10","2020-04-01","VLA"
"35","2020-04-01","VLA"
"25","2020-04-01","BRU"
"4","2020-04-01","WAL"
"4","2020-04-01","VLA"
"65","2020-04-01","WAL"
"30","2020-04-01","BRU"
"10","2020-04-01","WAL"
"8","2020-04-01","VLA"
"15","2020-04-01","VLA"
"15","2020-04-01","VLA"
"25","2020-04-01","WAL"
"5","2020-04-01","VLA"
"40","2020-04-01","VLA"
"20","2020-04-01","VLA"
"25","2020-04-01","VLA"
"40","2020-04-01","BRU"
"7","2020-04-01","VLA"
"8","2020-04-01","VLA"
"40","2020-04-01","VLA"
"15","2020-04-01","WAL"
"30","2020-04-01","VLA"
"30","2020-04-01","VLA"
"25","2020-04-01","WAL"
"10","2020-04-01","VLA"
"20","2020-04-01","VLA"
"25","2020-04-01","VLA"
"50","2020-04-01","BRU"
"3","2020-04-01","BRU"
"20","2020-04-01","VLA"
"15","2020-04-01","VLA"
"20","2020-04-01","VLA"
"10","2020-04-01","VLA"
"20","2020-04-01","VLA"
"15","2020-04-01","WAL"
"5","2020-04-01","VLA"
"40","2020-04-01","VLA"
"10","2020-04-01","VLA"
"25","2020-04-01","WAL"
"40","2020-04-01","BRU"
"5","2020-04-01","WAL"
"25","2020-04-01","VLA"
"20","2020-04-01","VLA"
"20","2020-04-01","WAL"
"25","2020-04-02","VLA"
"20","2020-04-02","VLA"
"15","2020-04-02","VLA"
"5","2020-04-02","WAL"
"20","2020-04-02","VLA"
"20","2020-04-02","VLA"
"30","2020-04-02","BRU"
"10","2020-04-02","VLA"
"20","2020-04-02","WAL"
"90","2020-04-02","VLA"
"9","2020-04-02","WAL"
"40","2020-04-02","WAL"
"60","2020-04-02","BRU"
"60","2020-04-02","WAL"
"25","2020-04-02","WAL"
"15","2020-04-02","VLA"
"20","2020-04-02","VLA"
"10","2020-04-02","VLA"
"30","2020-04-02","WAL"
"15","2020-04-02","BRU"
"10","2020-04-02","VLA"
"2","2020-04-02","BRU"
"20","2020-04-02","WAL"
"20","2020-04-02","VLA"
"15","2020-04-02","VLA"
"10","2020-04-02","WAL"
"25","2020-04-02","VLA"
"40","2020-04-02","BRU"
"25","2020-04-02","BRU"
"20","2020-04-02","WAL"
"20","2020-04-02","WAL"
"30","2020-04-02","WAL"
"20","2020-04-02","VLA"
"40","2020-04-02","VLA"
"20","2020-04-02","VLA"
"25","2020-04-02","WAL"
"30","2020-04-02","VLA"
"20","2020-04-02","WAL"
"50","2020-04-02","BRU"
"5","2020-04-02","VLA"
"12","2020-04-02","VLA"
"15","2020-04-02","VLA"
"10","2020-04-02","VLA"
"25","2020-04-02","WAL"
"5","2020-04-02","WAL"
"20","2020-04-02","VLA"
"10","2020-04-02","WAL"
"28","2020-04-02","WAL"
"50","2020-04-02","BRU"
"3","2020-04-02","WAL"
"30","2020-04-02","WAL"
"32","2020-04-02","VLA"
"15","2020-04-02","VLA"
"13","2020-04-02","VLA"
"20","2020-04-02","VLA"
"10","2020-04-02","BRU"
"30","2020-04-02","VLA"
"10","2020-04-02","VLA"
"20","2020-04-02","VLA"
"40","2020-04-02","WAL"
"24","2020-04-02","WAL"
"15","2020-04-02","VLA"
"60","2020-04-02","WAL"
"20","2020-04-02","WAL"
"10","2020-04-02","BRU"
"30","2020-04-02","WAL"
"25","2020-04-02","VLA"
"30","2020-04-02","VLA"
"15","2020-04-02","VLA"
"30","2020-04-02","VLA"
"40","2020-04-02","VLA"
"10","2020-04-02","VLA"
"45","2020-04-02","WAL"
"25","2020-04-02","WAL"
"30","2020-04-02","WAL"
"100","2020-04-02","WAL"
"10","2020-04-02","VLA"
"40","2020-04-02","WAL"
"20","2020-04-02","WAL"
"12","2020-04-02","VLA"
"25","2020-04-02","VLA"
"30","2020-04-02","BRU"
"11","2020-04-02","VLA"
"10","2020-04-02","VLA"
"50","2020-04-02","WAL"
"60","2020-04-02","WAL"
"30","2020-04-02","VLA"
"5","2020-04-02","WAL"
"15","2020-04-02","VLA"
"20","2020-04-02","VLA"
"15","2020-04-02","VLA"
"15","2020-04-02","VLA"
"50","2020-04-02","BRU"
"30","2020-04-02","VLA"
"20","2020-04-02","VLA"
"120","2020-04-02","WAL"
"25","2020-04-02","VLA"
"10","2020-04-02","VLA"
"20","2020-04-02","VLA"
"45","2020-04-02","WAL"
"30","2020-04-02","WAL"
"10","2020-04-02","BRU"
"10","2020-04-02","VLA"
"55","2020-04-02","WAL"
"10","2020-04-02","VLA"
"20","2020-04-02","VLA"
"15","2020-04-02","VLA"
"10","2020-04-02","VLA"
"30","2020-04-02","BRU"
"30","2020-04-02","VLA"
"49","2020-04-02","WAL"
"15","2020-04-02","WAL"
"20","2020-04-02","BRU"
"8","2020-04-02","VLA"
"18","2020-04-02","BRU"
"40","2020-04-02","WAL"
"5","2020-04-02","VLA"
"30","2020-04-02","WAL"
"14","2020-04-02","VLA"
"50","2020-04-02","WAL"
"30","2020-04-02","VLA"
"30","2020-04-02","VLA"
"120","2020-04-02","BRU"
"35","2020-04-02","WAL"
"30","2020-04-02","VLA"
"10","2020-04-02","VLA"
"40","2020-04-02","BRU"
"30","2020-04-02","WAL"
"5","2020-04-02","WAL"
"20","2020-04-02","VLA"
"50","2020-04-02","WAL"
"30","2020-04-02","VLA"
"22","2020-04-02","WAL"
"20","2020-04-02","WAL"
"30","2020-04-02","VLA"
"15","2020-04-02","BRU"
"15","2020-04-02","VLA"
"8","2020-04-02","BRU"
"30","2020-04-02","WAL"
"15","2020-04-02","VLA"
"40","2020-04-02","WAL"
"10","2020-04-02","VLA"
"10","2020-04-02","WAL"
"30","2020-04-02","BRU"
"10","2020-04-02","VLA"
"20","2020-04-02","VLA"
"10","2020-04-02","VLA"
"20","2020-04-02","VLA"
"6","2020-04-02","VLA"
"35","2020-04-02","VLA"
"59","2020-04-02","BRU"
"15","2020-04-02","WAL"
"12","2020-04-02","VLA"
"10","2020-04-02","VLA"
"30","2020-04-02","WAL"
"10","2020-04-02","VLA"
"20","2020-04-02","VLA"
"15","2020-04-02","VLA"
"20","2020-04-02","BRU"
"15","2020-04-02","VLA"
"30","2020-04-02","VLA"
"40","2020-04-02","WAL"
"10","2020-04-02","VLA"
"40","2020-04-02","WAL"
"25","2020-04-02","WAL"
"5","2020-04-02","VLA"
"5","2020-04-02","VLA"
"32496559188","2020-04-02","VLA"
"15","2020-04-03","VLA"
"30","2020-04-03","VLA"
"100","2020-04-03","WAL"
"60","2020-04-03","WAL"
"30","2020-04-03","VLA"
"20","2020-04-03","VLA"
"60","2020-04-03","WAL"
"30","2020-04-03","WAL"
"35","2020-04-03","VLA"
"15","2020-04-03","VLA"
"6","2020-04-03","VLA"
"40","2020-04-03","VLA"
"3","2020-04-03","BRU"
"36","2020-04-03","WAL"
"30","2020-04-03","VLA"
"5","2020-04-03","VLA"
"35","2020-04-03","VLA"
"20","2020-04-03","VLA"
"20","2020-04-03","VLA"
"20","2020-04-03","BRU"
"6","2020-04-03","VLA"
"40","2020-04-03","VLA"
"30","2020-04-03","VLA"
"15","2020-04-03","VLA"
"60","2020-04-03","WAL"
"40","2020-04-03","VLA"
"60","2020-04-03","WAL"
"30","2020-04-03","WAL"
"40","2020-04-03","WAL"
"30","2020-04-03","BRU"
"10","2020-04-03","WAL"
"25","2020-04-03","VLA"
"30","2020-04-03","WAL"
"25","2020-04-03","VLA"
"15","2020-04-03","VLA"
"4","2020-04-03","VLA"
"40","2020-04-03","WAL"
"25","2020-04-03","VLA"
"40","2020-04-03","WAL"
"20","2020-04-03","VLA"
"10","2020-04-03","BRU"
"20","2020-04-03","VLA"
"25","2020-04-03","VLA"
"35","2020-04-03","WAL"
"25","2020-04-03","VLA"
"30","2020-04-03","VLA"
"40","2020-04-03","VLA"
"10","2020-04-04","VLA"
"10","2020-04-04","VLA"
"80","2020-04-04","WAL"
"20","2020-04-04","WAL"
"15","2020-04-04","BRU"
"6","2020-04-04","VLA"
"20","2020-04-04","WAL"
"15","2020-04-04","VLA"
"20","2020-04-04","VLA"
"12","2020-04-04","VLA"
"6","2020-04-04","BRU"
"20","2020-04-04","VLA"
"15","2020-04-04","WAL"
"30","2020-04-04","WAL"
"30","2020-04-04","BRU"
"40","2020-04-04","WAL"
"50","2020-04-05","WAL"
"25","2020-04-05","VLA"
"40","2020-04-05","VLA"
"12","2020-04-05","VLA"
"30","2020-04-06","WAL"
"15","2020-04-06","VLA"
"10","2020-04-06","BRU"
"10","2020-04-06","BRU"
"60","2020-04-06","VLA"
"4","2020-04-06","VLA"
"50","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"20","2020-04-06","VLA"
"10","2020-04-06","VLA"
"9","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"7","2020-04-06","VLA"
"50","2020-04-06","BRU"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","BRU"
"0","2020-04-06","VLA"
"20","2020-04-06","VLA"
"25","2020-04-06","VLA"
"15","2020-04-06","VLA"
"6","2020-04-06","VLA"
"120","2020-04-06","VLA"
"50","2020-04-06","BRU"
"8","2020-04-06","VLA"
"150","2020-04-06","VLA"
"25","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"25","2020-04-06","VLA"
"8","2020-04-06","VLA"
"2","2020-04-06","VLA"
"20","2020-04-06","VLA"
"6","2020-04-06","VLA"
"50","2020-04-06","VLA"
"20","2020-04-06","BRU"
"15","2020-04-06","WAL"
"13","2020-04-06","VLA"
"10","2020-04-06","VLA"
"3","2020-04-06","VLA"
"30","2020-04-06","WAL"
"6","2020-04-06","VLA"
"20","2020-04-06","VLA"
"15","2020-04-06","VLA"
"15","2020-04-06","VLA"
"6","2020-04-06","VLA"
"25","2020-04-06","WAL"
"6","2020-04-06","VLA"
"12","2020-04-06","VLA"
"25","2020-04-06","WAL"
"30","2020-04-06","WAL"
"30","2020-04-06","WAL"
"20","2020-04-06","VLA"
"20","2020-04-06","VLA"
"12","2020-04-06","WAL"
"50","2020-04-06","BRU"
"15","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"20","2020-04-06","VLA"
"20","2020-04-06","VLA"
"5","2020-04-06","VLA"
"40","2020-04-06","VLA"
"30","2020-04-06","WAL"
"40","2020-04-06","VLA"
"30","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","BRU"
"20","2020-04-06","VLA"
"25","2020-04-06","VLA"
"10","2020-04-06","VLA"
"30","2020-04-06","VLA"
"10","2020-04-06","VLA"
"30","2020-04-06","VLA"
"40","2020-04-06","WAL"
"10","2020-04-06","VLA"
"12","2020-04-06","VLA"
"10","2020-04-06","VLA"
"3","2020-04-06","VLA"
"15","2020-04-06","VLA"
"15","2020-04-06","VLA"
"25","2020-04-06","VLA"
"12","2020-04-06","VLA"
"25","2020-04-06","WAL"
"30","2020-04-06","WAL"
"20","2020-04-06","VLA"
"12","2020-04-06","VLA"
"6","2020-04-06","VLA"
"25","2020-04-06","BRU"
"30","2020-04-06","VLA"
"3","2020-04-06","VLA"
"6","2020-04-06","VLA"
"15","2020-04-06","VLA"
"24","2020-04-06","BRU"
"25","2020-04-06","BRU"
"50","2020-04-06","VLA"
"5","2020-04-06","VLA"
"010","2020-04-06","VLA"
"16","2020-04-06","VLA"
"40","2020-04-06","VLA"
"8","2020-04-06","VLA"
"10","2020-04-06","VLA"
"7","2020-04-06","VLA"
"16","2020-04-06","WAL"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"8","2020-04-06","VLA"
"30","2020-04-06","VLA"
"50","2020-04-06","VLA"
"25","2020-04-06","VLA"
"15","2020-04-06","VLA"
"40","2020-04-06","BRU"
"30","2020-04-06","WAL"
"20","2020-04-06","WAL"
"25","2020-04-06","BRU"
"100","2020-04-06","VLA"
"17","2020-04-06","VLA"
"5","2020-04-06","VLA"
"15","2020-04-06","VLA"
"15","2020-04-06","WAL"
"7","2020-04-06","BRU"
"40","2020-04-06","VLA"
"15","2020-04-06","VLA"
"20","2020-04-06","VLA"
"15","2020-04-06","VLA"
"25","2020-04-06","VLA"
"40","2020-04-06","VLA"
"12","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","BRU"
"50","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"25","2020-04-06","VLA"
"40","2020-04-06","VLA"
"10","2020-04-06","VLA"
"8","2020-04-06","VLA"
"5","2020-04-06","VLA"
"40","2020-04-06","VLA"
"3","2020-04-06","BRU"
"12","2020-04-06","VLA"
"7","2020-04-06","VLA"
"10","2020-04-06","WAL"
"15","2020-04-06","VLA"
"70","2020-04-06","VLA"
"5","2020-04-06","VLA"
"12","2020-04-06","VLA"
"45","2020-04-06","VLA"
"20","2020-04-06","WAL"
"2210","2020-04-06","VLA"
"15","2020-04-06","VLA"
"25","2020-04-06","BRU"
"20","2020-04-06","BRU"
"15","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","VLA"
"20","2020-04-06","WAL"
"10","2020-04-06","VLA"
"20","2020-04-06","VLA"
"3","2020-04-06","VLA"
"15","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","VLA"
"30","2020-04-06","VLA"
"9","2020-04-06","VLA"
"14","2020-04-06","VLA"
"10","2020-04-06","VLA"
"30","2020-04-06","VLA"
"10","2020-04-06","VLA"
"20","2020-04-06","VLA"
"30","2020-04-06","VLA"
"20","2020-04-06","VLA"
"12","2020-04-06","VLA"
"30","2020-04-06","WAL"
"12","2020-04-06","VLA"
"10","2020-04-06","VLA"
"28","2020-04-06","VLA"
"6","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","VLA"
"34","2020-04-06","WAL"
"20","2020-04-06","VLA"
"10","2020-04-06","VLA"
"25","2020-04-06","VLA"
"4","2020-04-06","VLA"
"20","2020-04-06","VLA"
"15","2020-04-06","VLA"
"19","2020-04-06","VLA"
"18","2020-04-06","VLA"
"20","2020-04-06","VLA"
"15","2020-04-06","VLA"
"20","2020-04-06","VLA"
"4","2020-04-06","VLA"
"15","2020-04-06","VLA"
"5","2020-04-06","VLA"
"12","2020-04-06","VLA"
"25","2020-04-06","VLA"
"15","2020-04-06","VLA"
"20","2020-04-06","VLA"
"35","2020-04-06","VLA"
"15","2020-04-06","VLA"
"35","2020-04-06","VLA"
"20","2020-04-06","VLA"
"15","2020-04-06","VLA"
"7","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"8","2020-04-06","VLA"
"20","2020-04-06","VLA"
"5","2020-04-06","VLA"
"30","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"0","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"30","2020-04-06","WAL"
"10","2020-04-06","VLA"
"20","2020-04-06","VLA"
"10","2020-04-06","VLA"
"50","2020-04-06","VLA"
"15","2020-04-06","VLA"
"15","2020-04-06","VLA"
"20","2020-04-06","VLA"
"7","2020-04-06","VLA"
"60","2020-04-06","BRU"
"5","2020-04-06","VLA"
"15","2020-04-06","VLA"
"15","2020-04-06","VLA"
"45","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"19","2020-04-06","VLA"
"15","2020-04-06","VLA"
"35","2020-04-06","VLA"
"22","2020-04-06","VLA"
"25","2020-04-06","BRU"
"40","2020-04-06","VLA"
"50","2020-04-07","VLA"
"10","2020-04-07","VLA"
"20","2020-04-07","VLA"
"5","2020-04-07","VLA"
"30","2020-04-07","BRU"
"10","2020-04-07","VLA"
"30","2020-04-07","VLA"
"20","2020-04-07","VLA"
"75","2020-04-07","VLA"
"35","2020-04-07","VLA"
"20","2020-04-07","VLA"
"40","2020-04-07","WAL"
"10","2020-04-07","VLA"
"15","2020-04-07","VLA"
"3","2020-04-07","VLA"
"5","2020-04-07","BRU"
"6","2020-04-07","VLA"
"15","2020-04-07","VLA"
"50","2020-04-07","BRU"
"10","2020-04-07","VLA"
"0","2020-04-07","BRU"
"70","2020-04-07","WAL"
"10","2020-04-07","VLA"
"5","2020-04-07","BRU"
"20","2020-04-07","BRU"
"10","2020-04-07","VLA"
"20","2020-04-07","VLA"
"10","2020-04-07","VLA"
"35","2020-04-07","VLA"
"20","2020-04-07","BRU"
"5","2020-04-07","VLA"
"15","2020-04-07","VLA"
"10","2020-04-07","VLA"
"25","2020-04-07","VLA"
"6","2020-04-07","VLA"
"80","2020-04-07","BRU"
"7","2020-04-07","VLA"
"6","2020-04-07","VLA"
"25","2020-04-07","VLA"
"50","2020-04-07","BRU"
"20","2020-04-07","VLA"
"20","2020-04-07","VLA"
"15","2020-04-07","VLA"
"60","2020-04-07","VLA"
"18","2020-04-07","VLA"
"10","2020-04-07","VLA"
"60","2020-04-07","VLA"
"8","2020-04-07","VLA"
"20","2020-04-07","VLA"
"2","2020-04-07","VLA"
"10","2020-04-07","VLA"
"8","2020-04-07","VLA"
"10","2020-04-07","WAL"
"15","2020-04-08","VLA"
"4","2020-04-08","BRU"
"30","2020-04-08","VLA"
"20","2020-04-08","WAL"
"9","2020-04-08","BRU"
"70","2020-04-08","WAL"
"20","2020-04-08","VLA"
"15","2020-04-08","WAL"
"45","2020-04-08","WAL"
"60","2020-04-08","BRU"
"5","2020-04-08","VLA"
"8","2020-04-08","VLA"
"25","2020-04-08","VLA"
"15","2020-04-08","VLA"
"8","2020-04-08","BRU"
"5","2020-04-08","VLA"
"20","2020-04-08","VLA"
"15","2020-04-08","VLA"
"60","2020-04-08","BRU"
"60","2020-04-09","VLA"
"10","2020-04-09","VLA"
"8","2020-04-09","VLA"
"10","2020-04-09","VLA"
"12","2020-04-10","VLA"
"3","2020-04-10","VLA"
"15","2020-04-10","VLA"
"24","2020-04-10","WAL"
"15","2020-04-10","VLA"
"30","2020-04-10","VLA"
"25","2020-04-13","VLA"
"0","2020-04-13","VLA"
"5","2020-04-14","VLA"
"7","2020-04-14","VLA"
"10","2020-04-14","VLA"
"20","2020-04-14","VLA"
"25","2020-04-14","VLA"
"20","2020-04-15","VLA"
"100","2020-04-15","WAL"
"8","2020-04-15","VLA"
"25","2020-04-15","VLA"
"30","2020-04-15","BRU"
"20","2020-04-15","VLA"
"10","2020-04-15","VLA"
"30","2020-04-15","BRU"
"10","2020-04-15","VLA"
"5","2020-04-15","VLA"
"45","2020-04-15","BRU"
"25","2020-04-15","VLA"
"25","2020-04-15","VLA"
"20","2020-04-15","VLA"
"2","2020-04-15","VLA"
"10","2020-04-15","VLA"
"20","2020-04-15","VLA"
"18","2020-04-15","VLA"
"25","2020-04-15","VLA"
"40","2020-04-15","VLA"
"15","2020-04-15","VLA"
"70","2020-04-15","VLA"
"8","2020-04-15","BRU"
"15","2020-04-15","VLA"
"50","2020-04-15","VLA"
"30","2020-04-15","VLA"
"5","2020-04-15","VLA"
"20","2020-04-15","VLA"
"25","2020-04-15","VLA"
"20","2020-04-15","VLA"
"2","2020-04-15","BRU"
"25","2020-04-15","VLA"
"8","2020-04-15","VLA"
"30","2020-04-15","VLA"
"10","2020-04-15","VLA"
"20","2020-04-15","VLA"
"35","2020-04-15","WAL"
"15","2020-04-15","VLA"
"10","2020-04-15","VLA"
"30","2020-04-15","VLA"
"20","2020-04-15","BRU"
"8","2020-04-15","VLA"
"20","2020-04-15","VLA"
"40","2020-04-15","WAL"
"30","2020-04-15","BRU"
"17","2020-04-15","VLA"
"30","2020-04-15","VLA"
"45","2020-04-15","VLA"
"5","2020-04-15","VLA"
"40","2020-04-15","WAL"
"20","2020-04-15","VLA"
"10","2020-04-15","VLA"
"20","2020-04-15","VLA"
"60","2020-04-15","VLA"
"10","2020-04-15","WAL"
"10","2020-04-15","VLA"
"10","2020-04-15","VLA"
"20","2020-04-15","VLA"
"30","2020-04-15","WAL"
"30","2020-04-15","VLA"
"40","2020-04-15","WAL"
"40","2020-04-15","BRU"
"20","2020-04-15","BRU"
"20","2020-04-15","VLA"
"0","2020-04-15","VLA"
"75","2020-04-15","VLA"
"35","2020-04-15","VLA"
"7","2020-04-15","VLA"
"30","2020-04-15","WAL"
"8","2020-04-15","VLA"
"3","2020-04-15","VLA"
"22","2020-04-15","VLA"
"10","2020-04-15","VLA"
"30","2020-04-15","WAL"
"25","2020-04-15","VLA"
"10","2020-04-15","VLA"
"15","2020-04-15","VLA"
"25","2020-04-15","BRU"
"12","2020-04-15","VLA"
"1","2020-04-15","VLA"
"8","2020-04-15","VLA"
"20","2020-04-15","VLA"
"30","2020-04-15","WAL"
"6","2020-04-15","VLA"
"25","2020-04-15","VLA"
"35","2020-04-15","WAL"
"25","2020-04-15","VLA"
"5","2020-04-15","VLA"
"35","2020-04-15","VLA"
"20","2020-04-15","VLA"
"13","2020-04-15","VLA"
"12","2020-04-15","VLA"
"30","2020-04-15","VLA"
"18","2020-04-15","VLA"
"15","2020-04-15","VLA"
"15","2020-04-15","VLA"
"15","2020-04-15","VLA"
"30","2020-04-16","VLA"
"15","2020-04-16","VLA"
"8","2020-04-16","VLA"
"20","2020-04-16","VLA"
"10","2020-04-16","VLA"
"60","2020-04-16","WAL"
"10","2020-04-16","VLA"
"20","2020-04-16","WAL"
"10","2020-04-16","VLA"
"15","2020-04-16","VLA"
"25","2020-04-16","WAL"
"20","2020-04-16","VLA"
"10","2020-04-16","VLA"
"50","2020-04-16","WAL"
"40","2020-04-16","VLA"
"30","2020-04-16","VLA"
"20","2020-04-16","VLA"
"50","2020-04-16","WAL"
"05","2020-04-16","VLA"
"15","2020-04-16","VLA"
"10","2020-04-16","VLA"
"25","2020-04-16","VLA"
"40","2020-04-16","BRU"
"40","2020-04-16","VLA"
"65","2020-04-16","WAL"
"30","2020-04-16","VLA"
"10","2020-04-16","VLA"
"5","2020-04-16","VLA"
"15","2020-04-16","WAL"
"16","2020-04-16","VLA"
"140","2020-04-16","VLA"
"20","2020-04-16","WAL"
"20","2020-04-16","VLA"
"30","2020-04-16","VLA"
"100","2020-04-16","WAL"
"30","2020-04-16","WAL"
"10","2020-04-16","VLA"
"15","2020-04-16","VLA"
"25","2020-04-16","WAL"
"40","2020-04-16","WAL"
"25","2020-04-16","VLA"
"40","2020-04-16","WAL"
"40","2020-04-16","VLA"
"10","2020-04-16","VLA"
"32","2020-04-16","VLA"
"15","2020-04-16","VLA"
"10","2020-04-16","VLA"
"15","2020-04-16","VLA"
"30","2020-04-16","WAL"
"50","2020-04-16","WAL"
"30","2020-04-16","BRU"
"15","2020-04-16","BRU"
"30","2020-04-16","VLA"
"20","2020-04-16","VLA"
"10","2020-04-16","VLA"
"45","2020-04-16","WAL"
"50","2020-04-16","WAL"
"25","2020-04-16","VLA"
"20","2020-04-16","VLA"
"60","2020-04-16","VLA"
"12","2020-04-16","VLA"
"15","2020-04-16","VLA"
"120","2020-04-16","WAL"
"20","2020-04-16","VLA"
"50","2020-04-16","BRU"
"25","2020-04-16","WAL"
"15","2020-04-16","VLA"
"7","2020-04-16","VLA"
"30","2020-04-16","WAL"
"25","2020-04-17","VLA"
"30","2020-04-17","BRU"
"20","2020-04-17","WAL"
"25","2020-04-17","WAL"
"23","2020-04-17","VLA"
"20","2020-04-17","VLA"
"10","2020-04-17","VLA"
"17","2020-04-17","VLA"
"16","2020-04-17","VLA"
"25","2020-04-17","VLA"
"4","2020-04-17","VLA"
"20","2020-04-17","VLA"
"20","2020-04-17","VLA"
"15","2020-04-18","VLA"
"4","2020-04-18","VLA"
"20","2020-04-18","WAL"
"20","2020-04-18","VLA"
"60","2020-04-19","WAL"
"10","2020-04-19","VLA"
"15","2020-04-20","VLA"
"5","2020-04-20","VLA"
"17","2020-04-20","VLA"
"15","2020-04-20","VLA"
"18","2020-04-20","WAL"
"30","2020-04-20","VLA"
"10","2020-04-20","VLA"
"12","2020-04-20","VLA"
"10","2020-04-20","VLA"
"16","2020-04-20","VLA"
"7","2020-04-20","VLA"
"55","2020-04-20","VLA"
"6","2020-04-20","VLA"
"3","2020-04-20","VLA"
"35","2020-04-20","VLA"
